[2020-10-26 18:59:10 #1376 INFO] murray.journeay running /mnt/data/shared/canada-2020/canada-srm2/cDamage/input/cDamage_r2_QC2460-70.ini [--hc=1318]
[2020-10-26 18:59:10 #1376 INFO] Using engine version 3.11.0-git4f03c56
[2020-10-26 18:59:11 #1376 WARNING] Using 64 cores on gem-compute
[2020-10-26 18:59:11 #1376 INFO] Checksum of the input files: 1508585000
[2020-10-26 18:59:11 #1376 INFO] Reading the risk model if present
[2020-10-26 18:59:14 #1376 INFO] Reading /mnt/data/shared/canada-2020/model-inputs/exposure/general-building-stock/oqBldgExp_QC2460-70.xml
[2020-10-26 18:59:20 #1376 INFO] Using asset_hazard_distance=14 km instead of 15 km
[2020-10-26 18:59:21 #1376 INFO] Associated 62051 assets to 699 sites
[2020-10-26 18:59:24 #1376 INFO] Reducing risk model from 4224 to 484 taxonomies
[2020-10-26 18:59:24 #1376 INFO] Storing risk model
[2020-10-26 18:59:26 #1376 INFO] Building risk inputs from 50 realization(s)
[2020-10-26 18:59:26 #1376 INFO] Built 717 risk inputs
[2020-10-26 18:59:28 #1376 INFO] Sent 123 tasks, 15.75 MB in 0 seconds
[2020-10-26 18:59:34 #1376 INFO] classical_damage   1% [123 submitted, 0 queued]
[2020-10-26 18:59:35 #1376 INFO] classical_damage   2% [123 submitted, 0 queued]
[2020-10-26 18:59:35 #1376 INFO] classical_damage   3% [123 submitted, 0 queued]
[2020-10-26 18:59:35 #1376 INFO] classical_damage   4% [123 submitted, 0 queued]
[2020-10-26 18:59:35 #1376 INFO] classical_damage   5% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage   6% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage   7% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage   8% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage   9% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage  10% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage  11% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage  12% [123 submitted, 0 queued]
[2020-10-26 18:59:36 #1376 INFO] classical_damage  13% [123 submitted, 0 queued]
[2020-10-26 18:59:37 #1376 INFO] classical_damage  14% [123 submitted, 0 queued]
[2020-10-26 18:59:37 #1376 INFO] classical_damage  15% [123 submitted, 0 queued]
[2020-10-26 18:59:37 #1376 INFO] classical_damage  16% [123 submitted, 0 queued]
[2020-10-26 18:59:37 #1376 INFO] classical_damage  17% [123 submitted, 0 queued]
[2020-10-26 18:59:37 #1376 INFO] classical_damage  18% [123 submitted, 0 queued]
[2020-10-26 18:59:37 #1376 INFO] classical_damage  19% [123 submitted, 0 queued]
[2020-10-26 18:59:38 #1376 INFO] classical_damage  20% [123 submitted, 0 queued]
[2020-10-26 18:59:38 #1376 INFO] classical_damage  21% [123 submitted, 0 queued]
[2020-10-26 18:59:38 #1376 INFO] classical_damage  22% [123 submitted, 0 queued]
[2020-10-26 18:59:39 #1376 INFO] classical_damage  23% [123 submitted, 0 queued]
[2020-10-26 18:59:39 #1376 INFO] classical_damage  24% [123 submitted, 0 queued]
[2020-10-26 18:59:39 #1376 INFO] classical_damage  25% [123 submitted, 0 queued]
[2020-10-26 18:59:39 #1376 INFO] classical_damage  26% [123 submitted, 0 queued]
[2020-10-26 18:59:39 #1376 INFO] classical_damage  27% [123 submitted, 0 queued]
[2020-10-26 18:59:40 #1376 INFO] classical_damage  28% [123 submitted, 0 queued]
[2020-10-26 18:59:40 #1376 INFO] classical_damage  29% [123 submitted, 0 queued]
[2020-10-26 18:59:40 #1376 INFO] classical_damage  30% [123 submitted, 0 queued]
[2020-10-26 18:59:40 #1376 INFO] classical_damage  31% [123 submitted, 0 queued]
[2020-10-26 18:59:41 #1376 INFO] classical_damage  32% [123 submitted, 0 queued]
[2020-10-26 18:59:41 #1376 INFO] classical_damage  33% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  34% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  35% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  36% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  37% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  38% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  39% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  40% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  41% [123 submitted, 0 queued]
[2020-10-26 18:59:42 #1376 INFO] classical_damage  42% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  43% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  44% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  45% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  46% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  47% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  48% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  49% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  50% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  51% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  52% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  53% [123 submitted, 0 queued]
[2020-10-26 18:59:43 #1376 INFO] classical_damage  54% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  55% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  56% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  57% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  58% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  59% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  60% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  61% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  62% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  63% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  64% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  65% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  66% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  67% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  68% [123 submitted, 0 queued]
[2020-10-26 18:59:44 #1376 INFO] classical_damage  69% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  70% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  71% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  72% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  73% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  74% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  75% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  76% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  77% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  78% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  79% [123 submitted, 0 queued]
[2020-10-26 18:59:45 #1376 INFO] classical_damage  80% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  81% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  82% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  83% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  84% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  85% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  86% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  87% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  88% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  89% [123 submitted, 0 queued]
[2020-10-26 18:59:46 #1376 INFO] classical_damage  90% [123 submitted, 0 queued]
[2020-10-26 18:59:47 #1376 INFO] classical_damage  91% [123 submitted, 0 queued]
[2020-10-26 18:59:47 #1376 INFO] classical_damage  92% [123 submitted, 0 queued]
[2020-10-26 18:59:47 #1376 INFO] classical_damage  93% [123 submitted, 0 queued]
[2020-10-26 18:59:47 #1376 INFO] classical_damage  94% [123 submitted, 0 queued]
[2020-10-26 18:59:47 #1376 INFO] classical_damage  95% [123 submitted, 0 queued]
[2020-10-26 18:59:48 #1376 INFO] classical_damage  96% [123 submitted, 0 queued]
[2020-10-26 18:59:48 #1376 INFO] classical_damage  97% [123 submitted, 0 queued]
[2020-10-26 18:59:51 #1376 INFO] classical_damage  98% [123 submitted, 0 queued]
[2020-10-26 18:59:53 #1376 INFO] classical_damage  99% [123 submitted, 0 queued]
[2020-10-26 18:59:53 #1376 INFO] classical_damage 100% [123 submitted, 0 queued]
[2020-10-26 18:59:53 #1376 INFO] Received {'tot': '68.41 MB'} in 25 seconds
[2020-10-26 18:59:54 #1376 INFO] Exposing the outputs to the database
[2020-10-26 18:59:54 #1376 INFO] Stored 88 MB on /mnt/data/murray.journeay/oqdata/calc_1376.hdf5 in 43 seconds
  id | name
7325 | Asset Damage Distributions
7326 | Asset Damage Statistics
7327 | Full Report
7328 | Realizations
