[2020-10-26 18:14:23 #1330 INFO] murray.journeay running /mnt/data/shared/canada-2020/canada-srm2/cDamage/input/cDamage_r2_AB4870-80.ini [--hc=1309]
[2020-10-26 18:14:23 #1330 INFO] Using engine version 3.11.0-git4f03c56
[2020-10-26 18:14:24 #1330 WARNING] Using 64 cores on gem-compute
[2020-10-26 18:14:24 #1330 INFO] Checksum of the input files: 1508585000
[2020-10-26 18:14:24 #1330 INFO] Reading the risk model if present
[2020-10-26 18:14:28 #1330 INFO] Reading /mnt/data/shared/canada-2020/model-inputs/exposure/general-building-stock/oqBldgExp_AB4870-80.xml
[2020-10-26 18:14:33 #1330 INFO] Using asset_hazard_distance=14 km instead of 15 km
[2020-10-26 18:14:35 #1330 INFO] Associated 59464 assets to 1202 sites
[2020-10-26 18:14:38 #1330 INFO] Reducing risk model from 4224 to 461 taxonomies
[2020-10-26 18:14:38 #1330 INFO] Storing risk model
[2020-10-26 18:14:40 #1330 INFO] Building risk inputs from 50 realization(s)
[2020-10-26 18:14:40 #1330 INFO] Built 1206 risk inputs
[2020-10-26 18:14:42 #1330 INFO] Sent 136 tasks, 16.58 MB in 0 seconds
[2020-10-26 18:14:51 #1330 INFO] classical_damage  17% [136 submitted, 0 queued]
[2020-10-26 18:14:51 #1330 INFO] classical_damage  18% [136 submitted, 0 queued]
[2020-10-26 18:14:51 #1330 INFO] classical_damage  19% [136 submitted, 0 queued]
[2020-10-26 18:14:52 #1330 INFO] classical_damage  20% [136 submitted, 0 queued]
[2020-10-26 18:14:52 #1330 INFO] classical_damage  21% [136 submitted, 0 queued]
[2020-10-26 18:14:54 #1330 INFO] classical_damage  22% [136 submitted, 0 queued]
[2020-10-26 18:14:54 #1330 INFO] classical_damage  23% [136 submitted, 0 queued]
[2020-10-26 18:14:54 #1330 INFO] classical_damage  24% [136 submitted, 0 queued]
[2020-10-26 18:14:54 #1330 INFO] classical_damage  25% [136 submitted, 0 queued]
[2020-10-26 18:14:54 #1330 INFO] classical_damage  26% [136 submitted, 0 queued]
[2020-10-26 18:14:54 #1330 INFO] classical_damage  27% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  28% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  29% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  30% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  31% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  32% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  33% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  34% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  35% [136 submitted, 0 queued]
[2020-10-26 18:14:55 #1330 INFO] classical_damage  36% [136 submitted, 0 queued]
[2020-10-26 18:14:56 #1330 INFO] classical_damage  37% [136 submitted, 0 queued]
[2020-10-26 18:14:56 #1330 INFO] classical_damage  38% [136 submitted, 0 queued]
[2020-10-26 18:14:56 #1330 INFO] classical_damage  39% [136 submitted, 0 queued]
[2020-10-26 18:14:56 #1330 INFO] classical_damage  40% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  41% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  42% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  43% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  44% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  45% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  46% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  47% [136 submitted, 0 queued]
[2020-10-26 18:14:57 #1330 INFO] classical_damage  48% [136 submitted, 0 queued]
[2020-10-26 18:14:58 #1330 INFO] classical_damage  49% [136 submitted, 0 queued]
[2020-10-26 18:14:58 #1330 INFO] classical_damage  50% [136 submitted, 0 queued]
[2020-10-26 18:14:58 #1330 INFO] classical_damage  51% [136 submitted, 0 queued]
[2020-10-26 18:14:58 #1330 INFO] classical_damage  52% [136 submitted, 0 queued]
[2020-10-26 18:14:58 #1330 INFO] classical_damage  53% [136 submitted, 0 queued]
[2020-10-26 18:14:58 #1330 INFO] classical_damage  54% [136 submitted, 0 queued]
[2020-10-26 18:14:58 #1330 INFO] classical_damage  55% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  56% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  57% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  58% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  59% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  60% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  61% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  62% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  63% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  64% [136 submitted, 0 queued]
[2020-10-26 18:14:59 #1330 INFO] classical_damage  65% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  66% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  67% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  68% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  69% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  70% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  71% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  72% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  73% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  74% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  75% [136 submitted, 0 queued]
[2020-10-26 18:15:00 #1330 INFO] classical_damage  76% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  77% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  78% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  79% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  80% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  81% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  82% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  83% [136 submitted, 0 queued]
[2020-10-26 18:15:01 #1330 INFO] classical_damage  84% [136 submitted, 0 queued]
[2020-10-26 18:15:02 #1330 INFO] classical_damage  85% [136 submitted, 0 queued]
[2020-10-26 18:15:02 #1330 INFO] classical_damage  86% [136 submitted, 0 queued]
[2020-10-26 18:15:02 #1330 INFO] classical_damage  87% [136 submitted, 0 queued]
[2020-10-26 18:15:02 #1330 INFO] classical_damage  88% [136 submitted, 0 queued]
[2020-10-26 18:15:02 #1330 INFO] classical_damage  89% [136 submitted, 0 queued]
[2020-10-26 18:15:02 #1330 INFO] classical_damage  90% [136 submitted, 0 queued]
[2020-10-26 18:15:02 #1330 INFO] classical_damage  91% [136 submitted, 0 queued]
[2020-10-26 18:15:03 #1330 INFO] classical_damage  92% [136 submitted, 0 queued]
[2020-10-26 18:15:03 #1330 INFO] classical_damage  93% [136 submitted, 0 queued]
[2020-10-26 18:15:03 #1330 INFO] classical_damage  94% [136 submitted, 0 queued]
[2020-10-26 18:15:03 #1330 INFO] classical_damage  95% [136 submitted, 0 queued]
[2020-10-26 18:15:04 #1330 INFO] classical_damage  96% [136 submitted, 0 queued]
[2020-10-26 18:15:04 #1330 INFO] classical_damage  97% [136 submitted, 0 queued]
[2020-10-26 18:15:05 #1330 INFO] classical_damage  98% [136 submitted, 0 queued]
[2020-10-26 18:15:09 #1330 INFO] classical_damage  99% [136 submitted, 0 queued]
[2020-10-26 18:15:15 #1330 INFO] classical_damage 100% [136 submitted, 0 queued]
[2020-10-26 18:15:15 #1330 INFO] Received {'tot': '65.56 MB'} in 32 seconds
[2020-10-26 18:15:15 #1330 INFO] Exposing the outputs to the database
[2020-10-26 18:15:16 #1330 INFO] Stored 85.45 MB on /mnt/data/murray.journeay/oqdata/calc_1330.hdf5 in 51 seconds
  id | name
7141 | Asset Damage Distributions
7142 | Asset Damage Statistics
7143 | Full Report
7144 | Realizations
