#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-08T16:10:05', checksum=1453088438, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
25,3.50978E+00,contents,Wood,6.86781E-08,4.00000E-02
50,2.87734E+02,contents,Wood,5.63028E-06,2.00000E-02
100,3.49041E+03,contents,Wood,6.82991E-05,1.00000E-02
250,4.07521E+04,contents,Wood,7.97423E-04,4.00000E-03
500,1.71738E+05,contents,Wood,3.36051E-03,2.00000E-03
1000,5.79339E+05,contents,Wood,1.13363E-02,1.00000E-03
2500,2.13325E+06,contents,Wood,4.17427E-02,4.00000E-04
25,8.51444E+01,nonstructural,Wood,2.86873E-07,4.00000E-02
50,5.43124E+03,nonstructural,Wood,1.82992E-05,2.00000E-02
100,4.37085E+04,nonstructural,Wood,1.47265E-04,1.00000E-02
250,3.22337E+05,nonstructural,Wood,1.08603E-03,4.00000E-03
500,1.07633E+06,nonstructural,Wood,3.62641E-03,2.00000E-03
1000,3.10178E+06,nonstructural,Wood,1.04507E-02,1.00000E-03
2500,1.01701E+07,nonstructural,Wood,3.42655E-02,4.00000E-04
50,1.33542E-08,occupants,Wood,6.98242E-12,2.00000E-02
100,1.49480E-05,occupants,Wood,7.81579E-09,1.00000E-02
250,6.47693E-04,occupants,Wood,3.38656E-07,4.00000E-03
500,4.36788E-03,occupants,Wood,2.28381E-06,2.00000E-03
1000,1.92639E-02,occupants,Wood,1.00724E-05,1.00000E-03
2500,8.93711E-02,occupants,Wood,4.67290E-05,4.00000E-04
25,7.06680E+03,structural,Wood,8.67012E-05,4.00000E-02
50,9.13075E+04,structural,Wood,1.12023E-03,2.00000E-02
100,3.58637E+05,structural,Wood,4.40005E-03,1.00000E-02
250,1.13799E+06,structural,Wood,1.39618E-02,4.00000E-03
500,2.13312E+06,structural,Wood,2.61708E-02,2.00000E-03
1000,3.98608E+06,structural,Wood,4.89044E-02,1.00000E-03
2500,9.25787E+06,structural,Wood,1.13583E-01,4.00000E-04
25,2.80861E-01,contents,RMasonry,2.12927E-08,4.00000E-02
50,2.60192E+01,contents,RMasonry,1.97258E-06,2.00000E-02
100,4.13106E+02,contents,RMasonry,3.13185E-05,1.00000E-02
250,6.61247E+03,contents,RMasonry,5.01307E-04,4.00000E-03
500,3.36682E+04,contents,RMasonry,2.55246E-03,2.00000E-03
1000,1.25171E+05,contents,RMasonry,9.48951E-03,1.00000E-03
2500,4.79272E+05,contents,RMasonry,3.63347E-02,4.00000E-04
25,3.03844E+00,nonstructural,RMasonry,1.08563E-07,4.00000E-02
50,1.85371E+02,nonstructural,RMasonry,6.62331E-06,2.00000E-02
100,1.78842E+03,nonstructural,RMasonry,6.39004E-05,1.00000E-02
250,1.62110E+04,nonstructural,RMasonry,5.79219E-04,4.00000E-03
500,6.19487E+04,nonstructural,RMasonry,2.21343E-03,2.00000E-03
1000,1.94721E+05,nonstructural,RMasonry,6.95739E-03,1.00000E-03
2500,6.73126E+05,nonstructural,RMasonry,2.40508E-02,4.00000E-04
50,4.04713E-09,occupants,RMasonry,8.78322E-12,2.00000E-02
100,5.73181E-06,occupants,RMasonry,1.24394E-08,1.00000E-02
250,3.88714E-04,occupants,RMasonry,8.43600E-07,4.00000E-03
500,3.32711E-03,occupants,RMasonry,7.22061E-06,2.00000E-03
1000,1.78544E-02,occupants,RMasonry,3.87483E-05,1.00000E-03
2500,9.56913E-02,occupants,RMasonry,2.07672E-04,4.00000E-04
25,1.09602E-01,structural,RMasonry,7.50154E-09,4.00000E-02
50,1.79403E+01,structural,RMasonry,1.22789E-06,2.00000E-02
100,3.29631E+02,structural,RMasonry,2.25611E-05,1.00000E-02
250,5.07771E+03,structural,RMasonry,3.47537E-04,4.00000E-03
500,2.47163E+04,structural,RMasonry,1.69167E-03,2.00000E-03
1000,9.04988E+04,structural,RMasonry,6.19406E-03,1.00000E-03
2500,3.53614E+05,structural,RMasonry,2.42026E-02,4.00000E-04
25,1.14837E+00,contents,Steel,2.09116E-08,4.00000E-02
50,6.53943E+01,contents,Steel,1.19081E-06,2.00000E-02
100,8.98335E+02,contents,Steel,1.63585E-05,1.00000E-02
250,1.22230E+04,contents,Steel,2.22578E-04,4.00000E-03
500,5.53185E+04,contents,Steel,1.00734E-03,2.00000E-03
1000,1.96995E+05,contents,Steel,3.58723E-03,1.00000E-03
2500,7.71444E+05,contents,Steel,1.40478E-02,4.00000E-04
25,3.54996E+01,nonstructural,Steel,3.29923E-07,4.00000E-02
50,1.19697E+03,nonstructural,Steel,1.11243E-05,2.00000E-02
100,9.35516E+03,nonstructural,Steel,8.69441E-05,1.00000E-02
250,6.84274E+04,nonstructural,Steel,6.35945E-04,4.00000E-03
500,2.18441E+05,nonstructural,Steel,2.03013E-03,2.00000E-03
1000,5.94593E+05,nonstructural,Steel,5.52598E-03,1.00000E-03
2500,1.92761E+06,nonstructural,Steel,1.79147E-02,4.00000E-04
50,7.06674E-06,occupants,Steel,4.66476E-09,2.00000E-02
100,2.02647E-04,occupants,Steel,1.33768E-07,1.00000E-02
250,3.66578E-03,occupants,Steel,2.41978E-06,4.00000E-03
500,1.74863E-02,occupants,Steel,1.15427E-05,2.00000E-03
1000,6.38664E-02,occupants,Steel,4.21583E-05,1.00000E-03
2500,2.50314E-01,occupants,Steel,1.65233E-04,4.00000E-04
25,5.27935E+00,structural,Steel,8.54872E-08,4.00000E-02
50,3.81571E+02,structural,Steel,6.17869E-06,2.00000E-02
100,4.46313E+03,structural,Steel,7.22704E-05,1.00000E-02
250,4.73837E+04,structural,Steel,7.67273E-04,4.00000E-03
500,1.88080E+05,structural,Steel,3.04553E-03,2.00000E-03
1000,6.06188E+05,structural,Steel,9.81585E-03,1.00000E-03
2500,2.24696E+06,structural,Steel,3.63844E-02,4.00000E-04
25,1.70992E+03,contents,URMasonry,2.40510E-05,4.00000E-02
50,3.13358E+04,contents,URMasonry,4.40754E-04,2.00000E-02
100,1.58156E+05,contents,URMasonry,2.22455E-03,1.00000E-02
250,6.46720E+05,contents,URMasonry,9.09645E-03,4.00000E-03
500,1.32856E+06,contents,URMasonry,1.86869E-02,2.00000E-03
1000,2.35241E+06,contents,URMasonry,3.30879E-02,1.00000E-03
2500,4.37874E+06,contents,URMasonry,6.15892E-02,4.00000E-04
25,1.86845E+03,nonstructural,URMasonry,1.22500E-05,4.00000E-02
50,3.66520E+04,nonstructural,URMasonry,2.40300E-04,2.00000E-02
100,2.17615E+05,nonstructural,URMasonry,1.42674E-03,1.00000E-02
250,1.18410E+06,nonstructural,URMasonry,7.76328E-03,4.00000E-03
500,3.19762E+06,nonstructural,URMasonry,2.09644E-02,2.00000E-03
1000,7.40253E+06,nonstructural,URMasonry,4.85328E-02,1.00000E-03
2500,1.83126E+07,nonstructural,URMasonry,1.20062E-01,4.00000E-04
50,1.04415E-07,occupants,URMasonry,3.59347E-11,2.00000E-02
100,8.17588E-05,occupants,URMasonry,2.81375E-08,1.00000E-02
250,5.89802E-03,occupants,URMasonry,2.02982E-06,4.00000E-03
500,5.09988E-02,occupants,URMasonry,1.75514E-05,2.00000E-03
1000,2.71511E-01,occupants,URMasonry,9.34410E-05,1.00000E-03
2500,1.46547E+00,occupants,URMasonry,5.04345E-04,4.00000E-04
25,5.19986E+01,structural,URMasonry,6.48854E-07,4.00000E-02
50,2.74267E+03,structural,URMasonry,3.42238E-05,2.00000E-02
100,3.15792E+04,structural,URMasonry,3.94055E-04,1.00000E-02
250,3.06092E+05,structural,URMasonry,3.81951E-03,4.00000E-03
500,1.12099E+06,structural,URMasonry,1.39880E-02,2.00000E-03
1000,3.17273E+06,structural,URMasonry,3.95903E-02,1.00000E-03
2500,9.20076E+06,structural,URMasonry,1.14810E-01,4.00000E-04
25,4.76284E+00,contents,Concrete,3.61009E-08,4.00000E-02
50,2.05063E+02,contents,Concrete,1.55432E-06,2.00000E-02
100,2.94675E+03,contents,Concrete,2.23355E-05,1.00000E-02
250,3.98940E+04,contents,Concrete,3.02385E-04,4.00000E-03
500,1.78364E+05,contents,Concrete,1.35195E-03,2.00000E-03
1000,6.17757E+05,contents,Concrete,4.68242E-03,1.00000E-03
2500,2.30598E+06,contents,Concrete,1.74787E-02,4.00000E-04
25,1.12392E+02,nonstructural,Concrete,3.47339E-07,4.00000E-02
50,2.88856E+03,nonstructural,Concrete,8.92693E-06,2.00000E-02
100,2.31484E+04,nonstructural,Concrete,7.15389E-05,1.00000E-02
250,1.65775E+05,nonstructural,Concrete,5.12317E-04,4.00000E-03
500,5.38443E+05,nonstructural,Concrete,1.66403E-03,2.00000E-03
1000,1.52586E+06,nonstructural,Concrete,4.71559E-03,1.00000E-03
2500,5.06994E+06,nonstructural,Concrete,1.56683E-02,4.00000E-04
50,5.19092E-06,occupants,Concrete,1.76414E-09,2.00000E-02
100,2.69109E-04,occupants,Concrete,9.14571E-08,1.00000E-02
250,7.66686E-03,occupants,Concrete,2.60560E-06,4.00000E-03
500,4.58905E-02,occupants,Concrete,1.55960E-05,2.00000E-03
1000,1.87106E-01,occupants,Concrete,6.35885E-05,1.00000E-03
2500,7.89319E-01,occupants,Concrete,2.68252E-04,4.00000E-04
25,2.21178E+01,structural,Concrete,1.43410E-07,4.00000E-02
50,1.02199E+03,structural,Concrete,6.62650E-06,2.00000E-02
100,1.22853E+04,structural,Concrete,7.96565E-05,1.00000E-02
250,1.25861E+05,structural,Concrete,8.16072E-04,4.00000E-03
500,4.79955E+05,structural,Concrete,3.11199E-03,2.00000E-03
1000,1.48564E+06,structural,Concrete,9.63278E-03,1.00000E-03
2500,5.27608E+06,structural,Concrete,3.42097E-02,4.00000E-04
50,4.49188E+00,contents,Precast,7.39418E-07,2.00000E-02
100,9.57249E+01,contents,Precast,1.57575E-05,1.00000E-02
250,1.90248E+03,contents,Precast,3.13170E-04,4.00000E-03
500,1.07654E+04,contents,Precast,1.77211E-03,2.00000E-03
1000,4.30205E+04,contents,Precast,7.08169E-03,1.00000E-03
2500,1.81227E+05,contents,Precast,2.98321E-02,4.00000E-04
50,1.03635E+02,nonstructural,Precast,9.41025E-06,2.00000E-02
100,1.05195E+03,nonstructural,Precast,9.55195E-05,1.00000E-02
