id,lon,lat,taxonomy,number,structural,nonstructural,contents,retrofitting,day,night,transit,LandUse,GenOcc,OccClass,GenType,BldgType,BldEpoch,SSC_Zone,EqDesLev,SauidID,sauid,dauid,adauid,fsauid,csduid,csdname,cduid,cdname,SAC,eruid,ername,pruid,prname
1928260-RES3C-W2-PC,-73.56786643,45.49171009,RES3C-W2-PC,2,456489,2079561,182595.6,277644.78,6.38,27.24,17.85,RES-HD,Residential-MD,RES3C,Wood,W2,1973-1989,SSC-2,PC,24038572,24038572,24661108,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1928261-RES3D-W2-PC,-73.56786643,45.49171009,RES3D-W2-PC,4,1880088,8564845.33,752035.2,916910.37,20.49,87.47,57.3,RES-HD,Residential-HD,RES3D,Wood,W2,1973-1989,SSC-2,PC,24038572,24038572,24661108,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980667-COM3-S4L-PC,-73.56636929,45.49289676,COM3-S4L-PC,1,173375,282875,156037.5,57941.88,5.55,0.06,2.89,RES-HD,Commercial,COM3,Steel,S4L,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980668-RES3E-C2H-PC,-73.56636929,45.49289676,RES3E-C2H-PC,1,1101402,5017498,440560.8,451787.9,9.64,41.16,26.97,RES-HD,Residential-HD,RES3E,Concrete,C2H,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980669-RES3B-URML-PC,-73.56636929,45.49289676,RES3B-URML-PC,1,189031.5,861143.5,75612.6,111045.68,1.42,6.05,3.97,RES-HD,Residential-MD,RES3B,URMasonry,URML,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980670-RES3C-W4-PC,-73.56636929,45.49289676,RES3C-W4-PC,2,456489,2079561,182595.6,277644.78,6.38,27.24,17.85,RES-HD,Residential-MD,RES3C,Wood,W4,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980671-COM4-URMM-PC,-73.56636929,45.49289676,COM4-URMM-PC,2,6083040,9924960,5474736,1157643.32,262.29,1.48,119.45,RES-HD,Commercial,COM4,URMasonry,URMM,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980672-RES3B-C2L-LC,-73.56636929,45.49289676,RES3B-C2L-LC,1,189031.5,861143.5,75612.6,112073.88,1.42,6.05,3.97,RES-HD,Residential-MD,RES3B,Concrete,C2L,1990-2004,SSC-2,LC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980673-COM4-URML-PC,-73.56636929,45.49289676,COM4-URML-PC,1,1236121,2016829,1112508.9,237977.49,26.91,0,12.26,RES-HD,Commercial,COM4,URMasonry,URML,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980674-COM3-C3L-PC,-73.56636929,45.49289676,COM3-C3L-PC,1,173375,282875,156037.5,178126.57,5.55,0.06,2.89,RES-HD,Commercial,COM3,Concrete,C3L,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980675-COM2-S4M-LC,-73.56636929,45.49289676,COM2-S4M-LC,1,726750,1185750,654075,357175.96,41.43,0,16.17,RES-HD,Commercial,COM2,Steel,S4M,1990-2004,SSC-2,LC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980676-RES3E-W2-PC,-73.56636929,45.49289676,RES3E-W2-PC,2,2202804,10034996,881121.6,903575.8,19.29,82.32,53.93,RES-HD,Residential-HD,RES3E,Wood,W2,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980677-RES3C-W2-PC,-73.56636929,45.49289676,RES3C-W2-PC,2,456489,2079561,182595.6,277644.78,6.38,27.24,17.85,RES-HD,Residential-MD,RES3C,Wood,W2,1973-1989,SSC-2,PC,24040878,24040878,24663444,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980842-COM3-RM1L-PC,-73.56971263,45.49325489,COM3-RM1L-PC,1,173375,282875,156037.5,220797.7,5.55,0.06,2.89,RES-HD,Commercial,COM3,RMasonry,RM1L,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980843-RES3D-W4-MC,-73.56971263,45.49325489,RES3D-W4-MC,2,940044,4282422.67,376017.6,458455.18,10.25,43.73,28.65,RES-HD,Residential-HD,RES3D,Wood,W4,2005-2016,SSC-2,MC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980844-RES3D-W4-LC,-73.56971263,45.49325489,RES3D-W4-LC,1,470022,2141211.33,188008.8,229227.59,5.12,21.87,14.33,RES-HD,Residential-HD,RES3D,Wood,W4,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980845-RES3F-C2H-LC,-73.56971263,45.49325489,RES3F-C2H-LC,1,4036435.2,18388204.8,1614574.08,1514807.04,33.15,141.49,92.7,RES-HD,Residential-HD,RES3F,Concrete,C2H,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980846-COM3-W3-LC,-73.56971263,45.49325489,COM3-W3-LC,1,173375,282875,156037.5,57941.88,5.55,0.06,2.89,RES-HD,Commercial,COM3,Wood,W3,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980847-COM4-URML-PC,-73.56971263,45.49325489,COM4-URML-PC,1,1236121,2016829,1112508.9,915251.82,26.91,0,12.26,RES-HD,Commercial,COM4,URMasonry,URML,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980848-COM4-URMM-PC,-73.56971263,45.49325489,COM4-URMM-PC,1,3041520,4962480,2737368,578821.66,131.14,0.74,59.73,RES-HD,Commercial,COM4,URMasonry,URMM,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980849-RES3B-W2-PC,-73.56971263,45.49325489,RES3B-W2-PC,2,378063,1722287,151225.2,854154.38,2.84,12.11,7.93,RES-HD,Residential-MD,RES3B,Wood,W2,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980850-REL1-W2-LC,-73.56971263,45.49325489,REL1-W2-LC,1,409500,1865500,409500,128980.21,37.79,0,16.23,RES-HD,Civic,REL1,Wood,W2,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980851-RES3B-W2-LC,-73.56971263,45.49325489,RES3B-W2-LC,3,567094.5,2583430.5,226837.8,336221.63,4.25,18.16,11.9,RES-HD,Residential-MD,RES3B,Wood,W2,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980852-COM4-S5M-PC,-73.56971263,45.49325489,COM4-S5M-PC,1,3041520,4962480,2737368,2641482.85,131.14,0.74,59.73,RES-HD,Commercial,COM4,Steel,S5M,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980853-RES3B-URML-PC,-73.56971263,45.49325489,RES3B-URML-PC,4,756126,3444574,302450.4,444182.71,5.67,24.21,15.86,RES-HD,Residential-MD,RES3B,URMasonry,URML,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980854-RES3F-C2H-PC,-73.56971263,45.49325489,RES3F-C2H-PC,1,4036435.2,18388204.8,1614574.08,5772438.18,33.15,141.49,92.7,RES-HD,Residential-HD,RES3F,Concrete,C2H,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980855-COM4-C3L-PC,-73.56971263,45.49325489,COM4-C3L-PC,2,2472242,4033658,2225017.8,1476742.49,53.83,0,24.51,RES-HD,Commercial,COM4,Concrete,C3L,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980856-RES3C-W1-LC,-73.56971263,45.49325489,RES3C-W1-LC,1,228244.5,1039780.5,91297.8,138822.39,3.19,13.62,8.92,RES-HD,Residential-MD,RES3C,Wood,W1,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980857-RES3B-W2-MC,-73.56971263,45.49325489,RES3B-W2-MC,1,189031.5,861143.5,75612.6,112073.88,1.42,6.05,3.97,RES-HD,Residential-MD,RES3B,Wood,W2,2005-2016,SSC-2,MC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980858-RES3D-W2-LC,-73.56971263,45.49325489,RES3D-W2-LC,1,470022,2141211.33,188008.8,229227.59,5.12,21.87,14.33,RES-HD,Residential-HD,RES3D,Wood,W2,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980859-COM5-URML-PC,-73.56971263,45.49325489,COM5-URML-PC,1,367650,599850,330885,70779.82,13.7,0.16,6.24,RES-HD,Commercial,COM5,URMasonry,URML,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980860-RES3C-URML-PC,-73.56971263,45.49325489,RES3C-URML-PC,1,228244.5,1039780.5,91297.8,137548.79,3.19,13.62,8.92,RES-HD,Residential-MD,RES3C,URMasonry,URML,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980861-RES3D-W2-LC,-73.56971263,45.49325489,RES3D-W2-LC,1,470022,2141211.33,188008.8,873511.98,5.12,21.87,14.33,RES-HD,Residential-HD,RES3D,Wood,W2,Pre-1973,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980862-RES3C-W2-MC,-73.56971263,45.49325489,RES3C-W2-MC,1,228244.5,1039780.5,91297.8,138822.39,3.19,13.62,8.92,RES-HD,Residential-MD,RES3C,Wood,W2,2005-2016,SSC-2,MC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980863-RES3D-W2-MC,-73.56971263,45.49325489,RES3D-W2-MC,1,470022,2141211.33,188008.8,229227.59,5.12,21.87,14.33,RES-HD,Residential-HD,RES3D,Wood,W2,2005-2016,SSC-2,MC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980864-RES3B-W2-PC,-73.56971263,45.49325489,RES3B-W2-PC,1,189031.5,861143.5,75612.6,112073.88,1.42,6.05,3.97,RES-HD,Residential-MD,RES3B,Wood,W2,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
