#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-08T20:54:02', checksum=2901892693, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
25,3.64356E+01,contents,Wood,7.12959E-07,4.00000E-02
50,8.40601E+02,contents,Wood,1.64486E-05,2.00000E-02
100,7.77885E+03,contents,Wood,1.52214E-04,1.00000E-02
250,6.77605E+04,contents,Wood,1.32591E-03,4.00000E-03
500,2.33572E+05,contents,Wood,4.57045E-03,2.00000E-03
1000,6.93177E+05,contents,Wood,1.35638E-02,1.00000E-03
2500,2.31455E+06,contents,Wood,4.52904E-02,4.00000E-04
25,7.46430E+02,nonstructural,Wood,2.51491E-06,4.00000E-02
50,1.16069E+04,nonstructural,Wood,3.91065E-05,2.00000E-02
100,7.20559E+04,nonstructural,Wood,2.42774E-04,1.00000E-02
250,4.45399E+05,nonstructural,Wood,1.50066E-03,4.00000E-03
500,1.34081E+06,nonstructural,Wood,4.51754E-03,2.00000E-03
1000,3.57992E+06,nonstructural,Wood,1.20616E-02,1.00000E-03
2500,1.08886E+07,nonstructural,Wood,3.66863E-02,4.00000E-04
50,1.74796E-06,occupants,Wood,9.13946E-10,2.00000E-02
100,7.78993E-05,occupants,Wood,4.07308E-08,1.00000E-02
250,1.62205E-03,occupants,Wood,8.48114E-07,4.00000E-03
500,8.10077E-03,occupants,Wood,4.23561E-06,2.00000E-03
1000,2.74810E-02,occupants,Wood,1.43689E-05,1.00000E-03
2500,1.06927E-01,occupants,Wood,5.59085E-05,4.00000E-04
25,1.99054E+04,structural,Wood,2.44216E-04,4.00000E-02
50,1.29052E+05,structural,Wood,1.58331E-03,2.00000E-02
100,3.94272E+05,structural,Wood,4.83724E-03,1.00000E-02
250,1.27648E+06,structural,Wood,1.56609E-02,4.00000E-03
500,2.43071E+06,structural,Wood,2.98219E-02,2.00000E-03
1000,4.40456E+06,structural,Wood,5.40387E-02,1.00000E-03
2500,9.66259E+06,structural,Wood,1.18548E-01,4.00000E-04
25,2.69761E+00,contents,RMasonry,2.04512E-07,4.00000E-02
50,8.81379E+01,contents,RMasonry,6.68194E-06,2.00000E-02
100,1.04522E+03,contents,RMasonry,7.92406E-05,1.00000E-02
250,1.16125E+04,contents,RMasonry,8.80372E-04,4.00000E-03
500,4.71743E+04,contents,RMasonry,3.57639E-03,2.00000E-03
1000,1.47749E+05,contents,RMasonry,1.12012E-02,1.00000E-03
2500,5.16381E+05,contents,RMasonry,3.91480E-02,4.00000E-04
25,2.73386E+01,nonstructural,RMasonry,9.76808E-07,4.00000E-02
50,4.62495E+02,nonstructural,RMasonry,1.65249E-05,2.00000E-02
100,3.13413E+03,nonstructural,RMasonry,1.11983E-04,1.00000E-02
250,2.30759E+04,nonstructural,RMasonry,8.24504E-04,4.00000E-03
500,7.99546E+04,nonstructural,RMasonry,2.85678E-03,2.00000E-03
1000,2.25025E+05,nonstructural,RMasonry,8.04013E-03,1.00000E-03
2500,7.26083E+05,nonstructural,RMasonry,2.59429E-02,4.00000E-04
50,5.50230E-07,occupants,RMasonry,1.19413E-09,2.00000E-02
100,3.60195E-05,occupants,RMasonry,7.81707E-08,1.00000E-02
250,1.07486E-03,occupants,RMasonry,2.33269E-06,4.00000E-03
500,6.40322E-03,occupants,RMasonry,1.38965E-05,2.00000E-03
1000,2.42151E-02,occupants,RMasonry,5.25525E-05,1.00000E-03
2500,1.09315E-01,occupants,RMasonry,2.37239E-04,4.00000E-04
25,1.77168E+00,structural,RMasonry,1.21260E-07,4.00000E-02
50,7.27400E+01,structural,RMasonry,4.97858E-06,2.00000E-02
100,8.19814E+02,structural,RMasonry,5.61110E-05,1.00000E-02
250,8.59113E+03,structural,RMasonry,5.88007E-04,4.00000E-03
500,3.47633E+04,structural,RMasonry,2.37932E-03,2.00000E-03
1000,1.07888E+05,structural,RMasonry,7.38426E-03,1.00000E-03
2500,3.86882E+05,structural,RMasonry,2.64796E-02,4.00000E-04
25,7.36882E+00,contents,Steel,1.34184E-07,4.00000E-02
50,1.93564E+02,contents,Steel,3.52476E-06,2.00000E-02
100,2.05391E+03,contents,Steel,3.74013E-05,1.00000E-02
250,2.06860E+04,contents,Steel,3.76687E-04,4.00000E-03
500,7.81004E+04,contents,Steel,1.42219E-03,2.00000E-03
1000,2.36905E+05,contents,Steel,4.31398E-03,1.00000E-03
2500,8.53223E+05,contents,Steel,1.55370E-02,4.00000E-04
25,1.70467E+02,nonstructural,Steel,1.58427E-06,4.00000E-02
50,2.51479E+03,nonstructural,Steel,2.33717E-05,2.00000E-02
100,1.54315E+04,nonstructural,Steel,1.43416E-04,1.00000E-02
250,9.29084E+04,nonstructural,Steel,8.63463E-04,4.00000E-03
500,2.68964E+05,nonstructural,Steel,2.49968E-03,2.00000E-03
1000,6.87990E+05,nonstructural,Steel,6.39398E-03,1.00000E-03
2500,2.08481E+06,nonstructural,Steel,1.93756E-02,4.00000E-04
25,5.38200E-07,occupants,Steel,3.55266E-10,4.00000E-02
50,4.89105E-05,occupants,Steel,3.22859E-08,2.00000E-02
100,7.11646E-04,occupants,Steel,4.69758E-07,1.00000E-02
250,7.67498E-03,occupants,Steel,5.06626E-06,4.00000E-03
500,2.78526E-02,occupants,Steel,1.83855E-05,2.00000E-03
1000,8.09173E-02,occupants,Steel,5.34136E-05,1.00000E-03
2500,2.77647E-01,occupants,Steel,1.83275E-04,4.00000E-04
25,4.35951E+01,structural,Steel,7.05924E-07,4.00000E-02
50,1.05023E+03,structural,Steel,1.70061E-05,2.00000E-02
100,9.22048E+03,structural,Steel,1.49305E-04,1.00000E-02
250,7.50014E+04,structural,Steel,1.21448E-03,4.00000E-03
500,2.57833E+05,structural,Steel,4.17502E-03,2.00000E-03
1000,7.40628E+05,structural,Steel,1.19928E-02,1.00000E-03
2500,2.40706E+06,structural,Steel,3.89769E-02,4.00000E-04
25,6.56050E+03,contents,URMasonry,9.22769E-05,4.00000E-02
50,5.22143E+04,contents,URMasonry,7.34422E-04,2.00000E-02
100,1.90609E+05,contents,URMasonry,2.68101E-03,1.00000E-02
250,7.00157E+05,contents,URMasonry,9.84808E-03,4.00000E-03
500,1.40661E+06,contents,URMasonry,1.97847E-02,2.00000E-03
1000,2.44735E+06,contents,URMasonry,3.44232E-02,1.00000E-03
2500,4.48489E+06,contents,URMasonry,6.30823E-02,4.00000E-04
25,7.29450E+03,nonstructural,URMasonry,4.78246E-05,4.00000E-02
50,6.93653E+04,nonstructural,URMasonry,4.54776E-04,2.00000E-02
100,3.08451E+05,nonstructural,URMasonry,2.02228E-03,1.00000E-02
250,1.46895E+06,nonstructural,URMasonry,9.63077E-03,4.00000E-03
500,3.71388E+06,nonstructural,URMasonry,2.43491E-02,2.00000E-03
1000,8.08331E+06,nonstructural,URMasonry,5.29962E-02,1.00000E-03
2500,1.90226E+07,nonstructural,URMasonry,1.24717E-01,4.00000E-04
50,7.89828E-06,occupants,URMasonry,2.71821E-09,2.00000E-02
100,6.17914E-04,occupants,URMasonry,2.12657E-07,1.00000E-02
250,1.97739E-02,occupants,URMasonry,6.80524E-06,4.00000E-03
500,1.05347E-01,occupants,URMasonry,3.62554E-05,2.00000E-03
1000,3.98984E-01,occupants,URMasonry,1.37311E-04,1.00000E-03
2500,1.69767E+00,occupants,URMasonry,5.84257E-04,4.00000E-04
25,3.77681E+02,structural,URMasonry,4.71282E-06,4.00000E-02
50,8.56384E+03,structural,URMasonry,1.06862E-04,2.00000E-02
100,6.46018E+04,structural,URMasonry,8.06121E-04,1.00000E-02
250,4.51731E+05,structural,URMasonry,5.63684E-03,4.00000E-03
500,1.41158E+06,structural,URMasonry,1.76142E-02,2.00000E-03
1000,3.57993E+06,structural,URMasonry,4.46715E-02,1.00000E-03
2500,9.57389E+06,structural,URMasonry,1.19466E-01,4.00000E-04
25,2.56610E+01,contents,Concrete,1.94503E-07,4.00000E-02
50,7.18442E+02,contents,Concrete,5.44558E-06,2.00000E-02
100,7.33795E+03,contents,Concrete,5.56196E-05,1.00000E-02
250,7.04559E+04,contents,Concrete,5.34035E-04,4.00000E-03
500,2.57879E+05,contents,Concrete,1.95465E-03,2.00000E-03
1000,7.58711E+05,contents,Concrete,5.75081E-03,1.00000E-03
2500,2.55176E+06,contents,Concrete,1.93416E-02,4.00000E-04
25,4.39212E+02,nonstructural,Concrete,1.35736E-06,4.00000E-02
50,6.65148E+03,nonstructural,Concrete,2.05560E-05,2.00000E-02
