rlz_id,branch_path,weight
0,0~14MTT,2.0000000e-02
1,0~18MTT,2.0000000e-02
2,0~2AKUS,2.0000000e-02
3,0~3FLVS,2.0000000e-02
4,0~24LSS,2.0000000e-02
5,0~29KST,2.0000000e-02
6,0~18MTU,2.0000000e-02
7,0~1EMSU,2.0000000e-02
8,0~3ANTU,2.0000000e-02
9,0~1ANUV,2.0000000e-02
10,0~25LVT,2.0000000e-02
11,0~09KVV,2.0000000e-02
12,0~3ANST,2.0000000e-02
13,0~2AKVT,2.0000000e-02
14,0~29LTV,2.0000000e-02
15,1~2AKVT,2.0000000e-02
16,1~24MTT,2.0000000e-02
17,1~19MVS,2.0000000e-02
18,1~14MUS,2.0000000e-02
19,1~1BMSV,2.0000000e-02
20,1~37NUV,2.0000000e-02
21,1~29NUT,2.0000000e-02
22,1~1HLUU,2.0000000e-02
23,2~3BKUT,2.0000000e-02
24,2~2BKSS,2.0000000e-02
25,2~14MTS,2.0000000e-02
26,2~09KTT,2.0000000e-02
27,2~2FNSS,2.0000000e-02
28,2~27NSU,2.0000000e-02
29,2~2EKSU,2.0000000e-02
30,2~04LUS,2.0000000e-02
31,3~04LUS,2.0000000e-02
32,3~3AMTU,2.0000000e-02
33,3~3AKTT,2.0000000e-02
34,3~2AKST,2.0000000e-02
35,3~2DNUV,2.0000000e-02
36,3~1AMVT,2.0000000e-02
37,3~3AMSS,2.0000000e-02
38,3~36MTS,2.0000000e-02
39,3~1IMVU,2.0000000e-02
40,4~2AKST,2.0000000e-02
41,4~2GMVV,2.0000000e-02
42,4~3EKTS,2.0000000e-02
43,4~3ELUV,2.0000000e-02
44,4~39MVS,2.0000000e-02
45,4~0AKVU,2.0000000e-02
46,4~2DLSU,2.0000000e-02
47,5~1IMTV,2.0000000e-02
48,5~18NTT,2.0000000e-02
49,5~2JKVV,2.0000000e-02
