#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-13T14:26:48', checksum=1453088438, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
10,1.14429E+02,contents,Wood,2.03936E-06,1.00000E-01
25,4.79639E+03,contents,Wood,8.54817E-05,4.00000E-02
50,3.41689E+04,contents,Wood,6.08961E-04,2.00000E-02
100,1.75793E+05,contents,Wood,3.13300E-03,1.00000E-02
250,8.02993E+05,contents,Wood,1.43110E-02,4.00000E-03
500,1.72036E+06,contents,Wood,3.06604E-02,2.00000E-03
1000,3.04588E+06,contents,Wood,5.42840E-02,1.00000E-03
2500,5.42106E+06,contents,Wood,9.66147E-02,4.00000E-04
10,1.77932E+03,nonstructural,Wood,6.11202E-06,1.00000E-01
25,5.35358E+04,nonstructural,Wood,1.83897E-04,4.00000E-02
50,2.87050E+05,nonstructural,Wood,9.86023E-04,2.00000E-02
100,9.73183E+05,nonstructural,Wood,3.34291E-03,1.00000E-02
250,3.04489E+06,nonstructural,Wood,1.04593E-02,4.00000E-03
500,5.82970E+06,nonstructural,Wood,2.00252E-02,2.00000E-03
1000,9.74842E+06,nonstructural,Wood,3.34861E-02,1.00000E-03
2500,1.74883E+07,nonstructural,Wood,6.00729E-02,4.00000E-04
50,6.24294E-05,occupants,Wood,4.00604E-08,2.00000E-02
100,6.54179E-04,occupants,Wood,4.19781E-07,1.00000E-02
250,5.70748E-03,occupants,Wood,3.66244E-06,4.00000E-03
500,1.76025E-02,occupants,Wood,1.12954E-05,2.00000E-03
1000,4.28794E-02,occupants,Wood,2.75153E-05,1.00000E-03
2500,1.04283E-01,occupants,Wood,6.69176E-05,4.00000E-04
5,6.90914E+04,structural,Wood,7.91818E-04,2.00000E-01
10,5.40028E+05,structural,Wood,6.18896E-03,1.00000E-01
25,1.29305E+06,structural,Wood,1.48189E-02,4.00000E-02
50,1.69631E+06,structural,Wood,1.94405E-02,2.00000E-02
100,2.18629E+06,structural,Wood,2.50558E-02,1.00000E-02
250,4.29704E+06,structural,Wood,4.92459E-02,4.00000E-03
500,7.39092E+06,structural,Wood,8.47032E-02,2.00000E-03
1000,1.18425E+07,structural,Wood,1.35720E-01,1.00000E-03
2500,1.92697E+07,structural,Wood,2.20839E-01,4.00000E-04
5,7.94274E+03,contents,URMasonry,1.58644E-04,2.00000E-01
10,1.89475E+05,contents,URMasonry,3.78448E-03,1.00000E-01
25,6.91632E+05,contents,URMasonry,1.38143E-02,4.00000E-02
50,1.23886E+06,contents,URMasonry,2.47444E-02,2.00000E-02
100,1.90899E+06,contents,URMasonry,3.81293E-02,1.00000E-02
250,3.09683E+06,contents,URMasonry,6.18544E-02,4.00000E-03
