#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-13T23:19:59', checksum=2945867503, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
5,1.03926E-03,contents,Wood,1.85217E-11,2.00000E-01
10,1.90436E+01,contents,Wood,3.39398E-07,1.00000E-01
25,1.02698E+03,contents,Wood,1.83028E-05,4.00000E-02
50,1.00540E+04,contents,Wood,1.79183E-04,2.00000E-02
100,6.15896E+04,contents,Wood,1.09765E-03,1.00000E-02
250,3.45353E+05,contents,Wood,6.15492E-03,4.00000E-03
500,8.55690E+05,contents,Wood,1.52502E-02,2.00000E-03
1000,1.68624E+06,contents,Wood,3.00523E-02,1.00000E-03
2500,3.34055E+06,contents,Wood,5.95355E-02,4.00000E-04
5,1.59479E-01,nonstructural,Wood,5.47816E-10,2.00000E-01
10,2.66123E+02,nonstructural,Wood,9.14140E-07,1.00000E-01
25,1.22894E+04,nonstructural,Wood,4.22142E-05,4.00000E-02
50,9.01244E+04,nonstructural,Wood,3.09579E-04,2.00000E-02
100,3.97993E+05,nonstructural,Wood,1.36712E-03,1.00000E-02
250,1.54077E+06,nonstructural,Wood,5.29258E-03,4.00000E-03
500,3.17717E+06,nonstructural,Wood,1.09137E-02,2.00000E-03
1000,5.71452E+06,nonstructural,Wood,1.96295E-02,1.00000E-03
2500,1.08964E+07,nonstructural,Wood,3.74296E-02,4.00000E-04
25,7.53143E-09,occupants,Wood,4.83286E-12,4.00000E-02
50,1.33116E-05,occupants,Wood,8.54194E-09,2.00000E-02
100,1.89498E-04,occupants,Wood,1.21600E-07,1.00000E-02
250,2.00350E-03,occupants,Wood,1.28563E-06,4.00000E-03
500,7.25980E-03,occupants,Wood,4.65856E-06,2.00000E-03
1000,1.95788E-02,occupants,Wood,1.25636E-05,1.00000E-03
2500,5.28288E-02,occupants,Wood,3.38998E-05,4.00000E-04
5,7.55264E+03,structural,Wood,8.65566E-05,2.00000E-01
10,1.09545E+05,structural,Wood,1.25543E-03,1.00000E-01
25,6.37572E+05,structural,Wood,7.30685E-03,4.00000E-02
50,1.17362E+06,structural,Wood,1.34502E-02,2.00000E-02
100,1.67848E+06,structural,Wood,1.92361E-02,1.00000E-02
250,2.75421E+06,structural,Wood,3.15645E-02,4.00000E-03
500,4.52239E+06,structural,Wood,5.18285E-02,2.00000E-03
1000,7.38679E+06,structural,Wood,8.46558E-02,1.00000E-03
2500,1.28309E+07,structural,Wood,1.47048E-01,4.00000E-04
5,1.37311E+03,contents,URMasonry,2.74258E-05,2.00000E-01
10,3.00847E+04,contents,URMasonry,6.00897E-04,1.00000E-01
25,2.63793E+05,contents,URMasonry,5.26887E-03,4.00000E-02
50,6.51246E+05,contents,URMasonry,1.30076E-02,2.00000E-02
100,1.21900E+06,contents,URMasonry,2.43477E-02,1.00000E-02
250,2.22365E+06,contents,URMasonry,4.44141E-02,4.00000E-03
500,3.12562E+06,contents,URMasonry,6.24294E-02,2.00000E-03
1000,4.11873E+06,contents,URMasonry,8.22653E-02,1.00000E-03
2500,5.53789E+06,contents,URMasonry,1.10611E-01,4.00000E-04
5,1.41865E+03,nonstructural,URMasonry,1.27594E-05,2.00000E-01
10,3.56142E+04,nonstructural,URMasonry,3.20316E-04,1.00000E-01
25,3.80557E+05,nonstructural,URMasonry,3.42275E-03,4.00000E-02
50,1.23155E+06,nonstructural,URMasonry,1.10766E-02,2.00000E-02
100,3.10431E+06,nonstructural,URMasonry,2.79203E-02,1.00000E-02
250,7.79861E+06,nonstructural,URMasonry,7.01411E-02,4.00000E-03
500,1.31086E+07,nonstructural,URMasonry,1.17899E-01,2.00000E-03
1000,1.98226E+07,nonstructural,URMasonry,1.78285E-01,1.00000E-03
2500,3.02528E+07,nonstructural,URMasonry,2.72095E-01,4.00000E-04
25,3.93415E-05,occupants,URMasonry,2.34228E-08,4.00000E-02
50,1.45385E-03,occupants,URMasonry,8.65580E-07,2.00000E-02
100,1.70051E-02,occupants,URMasonry,1.01244E-05,1.00000E-02
250,1.47965E-01,occupants,URMasonry,8.80941E-05,4.00000E-03
500,4.37471E-01,occupants,URMasonry,2.60458E-04,2.00000E-03
1000,9.54349E-01,occupants,URMasonry,5.68194E-04,1.00000E-03
2500,2.05628E+00,occupants,URMasonry,1.22425E-03,4.00000E-04
5,1.89269E+01,structural,URMasonry,3.38657E-07,2.00000E-01
10,2.14397E+03,structural,URMasonry,3.83618E-05,1.00000E-01
25,5.53549E+04,structural,URMasonry,9.90460E-04,4.00000E-02
50,2.98275E+05,structural,URMasonry,5.33701E-03,2.00000E-02
100,1.04466E+06,structural,URMasonry,1.86921E-02,1.00000E-02
250,3.33749E+06,structural,URMasonry,5.97174E-02,4.00000E-03
500,6.22114E+06,structural,URMasonry,1.11314E-01,2.00000E-03
1000,1.00863E+07,structural,URMasonry,1.80472E-01,1.00000E-03
2500,1.63365E+07,structural,URMasonry,2.92307E-01,4.00000E-04
5,5.07847E-01,contents,Concrete,5.58614E-09,2.00000E-01
10,4.81078E+01,contents,Concrete,5.29169E-07,1.00000E-01
25,1.68839E+03,contents,Concrete,1.85717E-05,4.00000E-02
50,1.35627E+04,contents,Concrete,1.49185E-04,2.00000E-02
100,6.61669E+04,contents,Concrete,7.27814E-04,1.00000E-02
250,2.85145E+05,contents,Concrete,3.13650E-03,4.00000E-03
500,6.09419E+05,contents,Concrete,6.70340E-03,2.00000E-03
1000,1.08334E+06,contents,Concrete,1.19163E-02,1.00000E-03
2500,1.96457E+06,contents,Concrete,2.16097E-02,4.00000E-04
5,1.22975E+01,nonstructural,Concrete,4.74208E-08,2.00000E-01
10,7.00987E+02,nonstructural,Concrete,2.70310E-06,1.00000E-01
25,1.38815E+04,nonstructural,Concrete,5.35288E-05,4.00000E-02
50,7.34154E+04,nonstructural,Concrete,2.83100E-04,2.00000E-02
100,2.77505E+05,nonstructural,Concrete,1.07010E-03,1.00000E-02
250,9.47892E+05,nonstructural,Concrete,3.65520E-03,4.00000E-03
500,1.76878E+06,nonstructural,Concrete,6.82067E-03,2.00000E-03
1000,2.89264E+06,nonstructural,Concrete,1.11544E-02,1.00000E-03
2500,5.01399E+06,nonstructural,Concrete,1.93346E-02,4.00000E-04
25,5.83804E-05,occupants,Concrete,3.15835E-08,4.00000E-02
50,1.05700E-03,occupants,Concrete,5.71831E-07,2.00000E-02
100,8.42645E-03,occupants,Concrete,4.55865E-06,1.00000E-02
250,5.34624E-02,occupants,Concrete,2.89228E-05,4.00000E-03
500,1.35638E-01,occupants,Concrete,7.33792E-05,2.00000E-03
1000,2.66729E-01,occupants,Concrete,1.44299E-04,1.00000E-03
2500,5.15089E-01,occupants,Concrete,2.78660E-04,4.00000E-04
5,3.37514E+00,structural,Concrete,2.94202E-08,2.00000E-01
10,2.45571E+02,structural,Concrete,2.14058E-06,1.00000E-01
25,8.16196E+03,structural,Concrete,7.11457E-05,4.00000E-02
50,6.15986E+04,structural,Concrete,5.36939E-04,2.00000E-02
100,2.99601E+05,structural,Concrete,2.61155E-03,1.00000E-02
250,1.23767E+06,structural,Concrete,1.07884E-02,4.00000E-03
500,2.47411E+06,structural,Concrete,2.15662E-02,2.00000E-03
1000,4.22260E+06,structural,Concrete,3.68074E-02,1.00000E-03
2500,7.69843E+06,structural,Concrete,6.71053E-02,4.00000E-04
10,2.16611E+00,contents,RMasonry,1.51039E-07,1.00000E-01
25,1.56717E+02,contents,RMasonry,1.09276E-05,4.00000E-02
50,1.67399E+03,contents,RMasonry,1.16724E-04,2.00000E-02
100,1.04862E+04,contents,RMasonry,7.31185E-04,1.00000E-02
250,6.12679E+04,contents,RMasonry,4.27210E-03,4.00000E-03
500,1.61926E+05,contents,RMasonry,1.12908E-02,2.00000E-03
1000,3.42970E+05,contents,RMasonry,2.39146E-02,1.00000E-03
2500,7.41463E+05,contents,RMasonry,5.17008E-02,4.00000E-04
5,8.30534E-02,nonstructural,RMasonry,2.36535E-09,2.00000E-01
10,4.04838E+01,nonstructural,RMasonry,1.15298E-06,1.00000E-01
25,1.40422E+03,nonstructural,RMasonry,3.99920E-05,4.00000E-02
50,8.80851E+03,nonstructural,RMasonry,2.50865E-04,2.00000E-02
100,3.53969E+04,nonstructural,RMasonry,1.00810E-03,1.00000E-02
250,1.36353E+05,nonstructural,RMasonry,3.88332E-03,4.00000E-03
500,2.96319E+05,nonstructural,RMasonry,8.43912E-03,2.00000E-03
1000,5.60068E+05,nonstructural,RMasonry,1.59507E-02,1.00000E-03
2500,1.12372E+06,nonstructural,RMasonry,3.20034E-02,4.00000E-04
50,3.12757E-06,occupants,RMasonry,6.93813E-09,2.00000E-02
100,6.87730E-05,occupants,RMasonry,1.52564E-07,1.00000E-02
