#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-16T12:34:01', checksum=1453088438, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
5,3.52593E-05,contents,Wood,6.28394E-13,2.00000E-01
10,1.35163E+01,contents,Wood,2.40888E-07,1.00000E-01
25,8.07450E+02,contents,Wood,1.43905E-05,4.00000E-02
50,8.21328E+03,contents,Wood,1.46378E-04,2.00000E-02
100,5.26687E+04,contents,Wood,9.38666E-04,1.00000E-02
250,3.12380E+05,contents,Wood,5.56726E-03,4.00000E-03
500,7.94510E+05,contents,Wood,1.41598E-02,2.00000E-03
1000,1.59145E+06,contents,Wood,2.83630E-02,1.00000E-03
2500,3.17588E+06,contents,Wood,5.66008E-02,4.00000E-04
5,7.10399E-02,nonstructural,Wood,2.44024E-10,2.00000E-01
10,1.91250E+02,nonstructural,Wood,6.56950E-07,1.00000E-01
25,9.74154E+03,nonstructural,Wood,3.34624E-05,4.00000E-02
50,7.56081E+04,nonstructural,Wood,2.59716E-04,2.00000E-02
100,3.51692E+05,nonstructural,Wood,1.20807E-03,1.00000E-02
250,1.42537E+06,nonstructural,Wood,4.89618E-03,4.00000E-03
500,2.99491E+06,nonstructural,Wood,1.02876E-02,2.00000E-03
1000,5.42362E+06,nonstructural,Wood,1.86303E-02,1.00000E-03
2500,1.03560E+07,nonstructural,Wood,3.55731E-02,4.00000E-04
50,9.01742E-06,occupants,Wood,5.78641E-09,2.00000E-02
100,1.46792E-04,occupants,Wood,9.41950E-08,1.00000E-02
250,1.67349E-03,occupants,Wood,1.07387E-06,4.00000E-03
500,6.28667E-03,occupants,Wood,4.03411E-06,2.00000E-03
1000,1.73607E-02,occupants,Wood,1.11402E-05,1.00000E-03
2500,4.80176E-02,occupants,Wood,3.08125E-05,4.00000E-04
5,5.74365E+03,structural,Wood,6.58248E-05,2.00000E-01
10,8.85244E+04,structural,Wood,1.01453E-03,1.00000E-01
25,5.83465E+05,structural,Wood,6.68677E-03,4.00000E-02
50,1.12090E+06,structural,Wood,1.28459E-02,2.00000E-02
100,1.62438E+06,structural,Wood,1.86161E-02,1.00000E-02
250,2.61622E+06,structural,Wood,2.99831E-02,4.00000E-03
500,4.26350E+06,structural,Wood,4.88615E-02,2.00000E-03
1000,6.98640E+06,structural,Wood,8.00672E-02,1.00000E-03
2500,1.22194E+07,structural,Wood,1.40040E-01,4.00000E-04
5,9.93106E+02,contents,URMasonry,1.98358E-05,2.00000E-01
10,2.34300E+04,contents,URMasonry,4.67979E-04,1.00000E-01
25,2.32140E+05,contents,URMasonry,4.63664E-03,4.00000E-02
50,6.02329E+05,contents,URMasonry,1.20306E-02,2.00000E-02
100,1.15110E+06,contents,URMasonry,2.29914E-02,1.00000E-02
250,2.13398E+06,contents,URMasonry,4.26230E-02,4.00000E-03
500,3.02229E+06,contents,URMasonry,6.03655E-02,2.00000E-03
1000,4.00161E+06,contents,URMasonry,7.99261E-02,1.00000E-03
2500,5.40322E+06,contents,URMasonry,1.07921E-01,4.00000E-04
5,1.01627E+03,nonstructural,URMasonry,9.14039E-06,2.00000E-01
10,2.71803E+04,nonstructural,URMasonry,2.44461E-04,1.00000E-01
25,3.27503E+05,nonstructural,URMasonry,2.94558E-03,4.00000E-02
50,1.10093E+06,nonstructural,URMasonry,9.90186E-03,2.00000E-02
100,2.84193E+06,nonstructural,URMasonry,2.55605E-02,1.00000E-02
250,7.31332E+06,nonstructural,URMasonry,6.57764E-02,4.00000E-03
500,1.24499E+07,nonstructural,URMasonry,1.11975E-01,2.00000E-03
1000,1.89689E+07,nonstructural,URMasonry,1.70607E-01,1.00000E-03
2500,2.92422E+07,nonstructural,URMasonry,2.63006E-01,4.00000E-04
25,2.67636E-05,occupants,URMasonry,1.59343E-08,4.00000E-02
50,1.07623E-03,occupants,URMasonry,6.40756E-07,2.00000E-02
100,1.36715E-02,occupants,URMasonry,8.13964E-06,1.00000E-02
250,1.29078E-01,occupants,URMasonry,7.68497E-05,4.00000E-03
500,3.95243E-01,occupants,URMasonry,2.35317E-04,2.00000E-03
1000,8.82439E-01,occupants,URMasonry,5.25380E-04,1.00000E-03
2500,1.92353E+00,occupants,URMasonry,1.14522E-03,4.00000E-04
5,1.08451E+01,structural,URMasonry,1.94050E-07,2.00000E-01
10,1.53318E+03,structural,URMasonry,2.74330E-05,1.00000E-01
25,4.45656E+04,structural,URMasonry,7.97408E-04,4.00000E-02
50,2.54076E+05,structural,URMasonry,4.54616E-03,2.00000E-02
100,9.28897E+05,structural,URMasonry,1.66207E-02,1.00000E-02
250,3.08339E+06,structural,URMasonry,5.51709E-02,4.00000E-03
500,5.84852E+06,structural,URMasonry,1.04647E-01,2.00000E-03
1000,9.58270E+06,structural,URMasonry,1.71462E-01,1.00000E-03
2500,1.57216E+07,structural,URMasonry,2.81305E-01,4.00000E-04
5,3.18542E-01,contents,Concrete,3.50386E-09,2.00000E-01
10,3.44045E+01,contents,Concrete,3.78438E-07,1.00000E-01
25,1.32620E+03,contents,Concrete,1.45877E-05,4.00000E-02
50,1.11357E+04,contents,Concrete,1.22489E-04,2.00000E-02
100,5.74471E+04,contents,Concrete,6.31899E-04,1.00000E-02
250,2.59991E+05,contents,Concrete,2.85981E-03,4.00000E-03
500,5.68719E+05,contents,Concrete,6.25572E-03,2.00000E-03
1000,1.02618E+06,contents,Concrete,1.12876E-02,1.00000E-03
2500,1.87419E+06,contents,Concrete,2.06154E-02,4.00000E-04
5,7.88349E+00,nonstructural,Concrete,3.03998E-08,2.00000E-01
10,5.15349E+02,nonstructural,Concrete,1.98725E-06,1.00000E-01
25,1.14767E+04,nonstructural,Concrete,4.42555E-05,4.00000E-02
50,6.31723E+04,nonstructural,Concrete,2.43601E-04,2.00000E-02
100,2.48147E+05,nonstructural,Concrete,9.56887E-04,1.00000E-02
250,8.85408E+05,nonstructural,Concrete,3.41425E-03,4.00000E-03
500,1.67981E+06,nonstructural,Concrete,6.47757E-03,2.00000E-03
1000,2.76612E+06,nonstructural,Concrete,1.06665E-02,1.00000E-03
2500,4.79783E+06,nonstructural,Concrete,1.85011E-02,4.00000E-04
25,4.16627E-05,occupants,Concrete,2.25393E-08,4.00000E-02
50,8.18318E-04,occupants,Concrete,4.42705E-07,2.00000E-02
100,7.00646E-03,occupants,Concrete,3.79045E-06,1.00000E-02
250,4.75905E-02,occupants,Concrete,2.57462E-05,4.00000E-03
500,1.24716E-01,occupants,Concrete,6.74706E-05,2.00000E-03
1000,2.50384E-01,occupants,Concrete,1.35456E-04,1.00000E-03
2500,4.90086E-01,occupants,Concrete,2.65134E-04,4.00000E-04
5,2.15321E+00,structural,Concrete,1.87690E-08,2.00000E-01
10,1.80030E+02,structural,Concrete,1.56928E-06,1.00000E-01
