[2021-07-23 21:27:16.61 #125 INFO] root running /mnt/storage/canada-srm2/ebRisk/SensitivityTesting/ebRisk_b0_SensTest_Vancouver_7.ini [--hc=None]
[2021-07-23 21:27:16.62 #125 INFO] Using engine version 3.11.3-git29ac352f7d
[2021-07-23 21:27:16.98 #125 WARNING] Using 96 cores on ip-10-70-136-127
[2021-07-23 21:27:17.00 #125 INFO] Validated nationalModel.xml in 0.01 seconds
[2021-07-23 21:27:17.09 #125 INFO] Checksum of the input files: 40328840
[2021-07-23 21:27:17.10 #125 INFO] Reading the risk model if present
[2021-07-23 21:27:44.46 #125 INFO] Reading /mnt/storage/canada-srm2/ebRisk/SensitivityTesting/TESTEXPO_Vancouver.xml
[2021-07-23 21:27:44.49 #125 INFO] Extracting the hazard sites from the site model
[2021-07-23 21:27:46.38 #125 INFO] Associated 177 assets to 6 sites
[2021-07-23 21:27:47.08 #125 INFO] Reducing risk model from 7260 to 97 taxonomies
[2021-07-23 21:27:47.83 #125 INFO] minimum_asset_loss={'contents': 0, 'nonstructural': 0, 'occupants': 0, 'structural': 0}
[2021-07-23 21:27:47.84 #125 INFO] Storing 6 aggregation keys
[2021-07-23 21:27:47.93 #125 INFO] Considering 800 logic tree paths out of 24_576
[2021-07-23 21:27:47.96 #125 INFO] Reading the source model(s) in parallel
[2021-07-23 21:27:51.27 #125 INFO] read_source_model  16% [6 submitted, 0 queued]
[2021-07-23 21:27:51.31 #125 INFO] read_source_model  33% [6 submitted, 0 queued]
[2021-07-23 21:27:51.34 #125 INFO] read_source_model  50% [6 submitted, 0 queued]
[2021-07-23 21:27:51.49 #125 INFO] read_source_model  66% [6 submitted, 0 queued]
[2021-07-23 21:27:51.78 #125 INFO] read_source_model  83% [6 submitted, 0 queued]
[2021-07-23 21:27:51.83 #125 INFO] read_source_model 100% [6 submitted, 0 queued]
[2021-07-23 21:27:51.84 #125 INFO] Mean time per core=0s, std=0.0s, min=0s, max=0s
[2021-07-23 21:27:51.84 #125 INFO] Received {'/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_HYeast_Harctic_simplified_collapsedRates.xml': '138.71 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_H2east_Harctic_simplified_collapsedRates.xml': '133.09 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_HYeast_Rarctic_simplified_collapsedRates.xml': '132.34 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_H2east_Rarctic_simplified_collapsedRates.xml': '126.71 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_R2east_Harctic_simplified_collapsedRates.xml': '117.99 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_R2east_Rarctic_simplified_collapsedRates.xml': '111.84 KB'} in 1 seconds
[2021-07-23 21:27:52.19 #125 INFO] There are multiple different sources with the same ID [<AreaSource SCCYA;0>, <AreaSource SCCYA;1>]
[2021-07-23 21:27:52.21 #125 INFO] There are 13 groups and 196 sources with len(et_ids)=3.85
[2021-07-23 21:27:52.24 #125 INFO] Checking the sources bounding box
[2021-07-23 21:27:52.27 #125 ERROR] source ACM: The buffer of 600 km is too large, the bounding box is larger than half the globe: 219 degrees
[2021-07-23 21:27:52.40 #125 INFO] Rupture floating factor = 1.6303030303030304
[2021-07-23 21:27:52.40 #125 INFO] Rupture spinning factor = 3.278787878787879
[2021-07-23 21:27:52.41 #125 INFO] gzipping the input files
[2021-07-23 21:27:55.86 #125 INFO] Storing risk model
[2021-07-23 21:27:55.94 #125 INFO] minimum_intensity={'default': 0.1, 'SA(0.3)': 0.1, 'SA(0.6)': 0.05, 'SA(1.0)': 0.05, 'SA(2.0)': 0.05}
[2021-07-23 21:27:55.97 #125 INFO] Building ruptures
[2021-07-23 21:29:42.71 #125 INFO] Sending <SourceGroup Subduction IntraSlab30, 1 source(s)>
[2021-07-23 21:29:42.72 #125 INFO] Sending <SourceGroup Subduction IntraSlab55, 4 source(s)>
[2021-07-23 21:29:42.72 #125 INFO] Sending <SourceGroup Subduction Interface, 13 source(s)>
[2021-07-23 21:29:42.73 #125 INFO] Sending <SourceGroup Stable Shallow Crust, 29 source(s)>
[2021-07-23 21:29:42.73 #125 INFO] Sending <SourceGroup Stable Shallow Crust, 4 source(s)>
[2021-07-23 21:29:42.74 #125 INFO] Sending <SourceGroup Stable Shallow Crust, 6 source(s)>
[2021-07-23 21:29:42.74 #125 INFO] Sending <SourceGroup Stable Shallow Crust, 18 source(s)>
[2021-07-23 21:29:42.75 #125 INFO] Sending <SourceGroup Stable Shallow Crust, 10 source(s)>
