#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-08T04:31:01', checksum=2901892693, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
25,6.75882E-02,contents,Wood,1.32254E-09,4.00000E-02
50,1.78021E+03,contents,Wood,3.48345E-05,2.00000E-02
100,2.16251E+04,contents,Wood,4.23152E-04,1.00000E-02
250,2.62753E+05,contents,Wood,5.14147E-03,4.00000E-03
500,9.93474E+05,contents,Wood,1.94400E-02,2.00000E-03
1000,3.02836E+06,contents,Wood,5.92580E-02,1.00000E-03
2500,9.33753E+06,contents,Wood,1.82714E-01,4.00000E-04
50,3.71354E+04,nonstructural,Wood,1.25119E-04,2.00000E-02
100,2.86797E+05,nonstructural,Wood,9.66289E-04,1.00000E-02
250,1.74914E+06,nonstructural,Wood,5.89327E-03,4.00000E-03
500,5.28319E+06,nonstructural,Wood,1.78004E-02,2.00000E-03
1000,1.47566E+07,nonstructural,Wood,4.97187E-02,1.00000E-03
2500,4.17761E+07,nonstructural,Wood,1.40754E-01,4.00000E-04
100,1.86969E-04,occupants,Wood,9.77596E-08,1.00000E-02
250,6.22085E-03,occupants,Wood,3.25266E-06,4.00000E-03
500,3.28909E-02,occupants,Wood,1.71975E-05,2.00000E-03
1000,1.62392E-01,occupants,Wood,8.49090E-05,1.00000E-03
2500,5.51699E-01,occupants,Wood,2.88464E-04,4.00000E-04
25,9.09465E+04,structural,Wood,1.11581E-03,4.00000E-02
50,6.87777E+05,structural,Wood,8.43820E-03,2.00000E-02
100,1.46792E+06,structural,Wood,1.80096E-02,1.00000E-02
250,3.17483E+06,structural,Wood,3.89513E-02,4.00000E-03
500,6.67227E+06,structural,Wood,8.18607E-02,2.00000E-03
1000,1.57695E+07,structural,Wood,1.93473E-01,1.00000E-03
2500,3.28191E+07,structural,Wood,4.02651E-01,4.00000E-04
25,1.41776E-01,contents,RMasonry,1.07484E-08,4.00000E-02
50,1.70368E+02,contents,RMasonry,1.29160E-05,2.00000E-02
100,2.89374E+03,contents,RMasonry,2.19381E-04,1.00000E-02
250,3.56371E+04,contents,RMasonry,2.70173E-03,4.00000E-03
500,1.81139E+05,contents,RMasonry,1.37325E-02,2.00000E-03
1000,6.46654E+05,contents,RMasonry,4.90243E-02,1.00000E-03
2500,2.10671E+06,contents,RMasonry,1.59714E-01,4.00000E-04
25,1.41437E+00,nonstructural,RMasonry,5.05356E-08,4.00000E-02
50,1.50625E+03,nonstructural,RMasonry,5.38183E-05,2.00000E-02
100,1.14848E+04,nonstructural,RMasonry,4.10354E-04,1.00000E-02
250,7.90280E+04,nonstructural,RMasonry,2.82367E-03,4.00000E-03
500,2.93481E+05,nonstructural,RMasonry,1.04861E-02,2.00000E-03
1000,9.04149E+05,nonstructural,RMasonry,3.23053E-02,1.00000E-03
2500,2.88496E+06,nonstructural,RMasonry,1.03080E-01,4.00000E-04
100,4.77772E-05,occupants,RMasonry,1.03688E-07,1.00000E-02
250,2.43894E-03,occupants,RMasonry,5.29307E-06,4.00000E-03
500,1.76875E-02,occupants,RMasonry,3.83859E-05,2.00000E-03
1000,1.13025E-01,occupants,RMasonry,2.45290E-04,1.00000E-03
2500,5.25080E-01,occupants,RMasonry,1.13955E-03,4.00000E-04
50,1.32065E+02,structural,RMasonry,9.03897E-06,2.00000E-02
100,2.34992E+03,structural,RMasonry,1.60837E-04,1.00000E-02
250,2.80398E+04,structural,RMasonry,1.91914E-03,4.00000E-03
500,1.29295E+05,structural,RMasonry,8.84940E-03,2.00000E-03
1000,4.66317E+05,structural,RMasonry,3.19164E-02,1.00000E-03
2500,1.61564E+06,structural,RMasonry,1.10580E-01,4.00000E-04
25,1.35361E+00,contents,Steel,2.46488E-08,4.00000E-02
50,3.76995E+02,contents,Steel,6.86498E-06,2.00000E-02
100,5.09851E+03,contents,Steel,9.28427E-05,1.00000E-02
250,6.41831E+04,contents,Steel,1.16876E-03,4.00000E-03
500,2.88412E+05,contents,Steel,5.25192E-03,2.00000E-03
1000,1.07888E+06,contents,Steel,1.96462E-02,1.00000E-03
