[2021-07-15 16:12:11.50 #116 INFO] root running /mnt/storage/canada-srm2/ebRisk/SensitivityTesting/ebRisk_b0_SensTest_Vancouver_42.ini [--hc=None]
[2021-07-15 16:12:11.51 #116 INFO] Using engine version 3.11.3-git29ac352f7d
[2021-07-15 16:12:11.90 #116 WARNING] Using 96 cores on ip-10-70-136-127
[2021-07-15 16:12:11.92 #116 INFO] Validated nationalModel.xml in 0.01 seconds
[2021-07-15 16:12:11.99 #116 INFO] Checksum of the input files: 2950389488
[2021-07-15 16:12:12.00 #116 INFO] Reading the risk model if present
[2021-07-15 16:12:34.32 #116 INFO] Reading /mnt/storage/canada-srm2/ebRisk/SensitivityTesting/TESTEXPO_Vancouver.xml
[2021-07-15 16:12:34.35 #116 INFO] Extracting the hazard sites from the site model
[2021-07-15 16:12:36.19 #116 INFO] Associated 177 assets to 6 sites
[2021-07-15 16:12:36.78 #116 INFO] Reducing risk model from 7260 to 97 taxonomies
[2021-07-15 16:12:37.50 #116 INFO] minimum_asset_loss={'contents': 0, 'nonstructural': 0, 'occupants': 0, 'structural': 0}
[2021-07-15 16:12:37.50 #116 INFO] Storing 6 aggregation keys
[2021-07-15 16:12:37.58 #116 INFO] Considering 1_600 logic tree paths out of 24_576
[2021-07-15 16:12:37.61 #116 INFO] Reading the source model(s) in parallel
[2021-07-15 16:12:40.03 #116 INFO] read_source_model  16% [6 submitted, 0 queued]
[2021-07-15 16:12:40.09 #116 INFO] read_source_model  33% [6 submitted, 0 queued]
[2021-07-15 16:12:40.12 #116 INFO] read_source_model  50% [6 submitted, 0 queued]
[2021-07-15 16:12:40.14 #116 INFO] read_source_model  66% [6 submitted, 0 queued]
[2021-07-15 16:12:40.18 #116 INFO] read_source_model  83% [6 submitted, 0 queued]
[2021-07-15 16:12:40.21 #116 INFO] read_source_model 100% [6 submitted, 0 queued]
[2021-07-15 16:12:40.22 #116 INFO] Mean time per core=0s, std=0.0s, min=0s, max=0s
[2021-07-15 16:12:40.22 #116 INFO] Received {'/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_HYeast_Harctic_simplified_collapsedRates.xml': '138.71 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_H2east_Harctic_simplified_collapsedRates.xml': '133.09 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_HYeast_Rarctic_simplified_collapsedRates.xml': '132.34 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_H2east_Rarctic_simplified_collapsedRates.xml': '126.71 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_R2east_Harctic_simplified_collapsedRates.xml': '117.99 KB', '/mnt/storage/CanadaSHM6/OpenQuake_model_files/sources/nationalModel/xml/simplifiedModel/WCan_R2east_Rarctic_simplified_collapsedRates.xml': '111.84 KB'} in 0 seconds
[2021-07-15 16:12:40.53 #116 INFO] There are multiple different sources with the same ID [<AreaSource SCCYA;0>, <AreaSource SCCYA;1>]
[2021-07-15 16:12:40.54 #116 INFO] There are 13 groups and 196 sources with len(et_ids)=3.85
[2021-07-15 16:12:40.56 #116 INFO] Checking the sources bounding box
[2021-07-15 16:12:40.58 #116 ERROR] source ACM: The buffer of 600 km is too large, the bounding box is larger than half the globe: 219 degrees
[2021-07-15 16:12:40.69 #116 INFO] Rupture floating factor = 1.6303030303030304
[2021-07-15 16:12:40.70 #116 INFO] Rupture spinning factor = 3.278787878787879
[2021-07-15 16:12:40.70 #116 INFO] gzipping the input files
[2021-07-15 16:12:44.15 #116 INFO] Storing risk model
[2021-07-15 16:12:44.23 #116 INFO] minimum_intensity={'default': 0.1, 'SA(0.3)': 0.1, 'SA(0.6)': 0.05, 'SA(1.0)': 0.05, 'SA(2.0)': 0.05}
[2021-07-15 16:12:44.26 #116 INFO] Building ruptures
[2021-07-15 16:14:19.94 #116 INFO] Sending <SourceGroup Subduction IntraSlab30, 1 source(s)>
[2021-07-15 16:14:19.95 #116 INFO] Sending <SourceGroup Subduction IntraSlab55, 4 source(s)>
[2021-07-15 16:14:19.95 #116 INFO] Sending <SourceGroup Subduction Interface, 13 source(s)>
[2021-07-15 16:14:19.96 #116 INFO] Sending <SourceGroup Stable Shallow Crust, 29 source(s)>
[2021-07-15 16:14:19.96 #116 INFO] Sending <SourceGroup Stable Shallow Crust, 4 source(s)>
[2021-07-15 16:14:19.97 #116 INFO] Sending <SourceGroup Stable Shallow Crust, 6 source(s)>
[2021-07-15 16:14:19.97 #116 INFO] Sending <SourceGroup Stable Shallow Crust, 18 source(s)>
[2021-07-15 16:14:19.98 #116 INFO] Sending <SourceGroup Stable Shallow Crust, 10 source(s)>
[2021-07-15 16:14:19.98 #116 INFO] Sending <SourceGroup Stable Shallow Crust, 38 source(s)>
[2021-07-15 16:14:19.99 #116 INFO] Sending <SourceGroup Stable Shallow Crust, 14 source(s)>
[2021-07-15 16:14:19.99 #116 INFO] Sending <SourceGroup Active Shallow Crust, 1 source(s)>
[2021-07-15 16:14:20.00 #116 INFO] Sending <SourceGroup Active Shallow Crust, 57 source(s)>
[2021-07-15 16:14:20.00 #116 INFO] Sending <SourceGroup Active Shallow Crust, 1 source(s)>
[2021-07-15 16:14:22.04 #116 INFO] Sent 96 tasks, 60.31 MB in 0 seconds
[2021-07-15 16:14:22.93 #116 INFO] sample_ruptures   1% [98 submitted, 3 queued]
[2021-07-15 16:14:22.97 #116 INFO] sample_ruptures   2% [99 submitted, 2 queued]
[2021-07-15 16:14:23.03 #116 INFO] sample_ruptures   3% [100 submitted, 1 queued]
[2021-07-15 16:14:23.07 #116 INFO] sample_ruptures   4% [101 submitted, 0 queued]
[2021-07-15 16:14:23.11 #116 INFO] sample_ruptures   5% [101 submitted, 0 queued]
[2021-07-15 16:14:23.14 #116 INFO] sample_ruptures   6% [101 submitted, 0 queued]
[2021-07-15 16:14:23.16 #116 INFO] sample_ruptures   7% [101 submitted, 0 queued]
[2021-07-15 16:14:23.17 #116 INFO] sample_ruptures   8% [101 submitted, 0 queued]
[2021-07-15 16:14:23.20 #116 INFO] sample_ruptures   9% [101 submitted, 0 queued]
[2021-07-15 16:14:23.22 #116 INFO] sample_ruptures  10% [101 submitted, 0 queued]
[2021-07-15 16:14:23.73 #116 INFO] sample_ruptures  11% [101 submitted, 0 queued]
[2021-07-15 16:14:23.74 #116 INFO] sample_ruptures  12% [101 submitted, 0 queued]
[2021-07-15 16:14:23.76 #116 INFO] sample_ruptures  13% [101 submitted, 0 queued]
[2021-07-15 16:14:23.77 #116 INFO] sample_ruptures  14% [101 submitted, 0 queued]
[2021-07-15 16:14:23.79 #116 INFO] sample_ruptures  15% [101 submitted, 0 queued]
[2021-07-15 16:14:23.80 #116 INFO] sample_ruptures  16% [101 submitted, 0 queued]
[2021-07-15 16:14:23.82 #116 INFO] sample_ruptures  17% [101 submitted, 0 queued]
[2021-07-15 16:14:23.83 #116 INFO] sample_ruptures  18% [101 submitted, 0 queued]
[2021-07-15 16:14:23.85 #116 INFO] sample_ruptures  19% [101 submitted, 0 queued]
[2021-07-15 16:14:23.86 #116 INFO] sample_ruptures  20% [101 submitted, 0 queued]
[2021-07-15 16:14:23.87 #116 INFO] sample_ruptures  21% [101 submitted, 0 queued]
[2021-07-15 16:14:23.89 #116 INFO] sample_ruptures  22% [101 submitted, 0 queued]
[2021-07-15 16:14:23.90 #116 INFO] sample_ruptures  23% [101 submitted, 0 queued]
[2021-07-15 16:14:23.92 #116 INFO] sample_ruptures  24% [101 submitted, 0 queued]
[2021-07-15 16:14:23.93 #116 INFO] sample_ruptures  25% [101 submitted, 0 queued]
[2021-07-15 16:14:23.95 #116 INFO] sample_ruptures  26% [101 submitted, 0 queued]
[2021-07-15 16:14:23.96 #116 INFO] sample_ruptures  27% [101 submitted, 0 queued]
[2021-07-15 16:14:23.98 #116 INFO] sample_ruptures  28% [101 submitted, 0 queued]
[2021-07-15 16:14:23.99 #116 INFO] sample_ruptures  29% [101 submitted, 0 queued]
[2021-07-15 16:14:24.00 #116 INFO] sample_ruptures  30% [101 submitted, 0 queued]
[2021-07-15 16:14:24.02 #116 INFO] sample_ruptures  31% [101 submitted, 0 queued]
[2021-07-15 16:14:24.03 #116 INFO] sample_ruptures  32% [101 submitted, 0 queued]
[2021-07-15 16:14:24.05 #116 INFO] sample_ruptures  33% [101 submitted, 0 queued]
[2021-07-15 16:14:24.06 #116 INFO] sample_ruptures  34% [101 submitted, 0 queued]
[2021-07-15 16:14:24.08 #116 INFO] sample_ruptures  35% [101 submitted, 0 queued]
[2021-07-15 16:14:24.09 #116 INFO] sample_ruptures  36% [101 submitted, 0 queued]
[2021-07-15 16:14:24.11 #116 INFO] sample_ruptures  37% [101 submitted, 0 queued]
[2021-07-15 16:14:24.12 #116 INFO] sample_ruptures  38% [101 submitted, 0 queued]
[2021-07-15 16:14:24.13 #116 INFO] sample_ruptures  39% [101 submitted, 0 queued]
[2021-07-15 16:14:24.15 #116 INFO] sample_ruptures  40% [101 submitted, 0 queued]
[2021-07-15 16:14:24.16 #116 INFO] sample_ruptures  41% [101 submitted, 0 queued]
[2021-07-15 16:14:24.18 #116 INFO] sample_ruptures  42% [101 submitted, 0 queued]
[2021-07-15 16:14:24.56 #116 INFO] sample_ruptures  43% [101 submitted, 0 queued]
[2021-07-15 16:14:24.57 #116 INFO] sample_ruptures  44% [101 submitted, 0 queued]
[2021-07-15 16:14:24.59 #116 INFO] sample_ruptures  45% [101 submitted, 0 queued]
[2021-07-15 16:14:24.60 #116 INFO] sample_ruptures  46% [101 submitted, 0 queued]
[2021-07-15 16:14:24.62 #116 INFO] sample_ruptures  47% [101 submitted, 0 queued]
[2021-07-15 16:14:24.63 #116 INFO] sample_ruptures  48% [101 submitted, 0 queued]
[2021-07-15 16:14:24.65 #116 INFO] sample_ruptures  49% [101 submitted, 0 queued]
[2021-07-15 16:14:24.66 #116 INFO] sample_ruptures  50% [101 submitted, 0 queued]
[2021-07-15 16:14:24.68 #116 INFO] sample_ruptures  51% [101 submitted, 0 queued]
[2021-07-15 16:14:24.69 #116 INFO] sample_ruptures  52% [101 submitted, 0 queued]
[2021-07-15 16:14:24.71 #116 INFO] sample_ruptures  53% [101 submitted, 0 queued]
[2021-07-15 16:14:24.72 #116 INFO] sample_ruptures  54% [101 submitted, 0 queued]
[2021-07-15 16:14:24.74 #116 INFO] sample_ruptures  55% [101 submitted, 0 queued]
[2021-07-15 16:14:24.75 #116 INFO] sample_ruptures  56% [101 submitted, 0 queued]
[2021-07-15 16:14:24.77 #116 INFO] sample_ruptures  57% [101 submitted, 0 queued]
[2021-07-15 16:14:24.79 #116 INFO] sample_ruptures  58% [101 submitted, 0 queued]
[2021-07-15 16:14:24.80 #116 INFO] sample_ruptures  59% [101 submitted, 0 queued]
[2021-07-15 16:14:24.82 #116 INFO] sample_ruptures  60% [101 submitted, 0 queued]
[2021-07-15 16:14:24.83 #116 INFO] sample_ruptures  61% [101 submitted, 0 queued]
[2021-07-15 16:14:24.85 #116 INFO] sample_ruptures  62% [101 submitted, 0 queued]
[2021-07-15 16:14:24.86 #116 INFO] sample_ruptures  63% [101 submitted, 0 queued]
[2021-07-15 16:14:24.88 #116 INFO] sample_ruptures  64% [101 submitted, 0 queued]
[2021-07-15 16:14:24.89 #116 INFO] sample_ruptures  65% [101 submitted, 0 queued]
[2021-07-15 16:14:24.90 #116 INFO] sample_ruptures  66% [101 submitted, 0 queued]
[2021-07-15 16:14:24.92 #116 INFO] sample_ruptures  67% [101 submitted, 0 queued]
[2021-07-15 16:14:24.93 #116 INFO] sample_ruptures  68% [101 submitted, 0 queued]
[2021-07-15 16:14:24.95 #116 INFO] sample_ruptures  69% [101 submitted, 0 queued]
[2021-07-15 16:14:24.96 #116 INFO] sample_ruptures  70% [101 submitted, 0 queued]
[2021-07-15 16:14:24.98 #116 INFO] sample_ruptures  71% [101 submitted, 0 queued]
[2021-07-15 16:14:24.99 #116 INFO] sample_ruptures  72% [101 submitted, 0 queued]
[2021-07-15 16:14:25.01 #116 INFO] sample_ruptures  73% [101 submitted, 0 queued]
[2021-07-15 16:14:25.02 #116 INFO] sample_ruptures  74% [101 submitted, 0 queued]
[2021-07-15 16:14:25.03 #116 INFO] sample_ruptures  75% [101 submitted, 0 queued]
[2021-07-15 16:14:25.05 #116 INFO] sample_ruptures  76% [101 submitted, 0 queued]
[2021-07-15 16:14:25.10 #116 INFO] sample_ruptures  77% [101 submitted, 0 queued]
[2021-07-15 16:14:35.97 #116 INFO] sample_ruptures  78% [101 submitted, 0 queued]
[2021-07-15 16:15:04.37 #116 INFO] sample_ruptures  79% [101 submitted, 0 queued]
[2021-07-15 16:17:06.49 #116 INFO] sample_ruptures  80% [101 submitted, 0 queued]
[2021-07-15 16:17:22.20 #116 INFO] sample_ruptures  81% [101 submitted, 0 queued]
[2021-07-15 16:18:32.09 #116 INFO] sample_ruptures  82% [101 submitted, 0 queued]
[2021-07-15 16:19:42.46 #116 INFO] sample_ruptures  83% [101 submitted, 0 queued]
[2021-07-15 16:20:26.92 #116 INFO] sample_ruptures  84% [101 submitted, 0 queued]
[2021-07-15 16:20:34.35 #116 INFO] sample_ruptures  85% [101 submitted, 0 queued]
[2021-07-15 16:20:36.57 #116 INFO] sample_ruptures  86% [101 submitted, 0 queued]
[2021-07-15 16:20:39.66 #116 INFO] sample_ruptures  87% [101 submitted, 0 queued]
[2021-07-15 16:20:58.32 #116 INFO] sample_ruptures  88% [101 submitted, 0 queued]
[2021-07-15 16:21:09.78 #116 INFO] sample_ruptures  89% [101 submitted, 0 queued]
[2021-07-15 16:22:12.55 #116 INFO] sample_ruptures  90% [101 submitted, 0 queued]
[2021-07-15 16:24:07.56 #116 INFO] sample_ruptures  91% [101 submitted, 0 queued]
[2021-07-15 16:24:32.61 #116 INFO] sample_ruptures  92% [101 submitted, 0 queued]
[2021-07-15 16:29:50.11 #116 INFO] sample_ruptures  93% [101 submitted, 0 queued]
[2021-07-15 16:31:46.23 #116 INFO] sample_ruptures  94% [101 submitted, 0 queued]
[2021-07-15 16:38:39.80 #116 INFO] sample_ruptures  95% [101 submitted, 0 queued]
[2021-07-15 16:48:19.72 #116 INFO] sample_ruptures  96% [101 submitted, 0 queued]
