#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-07T22:08:24', checksum=1457544887, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
25,5.72784E+00,contents,Wood,1.12080E-07,4.00000E-02
50,3.05461E+02,contents,Wood,5.97716E-06,2.00000E-02
100,3.58078E+03,contents,Wood,7.00674E-05,1.00000E-02
250,4.15645E+04,contents,Wood,8.13321E-04,4.00000E-03
500,1.79267E+05,contents,Wood,3.50783E-03,2.00000E-03
1000,6.08754E+05,contents,Wood,1.19119E-02,1.00000E-03
2500,2.22898E+06,contents,Wood,4.36159E-02,4.00000E-04
25,1.27194E+02,nonstructural,Wood,4.28547E-07,4.00000E-02
50,5.70310E+03,nonstructural,Wood,1.92152E-05,2.00000E-02
100,4.54315E+04,nonstructural,Wood,1.53070E-04,1.00000E-02
250,3.30866E+05,nonstructural,Wood,1.11477E-03,4.00000E-03
500,1.12156E+06,nonstructural,Wood,3.77883E-03,2.00000E-03
1000,3.22719E+06,nonstructural,Wood,1.08732E-02,1.00000E-03
2500,1.05531E+07,nonstructural,Wood,3.55561E-02,4.00000E-04
50,2.38107E-07,occupants,Wood,1.24498E-10,2.00000E-02
100,3.07855E-05,occupants,Wood,1.60966E-08,1.00000E-02
250,9.12298E-04,occupants,Wood,4.77009E-07,4.00000E-03
500,5.34974E-03,occupants,Wood,2.79719E-06,2.00000E-03
1000,2.29197E-02,occupants,Wood,1.19839E-05,1.00000E-03
2500,9.93738E-02,occupants,Wood,5.19591E-05,4.00000E-04
25,7.55251E+03,structural,Wood,9.26603E-05,4.00000E-02
50,1.00247E+05,structural,Wood,1.22991E-03,2.00000E-02
100,3.71391E+05,structural,Wood,4.55653E-03,1.00000E-02
250,1.18039E+06,structural,Wood,1.44820E-02,4.00000E-03
500,2.22752E+06,structural,Wood,2.73290E-02,2.00000E-03
1000,4.21267E+06,structural,Wood,5.16845E-02,1.00000E-03
2500,9.67111E+06,structural,Wood,1.18653E-01,4.00000E-04
25,5.69227E-01,contents,RMasonry,4.31544E-08,4.00000E-02
50,3.24550E+01,contents,RMasonry,2.46049E-06,2.00000E-02
100,4.89095E+02,contents,RMasonry,3.70794E-05,1.00000E-02
250,7.16364E+03,contents,RMasonry,5.43092E-04,4.00000E-03
500,3.60779E+04,contents,RMasonry,2.73515E-03,2.00000E-03
1000,1.35416E+05,contents,RMasonry,1.02662E-02,1.00000E-03
2500,5.15867E+05,contents,RMasonry,3.91091E-02,4.00000E-04
25,5.09048E+00,nonstructural,RMasonry,1.81883E-07,4.00000E-02
50,2.17011E+02,nonstructural,RMasonry,7.75379E-06,2.00000E-02
100,1.96609E+03,nonstructural,RMasonry,7.02484E-05,1.00000E-02
250,1.72475E+04,nonstructural,RMasonry,6.16254E-04,4.00000E-03
500,6.55779E+04,nonstructural,RMasonry,2.34310E-03,2.00000E-03
1000,2.08177E+05,nonstructural,RMasonry,7.43815E-03,1.00000E-03
2500,7.21808E+05,nonstructural,RMasonry,2.57902E-02,4.00000E-04
50,5.49965E-08,occupants,RMasonry,1.19355E-10,2.00000E-02
100,1.12595E-05,occupants,RMasonry,2.44358E-08,1.00000E-02
250,4.96052E-04,occupants,RMasonry,1.07655E-06,4.00000E-03
500,3.75195E-03,occupants,RMasonry,8.14260E-06,2.00000E-03
1000,2.01532E-02,occupants,RMasonry,4.37372E-05,1.00000E-03
2500,1.06689E-01,occupants,RMasonry,2.31539E-04,4.00000E-04
25,2.81621E-01,structural,RMasonry,1.92751E-08,4.00000E-02
50,2.33265E+01,structural,RMasonry,1.59655E-06,2.00000E-02
100,3.84743E+02,structural,RMasonry,2.63332E-05,1.00000E-02
250,5.52355E+03,structural,RMasonry,3.78051E-04,4.00000E-03
500,2.64934E+04,structural,RMasonry,1.81330E-03,2.00000E-03
1000,9.77748E+04,structural,RMasonry,6.69205E-03,1.00000E-03
2500,3.82362E+05,structural,RMasonry,2.61702E-02,4.00000E-04
25,1.59348E+00,contents,Steel,2.90169E-08,4.00000E-02
50,7.46487E+01,contents,Steel,1.35933E-06,2.00000E-02
100,9.91435E+02,contents,Steel,1.80538E-05,1.00000E-02
250,1.28142E+04,contents,Steel,2.33344E-04,4.00000E-03
500,5.87549E+04,contents,Steel,1.06991E-03,2.00000E-03
1000,2.11504E+05,contents,Steel,3.85144E-03,1.00000E-03
2500,8.15267E+05,contents,Steel,1.48458E-02,4.00000E-04
25,4.48483E+01,nonstructural,Steel,4.16807E-07,4.00000E-02
50,1.28421E+03,nonstructural,Steel,1.19351E-05,2.00000E-02
100,9.80952E+03,nonstructural,Steel,9.11668E-05,1.00000E-02
250,7.15158E+04,nonstructural,Steel,6.64647E-04,4.00000E-03
500,2.27240E+05,nonstructural,Steel,2.11190E-03,2.00000E-03
1000,6.30746E+05,nonstructural,Steel,5.86197E-03,1.00000E-03
2500,2.01752E+06,nonstructural,Steel,1.87503E-02,4.00000E-04
25,2.17286E-08,occupants,Steel,1.43430E-11,4.00000E-02
50,1.16218E-05,occupants,Steel,7.67157E-09,2.00000E-02
100,2.85079E-04,occupants,Steel,1.88181E-07,1.00000E-02
250,4.29244E-03,occupants,Steel,2.83344E-06,4.00000E-03
500,1.97063E-02,occupants,Steel,1.30082E-05,2.00000E-03
1000,7.01867E-02,occupants,Steel,4.63303E-05,1.00000E-03
2500,2.66969E-01,occupants,Steel,1.76226E-04,4.00000E-04
25,8.04987E+00,structural,Steel,1.30350E-07,4.00000E-02
50,4.10977E+02,structural,Steel,6.65485E-06,2.00000E-02
100,4.67013E+03,structural,Steel,7.56223E-05,1.00000E-02
250,4.92873E+04,structural,Steel,7.98097E-04,4.00000E-03
500,1.99806E+05,structural,Steel,3.23540E-03,2.00000E-03
1000,6.56230E+05,structural,Steel,1.06262E-02,1.00000E-03
2500,2.36143E+06,structural,Steel,3.82380E-02,4.00000E-04
25,1.88487E+03,contents,URMasonry,2.65117E-05,4.00000E-02
50,3.53824E+04,contents,URMasonry,4.97672E-04,2.00000E-02
100,1.66595E+05,contents,URMasonry,2.34325E-03,1.00000E-02
250,6.67664E+05,contents,URMasonry,9.39105E-03,4.00000E-03
500,1.36330E+06,contents,URMasonry,1.91756E-02,2.00000E-03
1000,2.41586E+06,contents,URMasonry,3.39803E-02,1.00000E-03
2500,4.48662E+06,contents,URMasonry,6.31066E-02,4.00000E-04
25,2.17016E+03,nonstructural,URMasonry,1.42281E-05,4.00000E-02
50,4.24800E+04,nonstructural,URMasonry,2.78510E-04,2.00000E-02
100,2.37513E+05,nonstructural,URMasonry,1.55720E-03,1.00000E-02
250,1.25973E+06,nonstructural,URMasonry,8.25907E-03,4.00000E-03
500,3.36678E+06,nonstructural,URMasonry,2.20735E-02,2.00000E-03
1000,7.78404E+06,nonstructural,URMasonry,5.10341E-02,1.00000E-03
