#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-24T01:15:48', checksum=40328840, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
5,4.10604E-02,contents,Wood,7.31782E-10,2.00000E-01
10,2.19224E+01,contents,Wood,3.90702E-07,1.00000E-01
25,9.83187E+02,contents,Wood,1.75225E-05,4.00000E-02
50,9.57558E+03,contents,Wood,1.70657E-04,2.00000E-02
100,5.83767E+04,contents,Wood,1.04039E-03,1.00000E-02
250,3.33831E+05,contents,Wood,5.94957E-03,4.00000E-03
500,8.37585E+05,contents,Wood,1.49275E-02,2.00000E-03
1000,1.65663E+06,contents,Wood,2.95246E-02,1.00000E-03
2500,3.29278E+06,contents,Wood,5.86843E-02,4.00000E-04
5,7.77446E-01,nonstructural,Wood,2.67055E-09,2.00000E-01
10,2.87072E+02,nonstructural,Wood,9.86099E-07,1.00000E-01
25,1.16295E+04,nonstructural,Wood,3.99476E-05,4.00000E-02
50,8.48141E+04,nonstructural,Wood,2.91339E-04,2.00000E-02
100,3.78387E+05,nonstructural,Wood,1.29977E-03,1.00000E-02
250,1.49515E+06,nonstructural,Wood,5.13588E-03,4.00000E-03
500,3.13180E+06,nonstructural,Wood,1.07578E-02,2.00000E-03
1000,5.60976E+06,nonstructural,Wood,1.92697E-02,1.00000E-03
2500,1.07311E+07,nonstructural,Wood,3.68616E-02,4.00000E-04
25,1.79358E-07,occupants,Wood,1.15093E-10,4.00000E-02
50,1.48566E-05,occupants,Wood,9.53339E-09,2.00000E-02
100,1.99575E-04,occupants,Wood,1.28066E-07,1.00000E-02
250,2.06350E-03,occupants,Wood,1.32413E-06,4.00000E-03
500,7.35964E-03,occupants,Wood,4.72262E-06,2.00000E-03
1000,1.96682E-02,occupants,Wood,1.26209E-05,1.00000E-03
2500,5.21546E-02,occupants,Wood,3.34672E-05,4.00000E-04
5,8.03706E+03,structural,Wood,9.21083E-05,2.00000E-01
10,1.00993E+05,structural,Wood,1.15743E-03,1.00000E-01
25,6.09531E+05,structural,Wood,6.98549E-03,4.00000E-02
50,1.14414E+06,structural,Wood,1.31124E-02,2.00000E-02
100,1.65872E+06,structural,Wood,1.90096E-02,1.00000E-02
250,2.73328E+06,structural,Wood,3.13245E-02,4.00000E-03
500,4.49878E+06,structural,Wood,5.15580E-02,2.00000E-03
1000,7.31592E+06,structural,Wood,8.38437E-02,1.00000E-03
2500,1.26327E+07,structural,Wood,1.44777E-01,4.00000E-04
5,1.67116E+03,contents,URMasonry,3.33789E-05,2.00000E-01
10,2.75516E+04,contents,URMasonry,5.50300E-04,1.00000E-01
25,2.50291E+05,contents,URMasonry,4.99919E-03,4.00000E-02
50,6.29045E+05,contents,URMasonry,1.25642E-02,2.00000E-02
100,1.18658E+06,contents,URMasonry,2.37000E-02,1.00000E-02
250,2.18239E+06,contents,URMasonry,4.35899E-02,4.00000E-03
500,3.07496E+06,contents,URMasonry,6.14176E-02,2.00000E-03
1000,4.07486E+06,contents,URMasonry,8.13892E-02,1.00000E-03
2500,5.48082E+06,contents,URMasonry,1.09471E-01,4.00000E-04
5,1.86337E+03,nonstructural,URMasonry,1.67593E-05,2.00000E-01
10,3.30330E+04,nonstructural,URMasonry,2.97100E-04,1.00000E-01
25,3.61396E+05,nonstructural,URMasonry,3.25042E-03,4.00000E-02
50,1.18411E+06,nonstructural,URMasonry,1.06500E-02,2.00000E-02
100,3.00460E+06,nonstructural,URMasonry,2.70235E-02,1.00000E-02
250,7.62169E+06,nonstructural,URMasonry,6.85499E-02,4.00000E-03
500,1.28485E+07,nonstructural,URMasonry,1.15560E-01,2.00000E-03
1000,1.95171E+07,nonstructural,URMasonry,1.75537E-01,1.00000E-03
2500,2.97943E+07,nonstructural,URMasonry,2.67971E-01,4.00000E-04
25,5.20492E-05,occupants,URMasonry,3.09887E-08,4.00000E-02
50,1.55229E-03,occupants,URMasonry,9.24191E-07,2.00000E-02
100,1.68014E-02,occupants,URMasonry,1.00031E-05,1.00000E-02
250,1.44399E-01,occupants,URMasonry,8.59714E-05,4.00000E-03
500,4.28254E-01,occupants,URMasonry,2.54971E-04,2.00000E-03
1000,9.36340E-01,occupants,URMasonry,5.57471E-04,1.00000E-03
2500,2.03561E+00,occupants,URMasonry,1.21195E-03,4.00000E-04
5,4.61276E+01,structural,URMasonry,8.25357E-07,2.00000E-01
10,2.17229E+03,structural,URMasonry,3.88686E-05,1.00000E-01
25,5.29210E+04,structural,URMasonry,9.46909E-04,4.00000E-02
50,2.85932E+05,structural,URMasonry,5.11615E-03,2.00000E-02
100,1.00731E+06,structural,URMasonry,1.80236E-02,1.00000E-02
250,3.25761E+06,structural,URMasonry,5.82882E-02,4.00000E-03
500,6.08623E+06,structural,URMasonry,1.08900E-01,2.00000E-03
1000,9.93168E+06,structural,URMasonry,1.77707E-01,1.00000E-03
2500,1.60781E+07,structural,URMasonry,2.87684E-01,4.00000E-04
5,1.09718E+00,contents,Concrete,1.20686E-08,2.00000E-01
10,5.04625E+01,contents,Concrete,5.55070E-07,1.00000E-01
25,1.63938E+03,contents,Concrete,1.80327E-05,4.00000E-02
