#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-09T17:24:03', checksum=2943508206, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
25,2.48100E+00,contents,Wood,4.85474E-08,4.00000E-02
50,2.74114E+02,contents,Wood,5.36377E-06,2.00000E-02
100,3.41456E+03,contents,Wood,6.68150E-05,1.00000E-02
250,4.03545E+04,contents,Wood,7.89643E-04,4.00000E-03
500,1.72579E+05,contents,Wood,3.37697E-03,2.00000E-03
1000,5.77973E+05,contents,Wood,1.13096E-02,1.00000E-03
2500,2.08616E+06,contents,Wood,4.08212E-02,4.00000E-04
25,6.10343E+01,nonstructural,Wood,2.05640E-07,4.00000E-02
50,5.26501E+03,nonstructural,Wood,1.77391E-05,2.00000E-02
100,4.33809E+04,nonstructural,Wood,1.46161E-04,1.00000E-02
250,3.20564E+05,nonstructural,Wood,1.08006E-03,4.00000E-03
500,1.07635E+06,nonstructural,Wood,3.62649E-03,2.00000E-03
1000,3.08133E+06,nonstructural,Wood,1.03818E-02,1.00000E-03
2500,9.92094E+06,nonstructural,Wood,3.34261E-02,4.00000E-04
100,8.95188E-06,occupants,Wood,4.68062E-09,1.00000E-02
250,4.71615E-04,occupants,Wood,2.46591E-07,4.00000E-03
500,3.61387E-03,occupants,Wood,1.88957E-06,2.00000E-03
1000,1.74163E-02,occupants,Wood,9.10636E-06,1.00000E-03
2500,8.38780E-02,occupants,Wood,4.38569E-05,4.00000E-04
25,6.96845E+03,structural,Wood,8.54945E-05,4.00000E-02
50,9.12293E+04,structural,Wood,1.11927E-03,2.00000E-02
100,3.55902E+05,structural,Wood,4.36649E-03,1.00000E-02
250,1.11349E+06,structural,Wood,1.36612E-02,4.00000E-03
500,2.08257E+06,structural,Wood,2.55506E-02,2.00000E-03
1000,3.92457E+06,structural,Wood,4.81498E-02,1.00000E-03
2500,9.14675E+06,structural,Wood,1.12220E-01,4.00000E-04
25,1.97482E-01,contents,RMasonry,1.49716E-08,4.00000E-02
50,2.25132E+01,contents,RMasonry,1.70677E-06,2.00000E-02
100,3.67118E+02,contents,RMasonry,2.78321E-05,1.00000E-02
250,6.12226E+03,contents,RMasonry,4.64143E-04,4.00000E-03
500,3.21301E+04,contents,RMasonry,2.43585E-03,2.00000E-03
1000,1.21353E+05,contents,RMasonry,9.20005E-03,1.00000E-03
2500,4.67842E+05,contents,RMasonry,3.54682E-02,4.00000E-04
25,2.10990E+00,nonstructural,RMasonry,7.53867E-08,4.00000E-02
50,1.71249E+02,nonstructural,RMasonry,6.11872E-06,2.00000E-02
100,1.68867E+03,nonstructural,RMasonry,6.03360E-05,1.00000E-02
250,1.55679E+04,nonstructural,RMasonry,5.56240E-04,4.00000E-03
500,6.01211E+04,nonstructural,RMasonry,2.14813E-03,2.00000E-03
1000,1.89651E+05,nonstructural,RMasonry,6.77622E-03,1.00000E-03
2500,6.56360E+05,nonstructural,RMasonry,2.34517E-02,4.00000E-04
100,3.73834E-06,occupants,RMasonry,8.11308E-09,1.00000E-02
250,3.00114E-04,occupants,RMasonry,6.51318E-07,4.00000E-03
500,2.91069E-03,occupants,RMasonry,6.31688E-06,2.00000E-03
1000,1.65391E-02,occupants,RMasonry,3.58937E-05,1.00000E-03
2500,9.15831E-02,occupants,RMasonry,1.98757E-04,4.00000E-04
25,5.90177E-02,structural,RMasonry,4.03938E-09,4.00000E-02
50,1.53588E+01,structural,RMasonry,1.05121E-06,2.00000E-02
100,2.92997E+02,structural,RMasonry,2.00538E-05,1.00000E-02
250,4.74685E+03,structural,RMasonry,3.24891E-04,4.00000E-03
500,2.36808E+04,structural,RMasonry,1.62080E-03,2.00000E-03
1000,8.75257E+04,structural,RMasonry,5.99057E-03,1.00000E-03
2500,3.42846E+05,structural,RMasonry,2.34656E-02,4.00000E-04
25,8.76378E-01,contents,Steel,1.59586E-08,4.00000E-02
50,5.88761E+01,contents,Steel,1.07212E-06,2.00000E-02
100,8.28207E+02,contents,Steel,1.50814E-05,1.00000E-02
250,1.15017E+04,contents,Steel,2.09443E-04,4.00000E-03
500,5.37645E+04,contents,Steel,9.79038E-04,2.00000E-03
1000,1.92805E+05,contents,Steel,3.51094E-03,1.00000E-03
2500,7.48687E+05,contents,Steel,1.36334E-02,4.00000E-04
25,2.88532E+01,nonstructural,Steel,2.68153E-07,4.00000E-02
50,1.16494E+03,nonstructural,Steel,1.08266E-05,2.00000E-02
100,9.20536E+03,nonstructural,Steel,8.55519E-05,1.00000E-02
250,6.75507E+04,nonstructural,Steel,6.27797E-04,4.00000E-03
500,2.16444E+05,nonstructural,Steel,2.01157E-03,2.00000E-03
1000,5.91332E+05,nonstructural,Steel,5.49566E-03,1.00000E-03
2500,1.87820E+06,nonstructural,Steel,1.74555E-02,4.00000E-04
50,5.29099E-06,occupants,Steel,3.49259E-09,2.00000E-02
100,1.68350E-04,occupants,Steel,1.11128E-07,1.00000E-02
250,3.27332E-03,occupants,Steel,2.16072E-06,4.00000E-03
500,1.67742E-02,occupants,Steel,1.10726E-05,2.00000E-03
1000,6.24376E-02,occupants,Steel,4.12151E-05,1.00000E-03
2500,2.45818E-01,occupants,Steel,1.62265E-04,4.00000E-04
25,4.03593E+00,structural,Steel,6.53529E-08,4.00000E-02
50,3.60102E+02,structural,Steel,5.83104E-06,2.00000E-02
100,4.34365E+03,structural,Steel,7.03356E-05,1.00000E-02
250,4.64810E+04,structural,Steel,7.52655E-04,4.00000E-03
500,1.86300E+05,structural,Steel,3.01671E-03,2.00000E-03
1000,5.99003E+05,structural,Steel,9.69950E-03,1.00000E-03
2500,2.18952E+06,structural,Steel,3.54543E-02,4.00000E-04
25,1.60541E+03,contents,URMasonry,2.25809E-05,4.00000E-02
50,3.07112E+04,contents,URMasonry,4.31969E-04,2.00000E-02
100,1.55511E+05,contents,URMasonry,2.18734E-03,1.00000E-02
250,6.40429E+05,contents,URMasonry,9.00796E-03,4.00000E-03
500,1.31877E+06,contents,URMasonry,1.85492E-02,2.00000E-03
1000,2.33900E+06,contents,URMasonry,3.28992E-02,1.00000E-03
2500,4.34960E+06,contents,URMasonry,6.11794E-02,4.00000E-04
25,1.69859E+03,nonstructural,URMasonry,1.11364E-05,4.00000E-02
50,3.50836E+04,nonstructural,URMasonry,2.30017E-04,2.00000E-02
100,2.08913E+05,nonstructural,URMasonry,1.36969E-03,1.00000E-02
250,1.15157E+06,nonstructural,URMasonry,7.54997E-03,4.00000E-03
500,3.13466E+06,nonstructural,URMasonry,2.05516E-02,2.00000E-03
1000,7.31067E+06,nonstructural,URMasonry,4.79306E-02,1.00000E-03
2500,1.81390E+07,nonstructural,URMasonry,1.18924E-01,4.00000E-04
100,6.39526E-05,occupants,URMasonry,2.20094E-08,1.00000E-02
250,5.25106E-03,occupants,URMasonry,1.80716E-06,4.00000E-03
500,4.93885E-02,occupants,URMasonry,1.69972E-05,2.00000E-03
1000,2.68369E-01,occupants,URMasonry,9.23599E-05,1.00000E-03
2500,1.44007E+00,occupants,URMasonry,4.95603E-04,4.00000E-04
25,3.43433E+01,structural,URMasonry,4.28546E-07,4.00000E-02
50,2.38272E+03,structural,URMasonry,2.97323E-05,2.00000E-02
100,2.83194E+04,structural,URMasonry,3.53378E-04,1.00000E-02
250,2.88658E+05,structural,URMasonry,3.60196E-03,4.00000E-03
500,1.08538E+06,structural,URMasonry,1.35437E-02,2.00000E-03
1000,3.12239E+06,structural,URMasonry,3.89621E-02,1.00000E-03
2500,9.10355E+06,structural,URMasonry,1.13597E-01,4.00000E-04
25,3.97965E+00,contents,Concrete,3.01646E-08,4.00000E-02
