id,lon,lat,taxonomy,number,structural,nonstructural,contents,retrofitting,day,night,transit,LandUse,GenOcc,OccClass,GenType,BldgType,BldEpoch,SSC_Zone,EqDesLev,SauidID,sauid,dauid,adauid,fsauid,csduid,csdname,cduid,cdname,SAC,eruid,ername,pruid,prname
145671-COM1-W3-MC,-123.1270855,49.27980069,COM1-W3-MC,1,624466.67,1018866.67,562020,134933.14,42.23,0.18,22.33,RES-HD,Commercial,COM1,Wood,W3,1973-1989,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145672-COM3-C3L-LC,-123.1270855,49.27980069,COM3-C3L-LC,1,221920,362080,199728,178126.57,5.32,0.08,3.12,RES-HD,Commercial,COM3,Concrete,C3L,1973-1989,SSC-4,LC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145673-COM3-W3-MC,-123.1270855,49.27980069,COM3-W3-MC,1,221920,362080,199728,57941.88,5.32,0.08,3.12,RES-HD,Commercial,COM3,Wood,W3,1973-1989,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145674-RES4-C2M-MC,-123.1270855,49.27980069,RES4-C2M-MC,1,1796812.88,8185480.88,718725.15,573624.59,20.23,109.09,63.87,RES-HD,Residential-HD,RES4,Concrete,C2M,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145675-RES3E-C2H-HC,-123.1270855,49.27980069,RES3E-C2H-HC,1,1447191,6592759,578876.4,451787.9,9.52,51.34,30.06,RES-HD,Residential-HD,RES3E,Concrete,C2H,2005-2016,SSC-4,HC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145676-RES3A-W4-MC,-123.1270855,49.27980069,RES3A-W4-MC,1,146187,665963,58474.8,69689,0.67,3.61,2.11,RES-HD,Residential-MD,RES3A,Wood,W4,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145677-COM1-RM1L-MC,-123.1270855,49.27980069,COM1-RM1L-MC,1,624466.67,1018866.67,562020,134933.14,42.23,0.18,22.33,RES-HD,Commercial,COM1,RMasonry,RM1L,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145678-COM1-S1L-MC,-123.1270855,49.27980069,COM1-S1L-MC,1,624466.67,1018866.67,562020,134933.14,42.23,0.18,22.33,RES-HD,Commercial,COM1,Steel,S1L,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145679-COM3-C2L-MC,-123.1270855,49.27980069,COM3-C2L-MC,2,443840,724160,399456,115883.75,10.64,0.15,6.25,RES-HD,Commercial,COM3,Concrete,C2L,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145680-COM3-RM1L-MC,-123.1270855,49.27980069,COM3-RM1L-MC,1,221920,362080,199728,57941.88,5.32,0.08,3.12,RES-HD,Commercial,COM3,RMasonry,RM1L,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145681-RES3E-C2L-MC,-123.1270855,49.27980069,RES3E-C2L-MC,1,1447191,6592759,578876.4,451787.9,9.52,51.34,30.06,RES-HD,Residential-HD,RES3E,Concrete,C2L,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145682-COM1-URML-PC,-123.1270855,49.27980069,COM1-URML-PC,1,624466.67,1018866.67,562020,514186.42,42.23,0.18,22.33,RES-HD,Commercial,COM1,URMasonry,URML,Pre-1973,SSC-4,PC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145683-COM3-W3-MC,-123.1270855,49.27980069,COM3-W3-MC,2,443840,724160,399456,115883.75,10.64,0.15,6.25,RES-HD,Commercial,COM3,Wood,W3,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
145684-RES4-W3-MC,-123.1270855,49.27980069,RES4-W3-MC,1,1796812.88,8185480.88,718725.15,573624.59,20.23,109.09,63.87,RES-HD,Residential-HD,RES4,Wood,W3,1990-2004,SSC-4,MC,59010778,59010778,59153849,59150312,V6Z,5915022,Vancouver,5915,Greater Vancouver,1,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,59,British Columbia / Colombie-Britannique
