#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-08T10:57:45', checksum=1457544887, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
50,1.33093E+03,contents,Wood,2.60432E-05,2.00000E-02
100,1.71784E+04,contents,Wood,3.36141E-04,1.00000E-02
250,2.38598E+05,contents,Wood,4.66880E-03,4.00000E-03
500,1.03710E+06,contents,Wood,2.02937E-02,2.00000E-03
1000,3.21012E+06,contents,Wood,6.28147E-02,1.00000E-03
2500,9.56331E+06,contents,Wood,1.87132E-01,4.00000E-04
50,2.79417E+04,nonstructural,Wood,9.41427E-05,2.00000E-02
100,2.41699E+05,nonstructural,Wood,8.14343E-04,1.00000E-02
250,1.66561E+06,nonstructural,Wood,5.61184E-03,4.00000E-03
500,5.47975E+06,nonstructural,Wood,1.84626E-02,2.00000E-03
1000,1.48871E+07,nonstructural,Wood,5.01585E-02,1.00000E-03
2500,4.27233E+07,nonstructural,Wood,1.43945E-01,4.00000E-04
100,2.53824E-06,occupants,Wood,1.32716E-09,1.00000E-02
250,3.52345E-03,occupants,Wood,1.84229E-06,4.00000E-03
500,2.95430E-02,occupants,Wood,1.54470E-05,2.00000E-03
1000,1.35221E-01,occupants,Wood,7.07022E-05,1.00000E-03
2500,5.35881E-01,occupants,Wood,2.80193E-04,4.00000E-04
50,5.84283E+05,structural,Wood,7.16846E-03,2.00000E-02
100,1.32884E+06,structural,Wood,1.63032E-02,1.00000E-02
250,2.87899E+06,structural,Wood,3.53218E-02,4.00000E-03
500,6.66611E+06,structural,Wood,8.17852E-02,2.00000E-03
1000,1.49336E+07,structural,Wood,1.83217E-01,1.00000E-03
2500,3.27993E+07,structural,Wood,4.02408E-01,4.00000E-04
50,1.06600E+02,contents,RMasonry,8.08158E-06,2.00000E-02
100,2.02182E+03,contents,RMasonry,1.53279E-04,1.00000E-02
250,3.98811E+04,contents,RMasonry,3.02348E-03,4.00000E-03
500,2.12213E+05,contents,RMasonry,1.60883E-02,2.00000E-03
1000,7.29602E+05,contents,RMasonry,5.53128E-02,1.00000E-03
2500,2.31178E+06,contents,RMasonry,1.75262E-01,4.00000E-04
50,1.06557E+03,nonstructural,RMasonry,3.80727E-05,2.00000E-02
100,9.90846E+03,nonstructural,RMasonry,3.54029E-04,1.00000E-02
250,8.72045E+04,nonstructural,RMasonry,3.11582E-03,4.00000E-03
500,3.35759E+05,nonstructural,RMasonry,1.19967E-02,2.00000E-03
1000,9.84643E+05,nonstructural,RMasonry,3.51813E-02,1.00000E-03
2500,3.08282E+06,nonstructural,RMasonry,1.10149E-01,4.00000E-04
100,5.99312E-06,occupants,RMasonry,1.30065E-08,1.00000E-02
250,1.92415E-03,occupants,RMasonry,4.17585E-06,4.00000E-03
500,2.24834E-02,occupants,RMasonry,4.87942E-05,2.00000E-03
1000,1.23895E-01,occupants,RMasonry,2.68881E-04,1.00000E-03
2500,5.84064E-01,occupants,RMasonry,1.26756E-03,4.00000E-04
