#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-08T20:27:18', checksum=2945867503, risk_investigation_time=1.0, kind='agg_curves-quantile-0.05'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
250,1.16090E+00,contents,Wood,2.27162E-08,4.00000E-03
500,1.57827E+03,contents,Wood,3.08830E-05,2.00000E-03
1000,8.35465E+03,contents,Wood,1.63481E-04,1.00000E-03
2500,6.57015E+04,contents,Wood,1.28563E-03,4.00000E-04
250,2.05593E+01,nonstructural,Wood,6.92693E-08,4.00000E-03
500,3.30886E+04,nonstructural,Wood,1.11484E-04,2.00000E-03
1000,1.44893E+05,nonstructural,Wood,4.88182E-04,1.00000E-03
2500,6.09706E+05,nonstructural,Wood,2.05425E-03,4.00000E-04
2500,4.98777E-04,occupants,Wood,2.60793E-07,4.00000E-04
250,1.83420E+05,structural,Wood,2.25035E-03,4.00000E-03
500,6.89274E+05,structural,Wood,8.45656E-03,2.00000E-03
1000,1.23432E+06,structural,Wood,1.51436E-02,1.00000E-03
2500,1.89979E+06,structural,Wood,2.33081E-02,4.00000E-04
250,3.56231E+00,contents,RMasonry,2.70067E-07,4.00000E-03
500,1.63059E+02,contents,RMasonry,1.23619E-05,2.00000E-03
1000,1.53688E+03,contents,RMasonry,1.16514E-04,1.00000E-03
2500,1.26072E+04,contents,RMasonry,9.55783E-04,4.00000E-04
250,3.19832E+01,nonstructural,RMasonry,1.14276E-06,4.00000E-03
500,1.91500E+03,nonstructural,RMasonry,6.84229E-05,2.00000E-03
1000,8.30347E+03,nonstructural,RMasonry,2.96683E-04,1.00000E-03
2500,3.77476E+04,nonstructural,RMasonry,1.34872E-03,4.00000E-04
2500,2.31275E-04,occupants,RMasonry,5.01921E-07,4.00000E-04
250,1.73375E-01,structural,RMasonry,1.18664E-08,4.00000E-03
500,1.38000E+02,structural,RMasonry,9.44519E-06,2.00000E-03
1000,1.16926E+03,structural,RMasonry,8.00283E-05,1.00000E-03
2500,1.02670E+04,structural,RMasonry,7.02709E-04,4.00000E-04
250,7.43752E+00,contents,Steel,1.35435E-07,4.00000E-03
500,3.65150E+02,contents,Steel,6.64930E-06,2.00000E-03
1000,2.48401E+03,contents,Steel,4.52333E-05,1.00000E-03
2500,1.84775E+04,contents,Steel,3.36471E-04,4.00000E-04
250,3.00523E+02,nonstructural,Steel,2.79297E-06,4.00000E-03
500,7.82927E+03,nonstructural,Steel,7.27630E-05,2.00000E-03
1000,2.99985E+04,nonstructural,Steel,2.78797E-04,1.00000E-03
2500,1.20719E+05,nonstructural,Steel,1.12193E-03,4.00000E-04
500,2.69100E-05,occupants,Steel,1.77633E-08,2.00000E-03
1000,3.99630E-04,occupants,Steel,2.63796E-07,1.00000E-03
2500,4.64568E-03,occupants,Steel,3.06662E-06,4.00000E-04
250,2.83851E+01,structural,Steel,4.59633E-07,4.00000E-03
500,2.06314E+03,structural,Steel,3.34079E-05,2.00000E-03
1000,1.16992E+04,structural,Steel,1.89441E-04,1.00000E-03
2500,7.07411E+04,structural,Steel,1.14549E-03,4.00000E-04
250,4.34354E+04,contents,URMasonry,6.10942E-04,4.00000E-03
500,3.08916E+05,contents,URMasonry,4.34507E-03,2.00000E-03
1000,6.71292E+05,contents,URMasonry,9.44207E-03,1.00000E-03
2500,1.41100E+06,contents,URMasonry,1.98464E-02,4.00000E-04
250,4.53482E+04,nonstructural,URMasonry,2.97314E-04,4.00000E-03
500,3.39895E+05,nonstructural,URMasonry,2.22844E-03,2.00000E-03
1000,9.10913E+05,nonstructural,URMasonry,5.97217E-03,1.00000E-03
2500,2.72132E+06,nonstructural,URMasonry,1.78417E-02,4.00000E-04
2500,2.05127E-03,occupants,URMasonry,7.05950E-07,4.00000E-04
250,8.97225E+02,structural,URMasonry,1.11958E-05,4.00000E-03
500,2.31382E+04,structural,URMasonry,2.88726E-04,2.00000E-03
1000,1.26586E+05,structural,URMasonry,1.57957E-03,1.00000E-03
2500,7.18568E+05,structural,URMasonry,8.96652E-03,4.00000E-04
250,8.21619E+01,contents,Concrete,6.22764E-07,4.00000E-03
500,1.31215E+03,contents,Concrete,9.94573E-06,2.00000E-03
1000,8.16979E+03,contents,Concrete,6.19247E-05,1.00000E-03
2500,6.76197E+04,contents,Concrete,5.12538E-04,4.00000E-04
250,1.78823E+03,nonstructural,Concrete,5.52640E-06,4.00000E-03
500,1.93878E+04,nonstructural,Concrete,5.99167E-05,2.00000E-03
1000,7.37187E+04,nonstructural,Concrete,2.27823E-04,1.00000E-03
2500,3.11852E+05,nonstructural,Concrete,9.63758E-04,4.00000E-04
500,9.08269E-06,occupants,Concrete,3.08677E-09,2.00000E-03
1000,3.82147E-04,occupants,Concrete,1.29873E-07,1.00000E-03
2500,8.06336E-03,occupants,Concrete,2.74035E-06,4.00000E-04
250,3.13420E+02,structural,Concrete,2.03219E-06,4.00000E-03
500,5.40565E+03,structural,Concrete,3.50498E-05,2.00000E-03
1000,3.21962E+04,structural,Concrete,2.08757E-04,1.00000E-03
2500,1.98782E+05,structural,Concrete,1.28889E-03,4.00000E-04
500,4.24369E+01,contents,Precast,6.98563E-06,2.00000E-03
1000,3.37394E+02,contents,Precast,5.55391E-05,1.00000E-03
2500,3.22611E+03,contents,Precast,5.31056E-04,4.00000E-04
500,8.35424E+02,nonstructural,Precast,7.58583E-05,2.00000E-03
1000,4.67441E+03,nonstructural,Precast,4.24446E-04,1.00000E-03
2500,2.03933E+04,nonstructural,Precast,1.85175E-03,4.00000E-04
2500,7.87691E-05,occupants,Precast,3.71763E-07,4.00000E-04
500,1.00981E+02,structural,Precast,1.49605E-05,2.00000E-03
1000,1.45029E+03,structural,Precast,2.14862E-04,1.00000E-03
2500,1.17572E+04,structural,Precast,1.74184E-03,4.00000E-04
250,4.38739E+04,contents,*total*,1.33634E-04,4.00000E-03
500,3.16067E+05,contents,*total*,9.62702E-04,2.00000E-03
1000,7.03048E+05,contents,*total*,2.14140E-03,1.00000E-03
2500,1.61461E+06,contents,*total*,4.91791E-03,4.00000E-04
250,5.96527E+04,nonstructural,*total*,6.48746E-05,4.00000E-03
