#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-12T17:55:29', checksum=1502568123, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
5,1.47435E+00,contents,Wood,2.62760E-08,2.00000E-01
10,5.95581E+02,contents,Wood,1.06145E-05,1.00000E-01
25,1.56766E+04,contents,Wood,2.79390E-04,4.00000E-02
50,1.46882E+05,contents,Wood,2.61774E-03,2.00000E-02
100,5.38521E+05,contents,Wood,9.59757E-03,1.00000E-02
250,1.38729E+06,contents,Wood,2.47244E-02,4.00000E-03
500,2.55771E+06,contents,Wood,4.55837E-02,2.00000E-03
1000,4.19332E+06,contents,Wood,7.47337E-02,1.00000E-03
2500,7.20704E+06,contents,Wood,1.28445E-01,4.00000E-04
5,3.19769E+01,nonstructural,Wood,1.09842E-07,2.00000E-01
10,7.52445E+03,nonstructural,Wood,2.58467E-05,1.00000E-01
25,1.53630E+05,nonstructural,Wood,5.27724E-04,4.00000E-02
50,8.60676E+05,nonstructural,Wood,2.95644E-03,2.00000E-02
100,2.21016E+06,nonstructural,Wood,7.59196E-03,1.00000E-02
250,4.87189E+06,nonstructural,Wood,1.67351E-02,4.00000E-03
500,8.15866E+06,nonstructural,Wood,2.80252E-02,2.00000E-03
1000,1.34967E+07,nonstructural,Wood,4.63614E-02,1.00000E-03
2500,2.26246E+07,nonstructural,Wood,7.77161E-02,4.00000E-04
25,3.52177E-05,occupants,Wood,2.25989E-08,4.00000E-02
50,6.60635E-04,occupants,Wood,4.23924E-07,2.00000E-02
100,2.99305E-03,occupants,Wood,1.92062E-06,1.00000E-02
250,1.72908E-02,occupants,Wood,1.10953E-05,4.00000E-03
500,4.37605E-02,occupants,Wood,2.80808E-05,2.00000E-03
1000,9.01437E-02,occupants,Wood,5.78445E-05,1.00000E-03
2500,1.72296E-01,occupants,Wood,1.10561E-04,4.00000E-04
5,2.22501E+05,structural,Wood,2.54995E-03,2.00000E-01
10,7.25678E+05,structural,Wood,8.31658E-03,1.00000E-01
25,1.44974E+06,structural,Wood,1.66147E-02,4.00000E-02
50,2.15173E+06,structural,Wood,2.46598E-02,2.00000E-02
100,3.33970E+06,structural,Wood,3.82744E-02,1.00000E-02
250,7.22589E+06,structural,Wood,8.28118E-02,4.00000E-03
500,1.20714E+07,structural,Wood,1.38343E-01,2.00000E-03
1000,1.73654E+07,structural,Wood,1.99015E-01,1.00000E-03
2500,2.51150E+07,structural,Wood,2.87829E-01,4.00000E-04
5,5.11332E+04,contents,URMasonry,1.02131E-03,2.00000E-01
10,3.22387E+05,contents,URMasonry,6.43919E-03,1.00000E-01
25,9.76336E+05,contents,URMasonry,1.95008E-02,4.00000E-02
50,1.74620E+06,contents,URMasonry,3.48777E-02,2.00000E-02
100,2.67976E+06,contents,URMasonry,5.35241E-02,1.00000E-02
250,4.10084E+06,contents,URMasonry,8.19081E-02,4.00000E-03
500,5.21681E+06,contents,URMasonry,1.04198E-01,2.00000E-03
1000,6.43564E+06,contents,URMasonry,1.28542E-01,1.00000E-03
2500,8.02262E+06,contents,URMasonry,1.60240E-01,4.00000E-04
5,6.34300E+04,nonstructural,URMasonry,5.70493E-04,2.00000E-01
10,4.51668E+05,nonstructural,URMasonry,4.06232E-03,1.00000E-01
25,2.28000E+06,nonstructural,URMasonry,2.05064E-02,4.00000E-02
50,5.70664E+06,nonstructural,URMasonry,5.13258E-02,2.00000E-02
100,1.01529E+07,nonstructural,URMasonry,9.13154E-02,1.00000E-02
250,1.99060E+07,nonstructural,URMasonry,1.79036E-01,4.00000E-03
500,2.76604E+07,nonstructural,URMasonry,2.48779E-01,2.00000E-03
1000,3.71096E+07,nonstructural,URMasonry,3.33766E-01,1.00000E-03
2500,4.91439E+07,nonstructural,URMasonry,4.42003E-01,4.00000E-04
25,3.15192E-03,occupants,URMasonry,1.87657E-06,4.00000E-02
50,5.17513E-02,occupants,URMasonry,3.08113E-05,2.00000E-02
100,2.50173E-01,occupants,URMasonry,1.48946E-04,1.00000E-02
