#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-08T04:42:01', checksum=87449228, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
25,5.95712E+01,contents,Wood,1.16567E-06,4.00000E-02
50,6.44057E+02,contents,Wood,1.26027E-05,2.00000E-02
100,4.37839E+03,contents,Wood,8.56750E-05,1.00000E-02
250,3.90875E+04,contents,Wood,7.64851E-04,4.00000E-03
500,1.71428E+05,contents,Wood,3.35444E-03,2.00000E-03
1000,5.60148E+05,contents,Wood,1.09608E-02,1.00000E-03
2500,2.10224E+06,contents,Wood,4.11360E-02,4.00000E-04
25,1.23520E+03,nonstructural,Wood,4.16169E-06,4.00000E-02
50,9.76227E+03,nonstructural,Wood,3.28915E-05,2.00000E-02
100,5.02497E+04,nonstructural,Wood,1.69304E-04,1.00000E-02
250,3.12767E+05,nonstructural,Wood,1.05379E-03,4.00000E-03
500,1.06746E+06,nonstructural,Wood,3.59653E-03,2.00000E-03
1000,2.93775E+06,nonstructural,Wood,9.89801E-03,1.00000E-03
2500,1.00174E+07,nonstructural,Wood,3.37512E-02,4.00000E-04
50,2.05080E-06,occupants,Wood,1.07229E-09,2.00000E-02
100,3.91692E-05,occupants,Wood,2.04802E-08,1.00000E-02
250,7.40648E-04,occupants,Wood,3.87259E-07,4.00000E-03
500,4.65575E-03,occupants,Wood,2.43433E-06,2.00000E-03
1000,2.09825E-02,occupants,Wood,1.09710E-05,1.00000E-03
2500,9.62161E-02,occupants,Wood,5.03080E-05,4.00000E-04
25,2.38837E+04,structural,Wood,2.93024E-04,4.00000E-02
50,1.19170E+05,structural,Wood,1.46207E-03,2.00000E-02
100,3.81526E+05,structural,Wood,4.68087E-03,1.00000E-02
250,1.12200E+06,structural,Wood,1.37655E-02,4.00000E-03
500,2.12041E+06,structural,Wood,2.60149E-02,2.00000E-03
1000,4.09018E+06,structural,Wood,5.01816E-02,1.00000E-03
2500,9.49778E+06,structural,Wood,1.16526E-01,4.00000E-04
25,5.25773E+00,contents,RMasonry,3.98600E-07,4.00000E-02
50,6.68289E+01,contents,RMasonry,5.06645E-06,2.00000E-02
100,5.67370E+02,contents,RMasonry,4.30136E-05,1.00000E-02
250,6.68982E+03,contents,RMasonry,5.07171E-04,4.00000E-03
500,3.17910E+04,contents,RMasonry,2.41015E-03,2.00000E-03
1000,1.21956E+05,contents,RMasonry,9.24574E-03,1.00000E-03
2500,4.79680E+05,contents,RMasonry,3.63656E-02,4.00000E-04
25,4.54939E+01,nonstructural,RMasonry,1.62550E-06,4.00000E-02
50,3.54830E+02,nonstructural,RMasonry,1.26781E-05,2.00000E-02
100,2.17554E+03,nonstructural,RMasonry,7.77320E-05,1.00000E-02
250,1.64438E+04,nonstructural,RMasonry,5.87536E-04,4.00000E-03
500,5.85034E+04,nonstructural,RMasonry,2.09033E-03,2.00000E-03
1000,1.88299E+05,nonstructural,RMasonry,6.72794E-03,1.00000E-03
2500,6.64675E+05,nonstructural,RMasonry,2.37488E-02,4.00000E-04
