#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-12T19:59:51', checksum=40328840, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
10,3.28550E+01,contents,Wood,5.85544E-07,1.00000E-01
25,2.83486E+03,contents,Wood,5.05232E-05,4.00000E-02
50,3.50959E+04,contents,Wood,6.25482E-04,2.00000E-02
100,1.72719E+05,contents,Wood,3.07821E-03,1.00000E-02
250,8.23573E+05,contents,Wood,1.46778E-02,4.00000E-03
500,1.76552E+06,contents,Wood,3.14652E-02,2.00000E-03
1000,3.07368E+06,contents,Wood,5.47795E-02,1.00000E-03
2500,5.50827E+06,contents,Wood,9.81688E-02,4.00000E-04
10,4.77950E+02,nonstructural,Wood,1.64177E-06,1.00000E-01
25,3.58875E+04,nonstructural,Wood,1.23274E-04,4.00000E-02
50,2.83392E+05,nonstructural,Wood,9.73460E-04,2.00000E-02
100,9.75972E+05,nonstructural,Wood,3.35249E-03,1.00000E-02
250,3.12128E+06,nonstructural,Wood,1.07217E-02,4.00000E-03
500,5.89192E+06,nonstructural,Wood,2.02389E-02,2.00000E-03
1000,9.99043E+06,nonstructural,Wood,3.43174E-02,1.00000E-03
2500,1.82482E+07,nonstructural,Wood,6.26829E-02,4.00000E-04
50,6.35203E-05,occupants,Wood,4.07605E-08,2.00000E-02
100,7.71864E-04,occupants,Wood,4.95299E-07,1.00000E-02
250,6.47963E-03,occupants,Wood,4.15793E-06,4.00000E-03
500,2.05694E-02,occupants,Wood,1.31992E-05,2.00000E-03
1000,4.81559E-02,occupants,Wood,3.09013E-05,1.00000E-03
2500,1.09037E-01,occupants,Wood,6.99684E-05,4.00000E-04
10,3.38928E+05,structural,Wood,3.88426E-03,1.00000E-01
25,1.04012E+06,structural,Wood,1.19203E-02,4.00000E-02
50,1.59807E+06,structural,Wood,1.83146E-02,2.00000E-02
100,2.20966E+06,structural,Wood,2.53237E-02,1.00000E-02
250,4.53034E+06,structural,Wood,5.19197E-02,4.00000E-03
500,7.99267E+06,structural,Wood,9.15995E-02,2.00000E-03
1000,1.24333E+07,structural,Wood,1.42491E-01,1.00000E-03
2500,1.96287E+07,structural,Wood,2.24954E-01,4.00000E-04
10,8.72960E+04,contents,URMasonry,1.74361E-03,1.00000E-01
25,5.39235E+05,contents,URMasonry,1.07704E-02,4.00000E-02
50,1.12589E+06,contents,URMasonry,2.24880E-02,2.00000E-02
100,1.94489E+06,contents,URMasonry,3.88462E-02,1.00000E-02
250,3.18134E+06,contents,URMasonry,6.35424E-02,4.00000E-03
500,4.22140E+06,contents,URMasonry,8.43161E-02,2.00000E-03
1000,5.42830E+06,contents,URMasonry,1.08422E-01,1.00000E-03
2500,7.00989E+06,contents,URMasonry,1.40012E-01,4.00000E-04
10,1.14640E+05,nonstructural,URMasonry,1.03108E-03,1.00000E-01
25,9.11716E+05,nonstructural,URMasonry,8.20002E-03,4.00000E-02
50,2.74385E+06,nonstructural,URMasonry,2.46783E-02,2.00000E-02
100,5.97347E+06,nonstructural,URMasonry,5.37257E-02,1.00000E-02
250,1.33693E+07,nonstructural,URMasonry,1.20244E-01,4.00000E-03
500,2.04181E+07,nonstructural,URMasonry,1.83641E-01,2.00000E-03
1000,2.91600E+07,nonstructural,URMasonry,2.62267E-01,1.00000E-03
2500,4.16088E+07,nonstructural,URMasonry,3.74232E-01,4.00000E-04
25,1.02220E-04,occupants,URMasonry,6.08593E-08,4.00000E-02
50,6.58297E-03,occupants,URMasonry,3.91932E-06,2.00000E-02
100,6.36147E-02,occupants,URMasonry,3.78745E-05,1.00000E-02
250,4.47223E-01,occupants,URMasonry,2.66264E-04,4.00000E-03
500,1.03593E+00,occupants,URMasonry,6.16764E-04,2.00000E-03
1000,1.87586E+00,occupants,URMasonry,1.11684E-03,1.00000E-03
2500,3.59947E+00,occupants,URMasonry,2.14302E-03,4.00000E-04
10,6.71453E+03,structural,URMasonry,1.20142E-04,1.00000E-01
25,1.74739E+05,structural,URMasonry,3.12659E-03,4.00000E-02
50,8.62902E+05,structural,URMasonry,1.54398E-02,2.00000E-02
100,2.36054E+06,structural,URMasonry,4.22369E-02,1.00000E-02
250,6.34201E+06,structural,URMasonry,1.13477E-01,4.00000E-03
500,1.06467E+07,structural,URMasonry,1.90501E-01,2.00000E-03
1000,1.60552E+07,structural,URMasonry,2.87274E-01,1.00000E-03
2500,2.32276E+07,structural,URMasonry,4.15610E-01,4.00000E-04
10,9.97406E+01,contents,Concrete,1.09711E-06,1.00000E-01
25,4.96189E+03,contents,Concrete,5.45791E-05,4.00000E-02
50,4.35571E+04,contents,Concrete,4.79113E-04,2.00000E-02
100,1.82515E+05,contents,Concrete,2.00760E-03,1.00000E-02
250,6.05988E+05,contents,Concrete,6.66566E-03,4.00000E-03
500,1.16963E+06,contents,Concrete,1.28655E-02,2.00000E-03
1000,1.87316E+06,contents,Concrete,2.06041E-02,1.00000E-03
2500,3.07597E+06,contents,Concrete,3.38346E-02,4.00000E-04
10,1.90135E+03,nonstructural,Concrete,7.33187E-06,1.00000E-01
25,3.65000E+04,nonstructural,Concrete,1.40749E-04,4.00000E-02
50,2.17672E+05,nonstructural,Concrete,8.39371E-04,2.00000E-02
100,6.87822E+05,nonstructural,Concrete,2.65233E-03,1.00000E-02
250,1.73759E+06,nonstructural,Concrete,6.70037E-03,4.00000E-03
500,3.01570E+06,nonstructural,Concrete,1.16289E-02,2.00000E-03
1000,4.64231E+06,nonstructural,Concrete,1.79014E-02,1.00000E-03
2500,7.66233E+06,nonstructural,Concrete,2.95469E-02,4.00000E-04
25,1.42947E-04,occupants,Concrete,7.73333E-08,4.00000E-02
50,4.02690E-03,occupants,Concrete,2.17853E-06,2.00000E-02
100,2.84703E-02,occupants,Concrete,1.54023E-05,1.00000E-02
250,1.33044E-01,occupants,Concrete,7.19757E-05,4.00000E-03
500,2.90620E-01,occupants,Concrete,1.57224E-04,2.00000E-03
1000,4.85808E-01,occupants,Concrete,2.62819E-04,1.00000E-03
2500,8.16028E-01,occupants,Concrete,4.41466E-04,4.00000E-04
10,5.47269E+02,structural,Concrete,4.77041E-06,1.00000E-01
25,2.79773E+04,structural,Concrete,2.43871E-04,4.00000E-02
50,2.63014E+05,structural,Concrete,2.29263E-03,2.00000E-02
100,9.03672E+05,structural,Concrete,7.87708E-03,1.00000E-02
250,2.41986E+06,structural,Concrete,2.10933E-02,4.00000E-03
500,4.36220E+06,structural,Concrete,3.80242E-02,2.00000E-03
1000,7.12349E+06,structural,Concrete,6.20937E-02,1.00000E-03
2500,1.23591E+07,structural,Concrete,1.07731E-01,4.00000E-04
10,4.72345E+00,contents,RMasonry,3.29357E-07,1.00000E-01
25,4.50503E+02,contents,RMasonry,3.14127E-05,4.00000E-02
50,5.83017E+03,contents,RMasonry,4.06526E-04,2.00000E-02
100,3.20752E+04,contents,RMasonry,2.23654E-03,1.00000E-02
250,1.52855E+05,contents,RMasonry,1.06583E-02,4.00000E-03
500,3.49860E+05,contents,RMasonry,2.43950E-02,2.00000E-03
1000,6.68613E+05,contents,RMasonry,4.66211E-02,1.00000E-03
2500,1.28771E+06,contents,RMasonry,8.97895E-02,4.00000E-04
10,1.05275E+02,nonstructural,RMasonry,2.99823E-06,1.00000E-01
25,3.89128E+03,nonstructural,RMasonry,1.10823E-04,4.00000E-02
50,2.52670E+04,nonstructural,RMasonry,7.19602E-04,2.00000E-02
100,8.51359E+04,nonstructural,RMasonry,2.42466E-03,1.00000E-02
250,2.86669E+05,nonstructural,RMasonry,8.16429E-03,4.00000E-03
500,5.67933E+05,nonstructural,RMasonry,1.61747E-02,2.00000E-03
1000,1.02198E+06,nonstructural,RMasonry,2.91059E-02,1.00000E-03
2500,1.92497E+06,nonstructural,RMasonry,5.48228E-02,4.00000E-04
50,1.17861E-05,occupants,RMasonry,2.61460E-08,2.00000E-02
100,2.88201E-04,occupants,RMasonry,6.39339E-07,1.00000E-02
250,3.84155E-03,occupants,RMasonry,8.52201E-06,4.00000E-03
500,1.54443E-02,occupants,RMasonry,3.42612E-05,2.00000E-03
1000,4.61820E-02,occupants,RMasonry,1.02449E-04,1.00000E-03
2500,1.39759E-01,occupants,RMasonry,3.10039E-04,4.00000E-04
10,8.69545E+00,structural,RMasonry,5.03888E-07,1.00000E-01
25,1.02839E+03,structural,RMasonry,5.95937E-05,4.00000E-02
50,1.14386E+04,structural,RMasonry,6.62852E-04,2.00000E-02
