#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-12T14:52:17', checksum=94330510, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
5,1.87601E+00,contents,Wood,3.34345E-08,2.00000E-01
10,1.55916E+02,contents,Wood,2.77875E-06,1.00000E-01
25,4.21410E+03,contents,Wood,7.51041E-05,4.00000E-02
50,3.03999E+04,contents,Wood,5.41790E-04,2.00000E-02
100,1.30819E+05,contents,Wood,2.33146E-03,1.00000E-02
250,5.18468E+05,contents,Wood,9.24017E-03,4.00000E-03
500,1.13216E+06,contents,Wood,2.01775E-02,2.00000E-03
1000,2.05450E+06,contents,Wood,3.66154E-02,1.00000E-03
2500,3.88788E+06,contents,Wood,6.92901E-02,4.00000E-04
5,2.75861E+01,nonstructural,Wood,9.47588E-08,2.00000E-01
10,2.06149E+03,nonstructural,Wood,7.08126E-06,1.00000E-01
25,4.17467E+04,nonstructural,Wood,1.43401E-04,4.00000E-02
50,2.07974E+05,nonstructural,Wood,7.14395E-04,2.00000E-02
100,6.70684E+05,nonstructural,Wood,2.30382E-03,1.00000E-02
250,2.07303E+06,nonstructural,Wood,7.12093E-03,4.00000E-03
500,3.99227E+06,nonstructural,Wood,1.37136E-02,2.00000E-03
1000,6.87691E+06,nonstructural,Wood,2.36224E-02,1.00000E-03
2500,1.27838E+07,nonstructural,Wood,4.39127E-02,4.00000E-04
25,3.07553E-06,occupants,Wood,1.97354E-09,4.00000E-02
50,8.09783E-05,occupants,Wood,5.19631E-08,2.00000E-02
100,6.27732E-04,occupants,Wood,4.02811E-07,1.00000E-02
250,4.16604E-03,occupants,Wood,2.67331E-06,4.00000E-03
500,1.19495E-02,occupants,Wood,7.66787E-06,2.00000E-03
1000,2.80976E-02,occupants,Wood,1.80300E-05,1.00000E-03
2500,6.78201E-02,occupants,Wood,4.35196E-05,4.00000E-04
5,5.53115E+04,structural,Wood,6.33894E-04,2.00000E-01
10,2.36358E+05,structural,Wood,2.70876E-03,1.00000E-01
25,7.93909E+05,structural,Wood,9.09855E-03,4.00000E-02
50,1.32090E+06,structural,Wood,1.51381E-02,2.00000E-02
100,1.94421E+06,structural,Wood,2.22815E-02,1.00000E-02
250,3.42268E+06,structural,Wood,3.92255E-02,4.00000E-03
500,5.54125E+06,structural,Wood,6.35051E-02,2.00000E-03
1000,8.62228E+06,structural,Wood,9.88151E-02,1.00000E-03
2500,1.44257E+07,structural,Wood,1.65325E-01,4.00000E-04
5,1.28483E+04,contents,URMasonry,2.56624E-04,2.00000E-01
10,8.50878E+04,contents,URMasonry,1.69950E-03,1.00000E-01
25,3.87516E+05,contents,URMasonry,7.74004E-03,4.00000E-02
50,8.28498E+05,contents,URMasonry,1.65480E-02,2.00000E-02
100,1.43579E+06,contents,URMasonry,2.86778E-02,1.00000E-02
250,2.49117E+06,contents,URMasonry,4.97574E-02,4.00000E-03
500,3.41483E+06,contents,URMasonry,6.82061E-02,2.00000E-03
1000,4.42547E+06,contents,URMasonry,8.83920E-02,1.00000E-03
2500,5.87064E+06,contents,URMasonry,1.17257E-01,4.00000E-04
5,1.51937E+04,nonstructural,URMasonry,1.36653E-04,2.00000E-01
10,1.11201E+05,nonstructural,URMasonry,1.00015E-03,1.00000E-01
25,6.82449E+05,nonstructural,URMasonry,6.13798E-03,4.00000E-02
50,1.87407E+06,nonstructural,URMasonry,1.68555E-02,2.00000E-02
100,4.19294E+06,nonstructural,URMasonry,3.77116E-02,1.00000E-02
250,9.45537E+06,nonstructural,URMasonry,8.50421E-02,4.00000E-03
500,1.51312E+07,nonstructural,URMasonry,1.36091E-01,2.00000E-03
1000,2.20990E+07,nonstructural,URMasonry,1.98759E-01,1.00000E-03
2500,3.27580E+07,nonstructural,URMasonry,2.94627E-01,4.00000E-04
25,4.53216E-04,occupants,URMasonry,2.69833E-07,4.00000E-02
50,7.98242E-03,occupants,URMasonry,4.75252E-06,2.00000E-02
100,5.04818E-02,occupants,URMasonry,3.00555E-05,1.00000E-02
250,2.54857E-01,occupants,URMasonry,1.51735E-04,4.00000E-03
500,6.22039E-01,occupants,URMasonry,3.70345E-04,2.00000E-03
1000,1.22364E+00,occupants,URMasonry,7.28520E-04,1.00000E-03
2500,2.44001E+00,occupants,URMasonry,1.45271E-03,4.00000E-04
5,5.92036E+02,structural,URMasonry,1.05932E-05,2.00000E-01
10,1.17990E+04,structural,URMasonry,2.11119E-04,1.00000E-01
25,1.47736E+05,structural,URMasonry,2.64342E-03,4.00000E-02
50,5.69734E+05,structural,URMasonry,1.01942E-02,2.00000E-02
100,1.57943E+06,structural,URMasonry,2.82606E-02,1.00000E-02
250,4.25939E+06,structural,URMasonry,7.62128E-02,4.00000E-03
500,7.39164E+06,structural,URMasonry,1.32258E-01,2.00000E-03
1000,1.15013E+07,structural,URMasonry,2.05792E-01,1.00000E-03
2500,1.78086E+07,structural,URMasonry,3.18648E-01,4.00000E-04
5,1.18025E+01,contents,Concrete,1.29824E-07,2.00000E-01
10,2.78420E+02,contents,Concrete,3.06253E-06,1.00000E-01
25,6.07641E+03,contents,Concrete,6.68384E-05,4.00000E-02
50,3.32608E+04,contents,Concrete,3.65858E-04,2.00000E-02
100,1.16258E+05,contents,Concrete,1.27880E-03,1.00000E-02
250,3.88627E+05,contents,Concrete,4.27477E-03,4.00000E-03
500,7.62865E+05,contents,Concrete,8.39126E-03,2.00000E-03
1000,1.27271E+06,contents,Concrete,1.39994E-02,1.00000E-03
2500,2.22311E+06,contents,Concrete,2.44535E-02,4.00000E-04
5,2.32123E+02,nonstructural,Concrete,8.95097E-07,2.00000E-01
10,3.06066E+03,nonstructural,Concrete,1.18023E-05,1.00000E-01
25,3.49211E+04,nonstructural,Concrete,1.34660E-04,4.00000E-02
50,1.48937E+05,nonstructural,Concrete,5.74323E-04,2.00000E-02
100,4.33605E+05,nonstructural,Concrete,1.67204E-03,1.00000E-02
250,1.21257E+06,nonstructural,Concrete,4.67584E-03,4.00000E-03
500,2.12742E+06,nonstructural,Concrete,8.20362E-03,2.00000E-03
1000,3.38290E+06,nonstructural,Concrete,1.30449E-02,1.00000E-03
2500,5.68454E+06,nonstructural,Concrete,2.19203E-02,4.00000E-04
10,2.15312E-06,occupants,Concrete,1.16482E-09,1.00000E-01
25,3.84678E-04,occupants,Concrete,2.08108E-07,4.00000E-02
50,3.92150E-03,occupants,Concrete,2.12150E-06,2.00000E-02
100,1.88264E-02,occupants,Concrete,1.01850E-05,1.00000E-02
250,8.16901E-02,occupants,Concrete,4.41939E-05,4.00000E-03
500,1.79463E-01,occupants,Concrete,9.70884E-05,2.00000E-03
1000,3.22884E-01,occupants,Concrete,1.74678E-04,1.00000E-03
2500,5.81594E-01,occupants,Concrete,3.14639E-04,4.00000E-04
5,6.73675E+01,structural,Concrete,5.87226E-07,2.00000E-01
10,1.38410E+03,structural,Concrete,1.20648E-05,1.00000E-01
25,2.69172E+04,structural,Concrete,2.34631E-04,4.00000E-02
50,1.48882E+05,structural,Concrete,1.29777E-03,2.00000E-02
100,5.21837E+05,structural,Concrete,4.54872E-03,1.00000E-02
250,1.65391E+06,structural,Concrete,1.44167E-02,4.00000E-03
500,3.09475E+06,structural,Concrete,2.69762E-02,2.00000E-03
1000,5.07146E+06,structural,Concrete,4.42066E-02,1.00000E-03
2500,8.85226E+06,structural,Concrete,7.71629E-02,4.00000E-04
5,2.07202E-01,contents,RMasonry,1.44478E-08,2.00000E-01
10,2.06444E+01,contents,RMasonry,1.43949E-06,1.00000E-01
25,7.10777E+02,contents,RMasonry,4.95611E-05,4.00000E-02
50,5.07970E+03,contents,RMasonry,3.54198E-04,2.00000E-02
100,2.27143E+04,contents,RMasonry,1.58382E-03,1.00000E-02
250,9.76255E+04,contents,RMasonry,6.80724E-03,4.00000E-03
500,2.23597E+05,contents,RMasonry,1.55910E-02,2.00000E-03
1000,4.40541E+05,contents,RMasonry,3.07181E-02,1.00000E-03
2500,8.79861E+05,contents,RMasonry,6.13510E-02,4.00000E-04
5,8.50329E+00,nonstructural,RMasonry,2.42173E-07,2.00000E-01
10,2.61001E+02,nonstructural,RMasonry,7.43328E-06,1.00000E-01
25,4.20180E+03,nonstructural,RMasonry,1.19667E-04,4.00000E-02
50,1.85186E+04,nonstructural,RMasonry,5.27409E-04,2.00000E-02
100,5.87197E+04,nonstructural,RMasonry,1.67233E-03,1.00000E-02
250,1.91779E+05,nonstructural,RMasonry,5.46186E-03,4.00000E-03
500,3.85227E+05,nonstructural,RMasonry,1.09712E-02,2.00000E-03
1000,6.92276E+05,nonstructural,RMasonry,1.97159E-02,1.00000E-03
