#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-13T10:15:09', checksum=2950389488, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
10,2.60389E+02,contents,Wood,4.64068E-06,1.00000E-01
25,7.59068E+03,contents,Wood,1.35282E-04,4.00000E-02
50,4.62940E+04,contents,Wood,8.25057E-04,2.00000E-02
100,2.08603E+05,contents,Wood,3.71774E-03,1.00000E-02
250,9.07776E+05,contents,Wood,1.61785E-02,4.00000E-03
500,1.86743E+06,contents,Wood,3.32815E-02,2.00000E-03
1000,3.28198E+06,contents,Wood,5.84918E-02,1.00000E-03
2500,5.77344E+06,contents,Wood,1.02895E-01,4.00000E-04
10,3.49233E+03,nonstructural,Wood,1.19962E-05,1.00000E-01
25,8.00933E+04,nonstructural,Wood,2.75123E-04,4.00000E-02
50,3.68243E+05,nonstructural,Wood,1.26492E-03,2.00000E-02
100,1.10024E+06,nonstructural,Wood,3.77937E-03,1.00000E-02
250,3.35971E+06,nonstructural,Wood,1.15407E-02,4.00000E-03
500,6.28283E+06,nonstructural,Wood,2.15817E-02,2.00000E-03
1000,1.06834E+07,nonstructural,Wood,3.66977E-02,1.00000E-03
2500,1.92553E+07,nonstructural,Wood,6.61426E-02,4.00000E-04
50,1.19106E-04,occupants,Wood,7.64294E-08,2.00000E-02
100,9.72987E-04,occupants,Wood,6.24358E-07,1.00000E-02
250,7.19065E-03,occupants,Wood,4.61418E-06,4.00000E-03
500,2.11872E-02,occupants,Wood,1.35957E-05,2.00000E-03
1000,4.87839E-02,occupants,Wood,3.13043E-05,1.00000E-03
2500,1.16151E-01,occupants,Wood,7.45333E-05,4.00000E-04
5,1.27602E+05,structural,Wood,1.46238E-03,2.00000E-01
10,6.63559E+05,structural,Wood,7.60468E-03,1.00000E-01
25,1.38452E+06,structural,Wood,1.58672E-02,4.00000E-02
50,1.78694E+06,structural,Wood,2.04791E-02,2.00000E-02
100,2.38232E+06,structural,Wood,2.73024E-02,1.00000E-02
250,4.69799E+06,structural,Wood,5.38410E-02,4.00000E-03
500,8.10893E+06,structural,Wood,9.29319E-02,2.00000E-03
1000,1.29587E+07,structural,Wood,1.48513E-01,1.00000E-03
2500,2.07160E+07,structural,Wood,2.37415E-01,4.00000E-04
5,2.57735E+04,contents,URMasonry,5.14786E-04,2.00000E-01
10,2.51550E+05,contents,URMasonry,5.02432E-03,1.00000E-01
25,7.99978E+05,contents,URMasonry,1.59784E-02,4.00000E-02
50,1.39655E+06,contents,URMasonry,2.78939E-02,2.00000E-02
100,2.11565E+06,contents,URMasonry,4.22569E-02,1.00000E-02
250,3.27432E+06,contents,URMasonry,6.53996E-02,4.00000E-03
500,4.33868E+06,contents,URMasonry,8.66586E-02,2.00000E-03
1000,5.51389E+06,contents,URMasonry,1.10132E-01,1.00000E-03
2500,7.11619E+06,contents,URMasonry,1.42135E-01,4.00000E-04
5,2.63831E+04,nonstructural,URMasonry,2.37291E-04,2.00000E-01
10,2.99487E+05,nonstructural,URMasonry,2.69360E-03,1.00000E-01
25,1.46815E+06,nonstructural,URMasonry,1.32046E-02,4.00000E-02
50,3.52314E+06,nonstructural,URMasonry,3.16873E-02,2.00000E-02
100,7.01975E+06,nonstructural,URMasonry,6.31360E-02,1.00000E-02
250,1.38460E+07,nonstructural,URMasonry,1.24532E-01,4.00000E-03
500,2.13939E+07,nonstructural,URMasonry,1.92418E-01,2.00000E-03
1000,3.03094E+07,nonstructural,URMasonry,2.72605E-01,1.00000E-03
2500,4.23234E+07,nonstructural,URMasonry,3.80659E-01,4.00000E-04
25,4.23120E-04,occupants,URMasonry,2.51914E-07,4.00000E-02
50,9.67756E-03,occupants,URMasonry,5.76175E-06,2.00000E-02
100,7.54455E-02,occupants,URMasonry,4.49182E-05,1.00000E-02
250,4.65285E-01,occupants,URMasonry,2.77018E-04,4.00000E-03
500,1.06655E+00,occupants,URMasonry,6.34992E-04,2.00000E-03
1000,1.97490E+00,occupants,URMasonry,1.17580E-03,1.00000E-03
2500,3.74777E+00,occupants,URMasonry,2.23132E-03,4.00000E-04
5,2.28512E+02,structural,URMasonry,4.08874E-06,2.00000E-01
10,2.49125E+04,structural,URMasonry,4.45758E-04,1.00000E-01
25,3.27267E+05,structural,URMasonry,5.85576E-03,4.00000E-02
50,1.15253E+06,structural,URMasonry,2.06221E-02,2.00000E-02
100,2.84742E+06,structural,URMasonry,5.09487E-02,1.00000E-02
250,6.67766E+06,structural,URMasonry,1.19483E-01,4.00000E-03
500,1.09292E+07,structural,URMasonry,1.95555E-01,2.00000E-03
1000,1.62360E+07,structural,URMasonry,2.90509E-01,1.00000E-03
2500,2.35604E+07,structural,URMasonry,4.21564E-01,4.00000E-04
5,8.10023E+00,contents,Concrete,8.90998E-08,2.00000E-01
10,5.24527E+02,contents,Concrete,5.76962E-06,1.00000E-01
25,1.18657E+04,contents,Concrete,1.30519E-04,4.00000E-02
50,6.35450E+04,contents,Concrete,6.98974E-04,2.00000E-02
