#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-13T03:39:08', checksum=1457544887, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
5,1.65068E-03,contents,Wood,2.94185E-11,2.00000E-01
10,1.73067E+01,contents,Wood,3.08441E-07,1.00000E-01
25,9.43636E+02,contents,Wood,1.68176E-05,4.00000E-02
50,9.42099E+03,contents,Wood,1.67902E-04,2.00000E-02
100,5.83169E+04,contents,Wood,1.03933E-03,1.00000E-02
250,3.33027E+05,contents,Wood,5.93523E-03,4.00000E-03
500,8.32792E+05,contents,Wood,1.48421E-02,2.00000E-03
1000,1.65553E+06,contents,Wood,2.95050E-02,1.00000E-03
2500,3.28215E+06,contents,Wood,5.84948E-02,4.00000E-04
5,1.88724E-01,nonstructural,Wood,6.48272E-10,2.00000E-01
10,2.39226E+02,nonstructural,Wood,8.21747E-07,1.00000E-01
25,1.12897E+04,nonstructural,Wood,3.87804E-05,4.00000E-02
50,8.44286E+04,nonstructural,Wood,2.90014E-04,2.00000E-02
100,3.78888E+05,nonstructural,Wood,1.30149E-03,1.00000E-02
250,1.49553E+06,nonstructural,Wood,5.13717E-03,4.00000E-03
500,3.11574E+06,nonstructural,Wood,1.07027E-02,2.00000E-03
1000,5.62006E+06,nonstructural,Wood,1.93050E-02,1.00000E-03
2500,1.07001E+07,nonstructural,Wood,3.67551E-02,4.00000E-04
25,1.46653E-08,occupants,Wood,9.41060E-12,4.00000E-02
50,1.18415E-05,occupants,Wood,7.59858E-09,2.00000E-02
100,1.78006E-04,occupants,Wood,1.14225E-07,1.00000E-02
250,1.91563E-03,occupants,Wood,1.22925E-06,4.00000E-03
500,7.06977E-03,occupants,Wood,4.53662E-06,2.00000E-03
1000,1.91700E-02,occupants,Wood,1.23012E-05,1.00000E-03
2500,5.21296E-02,occupants,Wood,3.34511E-05,4.00000E-04
5,6.87104E+03,structural,Wood,7.87452E-05,2.00000E-01
10,1.00123E+05,structural,Wood,1.14746E-03,1.00000E-01
25,6.08824E+05,structural,Wood,6.97739E-03,4.00000E-02
50,1.14419E+06,structural,Wood,1.31130E-02,2.00000E-02
100,1.65185E+06,structural,Wood,1.89309E-02,1.00000E-02
250,2.71027E+06,structural,Wood,3.10609E-02,4.00000E-03
500,4.44838E+06,structural,Wood,5.09804E-02,2.00000E-03
1000,7.28992E+06,structural,Wood,8.35457E-02,1.00000E-03
2500,1.26774E+07,structural,Wood,1.45289E-01,4.00000E-04
5,1.28360E+03,contents,URMasonry,2.56379E-05,2.00000E-01
10,2.69983E+04,contents,URMasonry,5.39250E-04,1.00000E-01
25,2.48535E+05,contents,URMasonry,4.96410E-03,4.00000E-02
50,6.27012E+05,contents,URMasonry,1.25236E-02,2.00000E-02
