#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-23T22:29:39', checksum=1495686841, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
5,4.33716E-02,contents,Wood,7.72973E-10,2.00000E-01
10,2.66166E+01,contents,Wood,4.74363E-07,1.00000E-01
25,1.25271E+03,contents,Wood,2.23259E-05,4.00000E-02
50,1.16040E+04,contents,Wood,2.06807E-04,2.00000E-02
100,6.65216E+04,contents,Wood,1.18555E-03,1.00000E-02
250,3.57447E+05,contents,Wood,6.37045E-03,4.00000E-03
500,8.79817E+05,contents,Wood,1.56802E-02,2.00000E-03
1000,1.72019E+06,contents,Wood,3.06573E-02,1.00000E-03
2500,3.43142E+06,contents,Wood,6.11550E-02,4.00000E-04
5,1.08993E+00,nonstructural,Wood,3.74394E-09,2.00000E-01
10,3.74097E+02,nonstructural,Wood,1.28503E-06,1.00000E-01
25,1.43526E+04,nonstructural,Wood,4.93017E-05,4.00000E-02
50,9.89754E+04,nonstructural,Wood,3.39983E-04,2.00000E-02
100,4.15386E+05,nonstructural,Wood,1.42686E-03,1.00000E-02
250,1.57029E+06,nonstructural,Wood,5.39397E-03,4.00000E-03
500,3.25306E+06,nonstructural,Wood,1.11743E-02,2.00000E-03
1000,5.83219E+06,nonstructural,Wood,2.00337E-02,1.00000E-03
2500,1.10998E+07,nonstructural,Wood,3.81280E-02,4.00000E-04
25,3.66177E-07,occupants,Wood,2.34973E-10,4.00000E-02
50,2.36549E-05,occupants,Wood,1.51792E-08,2.00000E-02
100,2.56976E-04,occupants,Wood,1.64899E-07,1.00000E-02
250,2.36793E-03,occupants,Wood,1.51948E-06,4.00000E-03
500,8.07082E-03,occupants,Wood,5.17898E-06,2.00000E-03
1000,2.09308E-02,occupants,Wood,1.34311E-05,1.00000E-03
2500,5.61590E-02,occupants,Wood,3.60368E-05,4.00000E-04
5,1.05417E+04,structural,Wood,1.20813E-04,2.00000E-01
10,1.21258E+05,structural,Wood,1.38968E-03,1.00000E-01
25,6.45598E+05,structural,Wood,7.39884E-03,4.00000E-02
