#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-08T01:34:47', checksum=1453088438, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
25,4.20232E+00,contents,Wood,8.22296E-08,4.00000E-02
50,2.98599E+02,contents,Wood,5.84289E-06,2.00000E-02
100,3.49970E+03,contents,Wood,6.84810E-05,1.00000E-02
250,4.04672E+04,contents,Wood,7.91849E-04,4.00000E-03
500,1.72453E+05,contents,Wood,3.37450E-03,2.00000E-03
1000,5.84502E+05,contents,Wood,1.14373E-02,1.00000E-03
2500,2.17500E+06,contents,Wood,4.25596E-02,4.00000E-04
25,1.00825E+02,nonstructural,Wood,3.39705E-07,4.00000E-02
50,5.58874E+03,nonstructural,Wood,1.88299E-05,2.00000E-02
100,4.38307E+04,nonstructural,Wood,1.47677E-04,1.00000E-02
250,3.22001E+05,nonstructural,Wood,1.08490E-03,4.00000E-03
500,1.08354E+06,nonstructural,Wood,3.65073E-03,2.00000E-03
1000,3.13662E+06,nonstructural,Wood,1.05680E-02,1.00000E-03
2500,1.03469E+07,nonstructural,Wood,3.48614E-02,4.00000E-04
50,1.33372E-07,occupants,Wood,6.97354E-11,2.00000E-02
100,2.37904E-05,occupants,Wood,1.24392E-08,1.00000E-02
250,8.07410E-04,occupants,Wood,4.22167E-07,4.00000E-03
500,4.86614E-03,occupants,Wood,2.54434E-06,2.00000E-03
1000,2.10080E-02,occupants,Wood,1.09843E-05,1.00000E-03
2500,9.51658E-02,occupants,Wood,4.97588E-05,4.00000E-04
25,7.60200E+03,structural,Wood,9.32675E-05,4.00000E-02
50,9.30455E+04,structural,Wood,1.14156E-03,2.00000E-02
100,3.63207E+05,structural,Wood,4.45612E-03,1.00000E-02
250,1.15554E+06,structural,Wood,1.41771E-02,4.00000E-03
500,2.17058E+06,structural,Wood,2.66304E-02,2.00000E-03
1000,4.07597E+06,structural,Wood,5.00072E-02,1.00000E-03
2500,9.50284E+06,structural,Wood,1.16588E-01,4.00000E-04
25,4.02656E-01,contents,RMasonry,3.05263E-08,4.00000E-02
50,2.99474E+01,contents,RMasonry,2.27038E-06,2.00000E-02
100,4.56965E+02,contents,RMasonry,3.46436E-05,1.00000E-02
250,6.96277E+03,contents,RMasonry,5.27863E-04,4.00000E-03
500,3.44149E+04,contents,RMasonry,2.60907E-03,2.00000E-03
1000,1.28117E+05,contents,RMasonry,9.71288E-03,1.00000E-03
2500,4.98750E+05,contents,RMasonry,3.78114E-02,4.00000E-04
25,4.05245E+00,nonstructural,RMasonry,1.44794E-07,4.00000E-02
50,2.02404E+02,nonstructural,RMasonry,7.23190E-06,2.00000E-02
100,1.87447E+03,nonstructural,RMasonry,6.69748E-05,1.00000E-02
250,1.67306E+04,nonstructural,RMasonry,5.97783E-04,4.00000E-03
500,6.30481E+04,nonstructural,RMasonry,2.25271E-03,2.00000E-03
1000,1.98221E+05,nonstructural,RMasonry,7.08243E-03,1.00000E-03
2500,6.98509E+05,nonstructural,RMasonry,2.49577E-02,4.00000E-04
50,2.72762E-08,occupants,RMasonry,5.91957E-11,2.00000E-02
100,8.96703E-06,occupants,RMasonry,1.94605E-08,1.00000E-02
250,4.59593E-04,occupants,RMasonry,9.97423E-07,4.00000E-03
500,3.55123E-03,occupants,RMasonry,7.70701E-06,2.00000E-03
1000,1.87557E-02,occupants,RMasonry,4.07042E-05,1.00000E-03
2500,1.01868E-01,occupants,RMasonry,2.21078E-04,4.00000E-04
25,1.86672E-01,structural,RMasonry,1.27765E-08,4.00000E-02
50,2.13045E+01,structural,RMasonry,1.45815E-06,2.00000E-02
100,3.61383E+02,structural,RMasonry,2.47343E-05,1.00000E-02
250,5.34720E+03,structural,RMasonry,3.65982E-04,4.00000E-03
500,2.53182E+04,structural,RMasonry,1.73287E-03,2.00000E-03
1000,9.25969E+04,structural,RMasonry,6.33766E-03,1.00000E-03
2500,3.68802E+05,structural,RMasonry,2.52422E-02,4.00000E-04
25,1.39669E+00,contents,Steel,2.54334E-08,4.00000E-02
50,7.14857E+01,contents,Steel,1.30174E-06,2.00000E-02
100,9.55010E+02,contents,Steel,1.73905E-05,1.00000E-02
250,1.23744E+04,contents,Steel,2.25334E-04,4.00000E-03
500,5.60156E+04,contents,Steel,1.02003E-03,2.00000E-03
1000,2.02081E+05,contents,Steel,3.67985E-03,1.00000E-03
2500,8.00710E+05,contents,Steel,1.45807E-02,4.00000E-04
25,4.15245E+01,nonstructural,Steel,3.85916E-07,4.00000E-02
50,1.23239E+03,nonstructural,Steel,1.14535E-05,2.00000E-02
