#,,,,,"generated_by='OpenQuake engine 3.11.3-git29ac352f7d', start_date='2021-07-24T02:55:39', checksum=1523211967, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,GenType,loss_ratio,annual_frequency_of_exceedence
10,1.06954E+02,contents,Wood,1.90615E-06,1.00000E-01
25,4.50460E+03,contents,Wood,8.02814E-05,4.00000E-02
50,3.25240E+04,contents,Wood,5.79646E-04,2.00000E-02
100,1.53260E+05,contents,Wood,2.73141E-03,1.00000E-02
250,7.06248E+05,contents,Wood,1.25868E-02,4.00000E-03
500,1.58140E+06,contents,Wood,2.81839E-02,2.00000E-03
1000,2.87848E+06,contents,Wood,5.13005E-02,1.00000E-03
2500,5.40383E+06,contents,Wood,9.63074E-02,4.00000E-04
10,1.67902E+03,nonstructural,Wood,5.76747E-06,1.00000E-01
25,5.16228E+04,nonstructural,Wood,1.77326E-04,4.00000E-02
50,2.67746E+05,nonstructural,Wood,9.19713E-04,2.00000E-02
100,8.84778E+05,nonstructural,Wood,3.03923E-03,1.00000E-02
250,2.76176E+06,nonstructural,Wood,9.48672E-03,4.00000E-03
500,5.33075E+06,nonstructural,Wood,1.83112E-02,2.00000E-03
1000,9.43655E+06,nonstructural,Wood,3.24148E-02,1.00000E-03
2500,1.79288E+07,nonstructural,Wood,6.15859E-02,4.00000E-04
50,6.21843E-05,occupants,Wood,3.99032E-08,2.00000E-02
100,6.08096E-04,occupants,Wood,3.90211E-07,1.00000E-02
250,6.03307E-03,occupants,Wood,3.87137E-06,4.00000E-03
500,1.96131E-02,occupants,Wood,1.25855E-05,2.00000E-03
1000,4.76322E-02,occupants,Wood,3.05652E-05,1.00000E-03
2500,1.10040E-01,occupants,Wood,7.06117E-05,4.00000E-04
5,6.54624E+04,structural,Wood,7.50227E-04,2.00000E-01
10,5.21890E+05,structural,Wood,5.98109E-03,1.00000E-01
25,1.28096E+06,structural,Wood,1.46804E-02,4.00000E-02
50,1.69088E+06,structural,Wood,1.93783E-02,2.00000E-02
100,2.16730E+06,structural,Wood,2.48382E-02,1.00000E-02
250,4.48800E+06,structural,Wood,5.14345E-02,4.00000E-03
500,7.90510E+06,structural,Wood,9.05959E-02,2.00000E-03
1000,1.24717E+07,structural,Wood,1.42931E-01,1.00000E-03
2500,2.06212E+07,structural,Wood,2.36328E-01,4.00000E-04
5,6.71170E+03,contents,URMasonry,1.34056E-04,2.00000E-01
10,1.82298E+05,contents,URMasonry,3.64113E-03,1.00000E-01
25,6.80651E+05,contents,URMasonry,1.35950E-02,4.00000E-02
50,1.21971E+06,contents,URMasonry,2.43618E-02,2.00000E-02
100,1.92426E+06,contents,URMasonry,3.84342E-02,1.00000E-02
250,3.10791E+06,contents,URMasonry,6.20758E-02,4.00000E-03
500,4.20675E+06,contents,URMasonry,8.40234E-02,2.00000E-03
1000,5.36391E+06,contents,URMasonry,1.07136E-01,1.00000E-03
2500,6.98385E+06,contents,URMasonry,1.39492E-01,4.00000E-04
5,6.34889E+03,nonstructural,URMasonry,5.71023E-05,2.00000E-01
10,2.07579E+05,nonstructural,URMasonry,1.86698E-03,1.00000E-01
25,1.16459E+06,nonstructural,URMasonry,1.04744E-02,4.00000E-02
50,2.85934E+06,nonstructural,URMasonry,2.57170E-02,2.00000E-02
100,5.97489E+06,nonstructural,URMasonry,5.37385E-02,1.00000E-02
250,1.28657E+07,nonstructural,URMasonry,1.15714E-01,4.00000E-03
500,2.05078E+07,nonstructural,URMasonry,1.84448E-01,2.00000E-03
1000,2.91007E+07,nonstructural,URMasonry,2.61733E-01,1.00000E-03
