[2020-10-26 18:41:13 #1358 INFO] murray.journeay running /mnt/data/shared/canada-2020/canada-srm2/cDamage/input/cDamage_r2_ON3560-70.ini [--hc=1316]
[2020-10-26 18:41:13 #1358 INFO] Using engine version 3.11.0-git4f03c56
[2020-10-26 18:41:13 #1358 WARNING] Using 64 cores on gem-compute
[2020-10-26 18:41:13 #1358 INFO] Checksum of the input files: 1508585000
[2020-10-26 18:41:13 #1358 INFO] Reading the risk model if present
[2020-10-26 18:41:17 #1358 INFO] Reading /mnt/data/shared/canada-2020/model-inputs/exposure/general-building-stock/oqBldgExp_ON3560-70.xml
[2020-10-26 18:41:24 #1358 INFO] Using asset_hazard_distance=14 km instead of 15 km
[2020-10-26 18:41:25 #1358 INFO] Associated 81901 assets to 195 sites
[2020-10-26 18:41:29 #1358 INFO] Reducing risk model from 4224 to 463 taxonomies
[2020-10-26 18:41:29 #1358 INFO] Storing risk model
[2020-10-26 18:41:31 #1358 INFO] Building risk inputs from 50 realization(s)
[2020-10-26 18:41:31 #1358 INFO] Built 225 risk inputs
[2020-10-26 18:41:34 #1358 INFO] Sent 129 tasks, 18.69 MB in 0 seconds
[2020-10-26 18:41:41 #1358 INFO] classical_damage   1% [129 submitted, 0 queued]
[2020-10-26 18:41:42 #1358 INFO] classical_damage   2% [129 submitted, 0 queued]
[2020-10-26 18:41:42 #1358 INFO] classical_damage   3% [129 submitted, 0 queued]
[2020-10-26 18:41:42 #1358 INFO] classical_damage   4% [129 submitted, 0 queued]
[2020-10-26 18:41:43 #1358 INFO] classical_damage   5% [129 submitted, 0 queued]
[2020-10-26 18:41:43 #1358 INFO] classical_damage   6% [129 submitted, 0 queued]
[2020-10-26 18:41:43 #1358 INFO] classical_damage   7% [129 submitted, 0 queued]
[2020-10-26 18:41:43 #1358 INFO] classical_damage   8% [129 submitted, 0 queued]
[2020-10-26 18:41:43 #1358 INFO] classical_damage   9% [129 submitted, 0 queued]
[2020-10-26 18:41:43 #1358 INFO] classical_damage  10% [129 submitted, 0 queued]
[2020-10-26 18:41:43 #1358 INFO] classical_damage  11% [129 submitted, 0 queued]
[2020-10-26 18:41:44 #1358 INFO] classical_damage  12% [129 submitted, 0 queued]
[2020-10-26 18:41:44 #1358 INFO] classical_damage  13% [129 submitted, 0 queued]
[2020-10-26 18:41:44 #1358 INFO] classical_damage  14% [129 submitted, 0 queued]
[2020-10-26 18:41:44 #1358 INFO] classical_damage  15% [129 submitted, 0 queued]
[2020-10-26 18:41:45 #1358 INFO] classical_damage  16% [129 submitted, 0 queued]
[2020-10-26 18:41:45 #1358 INFO] classical_damage  17% [129 submitted, 0 queued]
[2020-10-26 18:41:45 #1358 INFO] classical_damage  18% [129 submitted, 0 queued]
[2020-10-26 18:41:45 #1358 INFO] classical_damage  19% [129 submitted, 0 queued]
[2020-10-26 18:41:46 #1358 INFO] classical_damage  20% [129 submitted, 0 queued]
[2020-10-26 18:41:46 #1358 INFO] classical_damage  21% [129 submitted, 0 queued]
[2020-10-26 18:41:46 #1358 INFO] classical_damage  22% [129 submitted, 0 queued]
[2020-10-26 18:41:46 #1358 INFO] classical_damage  23% [129 submitted, 0 queued]
[2020-10-26 18:41:47 #1358 INFO] classical_damage  24% [129 submitted, 0 queued]
[2020-10-26 18:41:47 #1358 INFO] classical_damage  25% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  26% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  27% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  28% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  29% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  30% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  31% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  32% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  33% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  34% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  35% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  36% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  37% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  38% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  39% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  40% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  41% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  42% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  43% [129 submitted, 0 queued]
[2020-10-26 18:41:48 #1358 INFO] classical_damage  44% [129 submitted, 0 queued]
[2020-10-26 18:41:49 #1358 INFO] classical_damage  45% [129 submitted, 0 queued]
[2020-10-26 18:41:49 #1358 INFO] classical_damage  46% [129 submitted, 0 queued]
[2020-10-26 18:41:49 #1358 INFO] classical_damage  47% [129 submitted, 0 queued]
[2020-10-26 18:41:49 #1358 INFO] classical_damage  48% [129 submitted, 0 queued]
[2020-10-26 18:41:49 #1358 INFO] classical_damage  49% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  50% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  51% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  52% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  53% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  54% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  55% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  56% [129 submitted, 0 queued]
