[2020-10-26 18:41:13 #1358 INFO] murray.journeay running /mnt/data/shared/canada-2020/canada-srm2/cDamage/input/cDamage_r2_ON3560-70.ini [--hc=1316]
[2020-10-26 18:41:13 #1358 INFO] Using engine version 3.11.0-git4f03c56
[2020-10-26 18:41:13 #1358 WARNING] Using 64 cores on gem-compute
[2020-10-26 18:41:13 #1358 INFO] Checksum of the input files: 1508585000
[2020-10-26 18:41:13 #1358 INFO] Reading the risk model if present
[2020-10-26 18:41:17 #1358 INFO] Reading /mnt/data/shared/canada-2020/model-inputs/exposure/general-building-stock/oqBldgExp_ON3560-70.xml
[2020-10-26 18:41:24 #1358 INFO] Using asset_hazard_distance=14 km instead of 15 km
[2020-10-26 18:41:25 #1358 INFO] Associated 81901 assets to 195 sites
[2020-10-26 18:41:29 #1358 INFO] Reducing risk model from 4224 to 463 taxonomies
[2020-10-26 18:41:29 #1358 INFO] Storing risk model
[2020-10-26 18:41:31 #1358 INFO] Building risk inputs from 50 realization(s)
[2020-10-26 18:41:31 #1358 INFO] Built 225 risk inputs
[2020-10-26 18:41:34 #1358 INFO] Sent 129 tasks, 18.69 MB in 0 seconds
[2020-10-26 18:41:50 #1358 INFO] classical_damage  57% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  58% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  59% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  60% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  61% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  62% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  63% [129 submitted, 0 queued]
[2020-10-26 18:41:50 #1358 INFO] classical_damage  64% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  65% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  66% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  67% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  68% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  69% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  70% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  71% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  72% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  73% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  74% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  75% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  76% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  77% [129 submitted, 0 queued]
[2020-10-26 18:41:51 #1358 INFO] classical_damage  78% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  79% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  80% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  81% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  82% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  83% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  84% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  85% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  86% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  87% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  88% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  89% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  90% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  91% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  92% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  93% [129 submitted, 0 queued]
[2020-10-26 18:41:52 #1358 INFO] classical_damage  94% [129 submitted, 0 queued]
[2020-10-26 18:41:53 #1358 INFO] classical_damage  95% [129 submitted, 0 queued]
[2020-10-26 18:41:53 #1358 INFO] classical_damage  96% [129 submitted, 0 queued]
[2020-10-26 18:41:53 #1358 INFO] classical_damage  97% [129 submitted, 0 queued]
[2020-10-26 18:41:53 #1358 INFO] classical_damage  98% [129 submitted, 0 queued]
[2020-10-26 18:41:53 #1358 INFO] classical_damage  99% [129 submitted, 0 queued]
[2020-10-26 18:41:56 #1358 INFO] classical_damage 100% [129 submitted, 0 queued]
[2020-10-26 18:41:56 #1358 INFO] Received {'tot': '90.29 MB'} in 22 seconds
[2020-10-26 18:41:56 #1358 INFO] Exposing the outputs to the database
[2020-10-26 18:41:57 #1358 INFO] Stored 114.96 MB on /mnt/data/murray.journeay/oqdata/calc_1358.hdf5 in 43 seconds
  id | name
7253 | Asset Damage Distributions
7254 | Asset Damage Statistics
7255 | Full Report
7256 | Realizations
