rlz_id,branch_path,weight
0,0~3ALST,1.2500000e-03
1,0~0BLUT,1.2500000e-03
2,0~16LUS,1.2500000e-03
3,0~29MTV,1.2500000e-03
4,0~1ALVU,1.2500000e-03
5,0~24MTT,1.2500000e-03
6,0~1HMTT,1.2500000e-03
7,0~2AMVV,1.2500000e-03
8,0~0BLUV,1.2500000e-03
9,0~39MSU,1.2500000e-03
10,0~0DKTU,1.2500000e-03
11,0~2BMUT,1.2500000e-03
12,0~1EMSV,1.2500000e-03
13,0~1ANUT,1.2500000e-03
14,0~09MSV,1.2500000e-03
15,0~37NTT,1.2500000e-03
16,0~0HNUS,1.2500000e-03
17,0~25NSU,1.2500000e-03
18,0~0EKVU,1.2500000e-03
19,0~15NST,1.2500000e-03
20,0~35KVT,1.2500000e-03
21,0~09NVV,1.2500000e-03
22,0~1ELTU,1.2500000e-03
23,0~0AKTS,1.2500000e-03
24,0~16KUS,1.2500000e-03
25,0~0HNUT,1.2500000e-03
26,0~37NST,1.2500000e-03
27,0~29NVU,1.2500000e-03
28,0~1ENSS,1.2500000e-03
29,0~2AKTS,1.2500000e-03
30,0~09NVU,1.2500000e-03
31,0~38KTV,1.2500000e-03
32,0~3FMUV,1.2500000e-03
33,0~0CKSU,1.2500000e-03
34,0~08LSU,1.2500000e-03
35,0~19LTV,1.2500000e-03
36,0~1BKVV,1.2500000e-03
37,0~39NSU,1.2500000e-03
38,0~0AKTT,1.2500000e-03
39,0~0CLVU,1.2500000e-03
40,0~39LTT,1.2500000e-03
41,0~3ALUS,1.2500000e-03
42,0~3ANSS,1.2500000e-03
43,0~2ALTT,1.2500000e-03
44,0~1ANVV,1.2500000e-03
45,0~0AMTS,1.2500000e-03
46,0~2AMTS,1.2500000e-03
47,0~1AMTT,1.2500000e-03
48,0~0JMTT,1.2500000e-03
49,0~1AMUT,1.2500000e-03
50,0~0BKVT,1.2500000e-03
51,0~3CMSV,1.2500000e-03
52,0~2BLSS,1.2500000e-03
53,0~2JMUU,1.2500000e-03
54,0~3ALTS,1.2500000e-03
55,0~0EKSS,1.2500000e-03
56,0~3AKTS,1.2500000e-03
57,0~2ALST,1.2500000e-03
58,0~3ANUV,1.2500000e-03
59,0~1CNST,1.2500000e-03
60,0~24LTU,1.2500000e-03
61,0~0ELTT,1.2500000e-03
62,0~2IMUU,1.2500000e-03
63,0~3ANUV,1.2500000e-03
64,0~39KSV,1.2500000e-03
65,0~2DMSS,1.2500000e-03
66,0~3GMVS,1.2500000e-03
67,0~29MUS,1.2500000e-03
68,0~1AMTV,1.2500000e-03
69,0~35NTV,1.2500000e-03
70,0~2ALTU,1.2500000e-03
71,0~2FMVU,1.2500000e-03
72,0~3AMVT,1.2500000e-03
73,0~0AMSU,1.2500000e-03
74,0~07MVT,1.2500000e-03
75,0~39LVS,1.2500000e-03
76,0~1ANUU,1.2500000e-03
77,0~1BMVS,1.2500000e-03
78,0~08KTU,1.2500000e-03
79,0~3ENSS,1.2500000e-03
80,0~0AKVS,1.2500000e-03
81,0~2HNVU,1.2500000e-03
82,0~0AKUV,1.2500000e-03
83,0~2ALUV,1.2500000e-03
84,0~09NTU,1.2500000e-03
85,0~04KTV,1.2500000e-03
86,0~2ANVU,1.2500000e-03
87,0~3FNVT,1.2500000e-03
88,0~1ENTU,1.2500000e-03
89,0~09NTU,1.2500000e-03
90,0~39KVT,1.2500000e-03
91,0~1AMTV,1.2500000e-03
92,0~1FMTS,1.2500000e-03
93,0~38KUV,1.2500000e-03
94,0~2ALVT,1.2500000e-03
95,0~0JLSV,1.2500000e-03
96,0~0ANVS,1.2500000e-03
97,0~0JNVT,1.2500000e-03
98,0~3BKSV,1.2500000e-03
99,0~04KSV,1.2500000e-03
100,0~09NTS,1.2500000e-03
101,0~3EKUV,1.2500000e-03
102,0~19LUT,1.2500000e-03
103,0~1AMVU,1.2500000e-03
104,0~0FMTT,1.2500000e-03
105,0~2AMVU,1.2500000e-03
106,0~3ANSV,1.2500000e-03
107,0~39MVU,1.2500000e-03
108,0~08MVU,1.2500000e-03
109,0~19NSU,1.2500000e-03
110,0~04NSS,1.2500000e-03
111,0~18KUV,1.2500000e-03
112,0~1BLVV,1.2500000e-03
113,0~2AMST,1.2500000e-03
114,0~0FMTV,1.2500000e-03
115,0~2ANVU,1.2500000e-03
116,0~1FKUV,1.2500000e-03
117,0~19LTS,1.2500000e-03
118,0~1BMVV,1.2500000e-03
119,0~3DNSV,1.2500000e-03
120,0~2AKTT,1.2500000e-03
121,0~16KSS,1.2500000e-03
122,0~0ANVT,1.2500000e-03
123,0~0AKUT,1.2500000e-03
124,0~0BLTS,1.2500000e-03
125,0~29KVV,1.2500000e-03
126,0~1ELSS,1.2500000e-03
127,0~0JNSV,1.2500000e-03
128,0~15NTU,1.2500000e-03
129,0~3BNVV,1.2500000e-03
130,0~1JMVT,1.2500000e-03
131,0~3FNST,1.2500000e-03
132,0~29LSV,1.2500000e-03
133,0~1FMVU,1.2500000e-03
134,0~24MVV,1.2500000e-03
135,0~35MTV,1.2500000e-03
136,0~0ANUV,1.2500000e-03
137,0~08LUV,1.2500000e-03
138,0~1JMVS,1.2500000e-03
139,0~1CLVU,1.2500000e-03
140,0~1ELTU,1.2500000e-03
141,0~37KVS,1.2500000e-03
142,0~09LUS,1.2500000e-03
