#,,,,,,,"generated_by='OpenQuake engine 3.12.0-gitf8d01fc', start_date='2021-04-26T19:36:09', checksum=1546346122, risk_investigation_time=1.0, kind='agg_curves-quantile-0.5'"
return_period,loss_value,loss_type,nation,SS_Region,prname,loss_ratio,annual_frequency_of_exceedence
25,6.99745E+07,structural,Canada,East,Ontario,1.06466E-04,4.00000E-02
50,2.26367E+08,structural,Canada,East,Ontario,3.44416E-04,2.00000E-02
100,5.96773E+08,structural,Canada,East,Ontario,9.07984E-04,1.00000E-02
250,1.40470E+09,structural,Canada,East,Ontario,2.13724E-03,4.00000E-03
500,2.45340E+09,structural,Canada,East,Ontario,3.73282E-03,2.00000E-03
1000,4.32366E+09,structural,Canada,East,Ontario,6.57840E-03,1.00000E-03
2500,8.79995E+09,structural,Canada,East,Ontario,1.33890E-02,4.00000E-04
25,1.27167E+03,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.68826E-07,4.00000E-02
50,2.22070E+04,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.69446E-06,2.00000E-02
100,9.80417E+04,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.07256E-05,1.00000E-02
250,3.20738E+05,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,6.78026E-05,4.00000E-03
500,7.42333E+05,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.56926E-04,2.00000E-03
1000,1.45222E+06,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,3.06994E-04,1.00000E-03
2500,4.08235E+06,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,8.62991E-04,4.00000E-04
25,2.21870E+03,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.09405E-07,4.00000E-02
50,3.84606E+04,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.89650E-06,2.00000E-02
100,1.88633E+05,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,9.30154E-06,1.00000E-02
250,8.10878E+05,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,3.99845E-05,4.00000E-03
500,2.24487E+06,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.10695E-04,2.00000E-03
1000,5.76131E+06,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.84091E-04,1.00000E-03
2500,2.00747E+07,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,9.89889E-04,4.00000E-04
250,3.73900E-05,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.80039E-10,4.00000E-03
500,1.03706E-03,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,7.76722E-09,2.00000E-03
1000,1.71093E-02,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.28143E-07,1.00000E-03
2500,2.19808E-01,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.64629E-06,4.00000E-04
25,1.20998E+05,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.69675E-05,4.00000E-02
50,1.37969E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.93473E-04,2.00000E-02
100,4.57130E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,6.41031E-04,1.00000E-02
250,1.06556E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.49423E-03,4.00000E-03
500,1.66828E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.33942E-03,2.00000E-03
1000,2.35996E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,3.30937E-03,1.00000E-03
2500,4.07593E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,5.71565E-03,4.00000E-04
5,9.55647E+03,contents,Canada,East,Quebec / Québec,4.00285E-08,2.00000E-01
10,1.23075E+06,contents,Canada,East,Quebec / Québec,5.15516E-06,1.00000E-01
25,1.43327E+07,contents,Canada,East,Quebec / Québec,6.00342E-05,4.00000E-02
50,5.35228E+07,contents,Canada,East,Quebec / Québec,2.24187E-04,2.00000E-02
100,1.45810E+08,contents,Canada,East,Quebec / Québec,6.10743E-04,1.00000E-02
250,4.95035E+08,contents,Canada,East,Quebec / Québec,2.07352E-03,4.00000E-03
500,1.13704E+09,contents,Canada,East,Quebec / Québec,4.76264E-03,2.00000E-03
1000,2.68320E+09,contents,Canada,East,Quebec / Québec,1.12389E-02,1.00000E-03
2500,6.10835E+09,contents,Canada,East,Quebec / Québec,2.55856E-02,4.00000E-04
5,1.85926E+04,nonstructural,Canada,East,Quebec / Québec,1.57391E-08,2.00000E-01
10,3.39380E+06,nonstructural,Canada,East,Quebec / Québec,2.87294E-06,1.00000E-01
25,4.63163E+07,nonstructural,Canada,East,Quebec / Québec,3.92079E-05,4.00000E-02
50,2.14144E+08,nonstructural,Canada,East,Quebec / Québec,1.81278E-04,2.00000E-02
100,6.43036E+08,nonstructural,Canada,East,Quebec / Québec,5.44346E-04,1.00000E-02
250,2.43949E+09,nonstructural,Canada,East,Quebec / Québec,2.06509E-03,4.00000E-03
500,5.66797E+09,nonstructural,Canada,East,Quebec / Québec,4.79808E-03,2.00000E-03
1000,1.37631E+10,nonstructural,Canada,East,Quebec / Québec,1.16508E-02,1.00000E-03
2500,3.09213E+10,nonstructural,Canada,East,Quebec / Québec,2.61756E-02,4.00000E-04
10,2.40938E-03,occupants,Canada,East,Quebec / Québec,2.91049E-10,1.00000E-01
25,4.96018E-01,occupants,Canada,East,Quebec / Québec,5.99182E-08,4.00000E-02
50,3.70349E+00,occupants,Canada,East,Quebec / Québec,4.47376E-07,2.00000E-02
100,1.64049E+01,occupants,Canada,East,Quebec / Québec,1.98169E-06,1.00000E-02
250,7.36677E+01,occupants,Canada,East,Quebec / Québec,8.89895E-06,4.00000E-03
500,2.29672E+02,occupants,Canada,East,Quebec / Québec,2.77441E-05,2.00000E-03
1000,5.16816E+02,occupants,Canada,East,Quebec / Québec,6.24306E-05,1.00000E-03
2500,1.39136E+03,occupants,Canada,East,Quebec / Québec,1.68074E-04,4.00000E-04
5,7.65450E+05,structural,Canada,East,Quebec / Québec,1.97465E-06,2.00000E-01
10,3.59620E+07,structural,Canada,East,Quebec / Québec,9.27723E-05,1.00000E-01
25,3.13880E+08,structural,Canada,East,Quebec / Québec,8.09727E-04,4.00000E-02
50,7.67317E+08,structural,Canada,East,Quebec / Québec,1.97947E-03,2.00000E-02
100,1.38131E+09,structural,Canada,East,Quebec / Québec,3.56340E-03,1.00000E-02
250,2.85877E+09,structural,Canada,East,Quebec / Québec,7.37486E-03,4.00000E-03
500,4.99818E+09,structural,Canada,East,Quebec / Québec,1.28940E-02,2.00000E-03
1000,9.32948E+09,structural,Canada,East,Quebec / Québec,2.40675E-02,1.00000E-03
2500,1.92775E+10,structural,Canada,East,Quebec / Québec,4.97307E-02,4.00000E-04
25,9.70145E+02,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,6.59845E-08,4.00000E-02
50,1.88037E+04,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.27893E-06,2.00000E-02
100,1.24884E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,8.49399E-06,1.00000E-02
250,4.55231E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.09626E-05,4.00000E-03
500,1.12599E+06,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,7.65845E-05,2.00000E-03
1000,2.43345E+06,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.65511E-04,1.00000E-03
2500,7.11296E+06,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4.83789E-04,4.00000E-04
25,2.03182E+03,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.94890E-08,4.00000E-02
50,3.59996E+04,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.22484E-07,2.00000E-02
100,2.50272E+05,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.63234E-06,1.00000E-02
250,1.14371E+06,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.65994E-05,4.00000E-03
500,3.71669E+06,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.39426E-05,2.00000E-03
1000,1.01684E+07,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.47580E-04,1.00000E-03
2500,3.51905E+07,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.10741E-04,4.00000E-04
250,8.96261E-05,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.90951E-10,4.00000E-03
500,1.98771E-03,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4.23488E-09,2.00000E-03
1000,2.48404E-02,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.29231E-08,1.00000E-03
2500,4.52610E-01,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,9.64298E-07,4.00000E-04
25,9.69539E+04,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4.08839E-06,4.00000E-02
50,1.17864E+06,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4.97014E-05,2.00000E-02
100,5.91621E+06,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.49477E-04,1.00000E-02
250,1.61162E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,6.79596E-04,4.00000E-03
500,2.89791E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.22200E-03,2.00000E-03
1000,4.79411E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.02160E-03,1.00000E-03
2500,7.87155E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.31931E-03,4.00000E-04
100,1.00158E+01,contents,Canada,East_Arctic,Manitoba,6.53611E-08,1.00000E-02
250,1.24816E+03,contents,Canada,East_Arctic,Manitoba,8.14523E-06,4.00000E-03
500,5.33541E+03,contents,Canada,East_Arctic,Manitoba,3.48179E-05,2.00000E-03
1000,1.73621E+04,contents,Canada,East_Arctic,Manitoba,1.13302E-04,1.00000E-03
2500,6.64354E+04,contents,Canada,East_Arctic,Manitoba,4.33544E-04,4.00000E-04
100,3.94766E+01,nonstructural,Canada,East_Arctic,Manitoba,5.65763E-08,1.00000E-02
250,3.39011E+03,nonstructural,Canada,East_Arctic,Manitoba,4.85857E-06,4.00000E-03
500,1.33480E+04,nonstructural,Canada,East_Arctic,Manitoba,1.91298E-05,2.00000E-03
1000,5.62081E+04,nonstructural,Canada,East_Arctic,Manitoba,8.05552E-05,1.00000E-03
2500,2.41360E+05,nonstructural,Canada,East_Arctic,Manitoba,3.45908E-04,4.00000E-04
2500,6.75734E-05,occupants,Canada,East_Arctic,Manitoba,1.06825E-08,4.00000E-04
100,8.13988E+02,structural,Canada,East_Arctic,Manitoba,3.48403E-06,1.00000E-02
250,5.97966E+04,structural,Canada,East_Arctic,Manitoba,2.55941E-04,4.00000E-03
500,1.38508E+05,structural,Canada,East_Arctic,Manitoba,5.92841E-04,2.00000E-03
1000,2.77748E+05,structural,Canada,East_Arctic,Manitoba,1.18881E-03,1.00000E-03
2500,5.23315E+05,structural,Canada,East_Arctic,Manitoba,2.23989E-03,4.00000E-04
10,1.58133E+02,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.88512E-06,1.00000E-01
25,1.20888E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.97006E-05,4.00000E-02
50,3.61981E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,8.89340E-05,2.00000E-02
100,9.54501E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.34508E-04,1.00000E-02
250,3.70656E+04,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,9.10651E-04,4.00000E-03
500,1.03041E+05,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.53159E-03,2.00000E-03
1000,2.69100E+05,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.61142E-03,1.00000E-03
2500,7.08183E+05,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.73991E-02,4.00000E-04
10,6.35719E+02,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.83099E-06,1.00000E-01
25,5.92103E+03,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.70537E-05,4.00000E-02
50,2.42074E+04,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.97220E-05,2.00000E-02
100,8.80993E+04,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.53743E-04,1.00000E-02
250,3.81189E+05,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.09790E-03,4.00000E-03
500,1.00869E+06,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.90523E-03,2.00000E-03
1000,2.28127E+06,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.57049E-03,1.00000E-03
2500,5.53537E+06,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.59429E-02,4.00000E-04
250,7.06322E-06,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.13313E-08,4.00000E-03
500,1.40752E-04,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.25803E-07,2.00000E-03
1000,1.03871E-03,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.66637E-06,1.00000E-03
2500,6.70591E-03,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.07581E-05,4.00000E-04
10,2.07543E+04,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.03962E-04,1.00000E-01
25,7.52774E+04,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,7.39786E-04,4.00000E-02
50,1.67612E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.64720E-03,2.00000E-02
100,3.60629E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.54407E-03,1.00000E-02
250,6.40636E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.29582E-03,4.00000E-03
500,9.37604E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,9.21427E-03,2.00000E-03
1000,1.54639E+06,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.51971E-02,1.00000E-03
2500,3.39835E+06,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.33971E-02,4.00000E-04
10,4.11256E+01,contents,Canada,East_Arctic,Nunavut,4.01738E-08,1.00000E-01
25,1.76988E+03,contents,Canada,East_Arctic,Nunavut,1.72892E-06,4.00000E-02
50,6.23231E+03,contents,Canada,East_Arctic,Nunavut,6.08805E-06,2.00000E-02
100,1.82259E+04,contents,Canada,East_Arctic,Nunavut,1.78040E-05,1.00000E-02
250,6.03784E+04,contents,Canada,East_Arctic,Nunavut,5.89809E-05,4.00000E-03
500,1.54729E+05,contents,Canada,East_Arctic,Nunavut,1.51148E-04,2.00000E-03
1000,3.57591E+05,contents,Canada,East_Arctic,Nunavut,3.49314E-04,1.00000E-03
2500,1.23104E+06,contents,Canada,East_Arctic,Nunavut,1.20255E-03,4.00000E-04
10,1.47538E+02,nonstructural,Canada,East_Arctic,Nunavut,3.33622E-08,1.00000E-01
25,3.63513E+03,nonstructural,Canada,East_Arctic,Nunavut,8.21995E-07,4.00000E-02
50,1.58935E+04,nonstructural,Canada,East_Arctic,Nunavut,3.59392E-06,2.00000E-02
100,6.54358E+04,nonstructural,Canada,East_Arctic,Nunavut,1.47967E-05,1.00000E-02
250,2.87310E+05,nonstructural,Canada,East_Arctic,Nunavut,6.49681E-05,4.00000E-03
500,6.79616E+05,nonstructural,Canada,East_Arctic,Nunavut,1.53678E-04,2.00000E-03
1000,1.60880E+06,nonstructural,Canada,East_Arctic,Nunavut,3.63790E-04,1.00000E-03
2500,4.90994E+06,nonstructural,Canada,East_Arctic,Nunavut,1.11026E-03,4.00000E-04
100,1.05303E-06,occupants,Canada,East_Arctic,Nunavut,3.02540E-11,1.00000E-02
250,1.14631E-04,occupants,Canada,East_Arctic,Nunavut,3.29338E-09,4.00000E-03
500,8.90262E-04,occupants,Canada,East_Arctic,Nunavut,2.55775E-08,2.00000E-03
1000,6.47232E-03,occupants,Canada,East_Arctic,Nunavut,1.85952E-07,1.00000E-03
2500,5.42400E-02,occupants,Canada,East_Arctic,Nunavut,1.55833E-06,4.00000E-04
10,1.44682E+04,structural,Canada,East_Arctic,Nunavut,1.05062E-05,1.00000E-01
25,8.96508E+04,structural,Canada,East_Arctic,Nunavut,6.51008E-05,4.00000E-02
50,2.09938E+05,structural,Canada,East_Arctic,Nunavut,1.52449E-04,2.00000E-02
100,4.19375E+05,structural,Canada,East_Arctic,Nunavut,3.04533E-04,1.00000E-02
250,8.06398E+05,structural,Canada,East_Arctic,Nunavut,5.85574E-04,4.00000E-03
500,1.15887E+06,structural,Canada,East_Arctic,Nunavut,8.41523E-04,2.00000E-03
1000,1.64442E+06,structural,Canada,East_Arctic,Nunavut,1.19411E-03,1.00000E-03
2500,3.22488E+06,structural,Canada,East_Arctic,Nunavut,2.34178E-03,4.00000E-04
50,1.14292E+01,contents,Canada,East_Arctic,Quebec / Québec,1.82848E-07,2.00000E-02
100,1.99343E+02,contents,Canada,East_Arctic,Quebec / Québec,3.18916E-06,1.00000E-02
250,8.47170E+02,contents,Canada,East_Arctic,Quebec / Québec,1.35533E-05,4.00000E-03
500,1.84436E+03,contents,Canada,East_Arctic,Quebec / Québec,2.95066E-05,2.00000E-03
1000,3.70277E+03,contents,Canada,East_Arctic,Quebec / Québec,5.92382E-05,1.00000E-03
2500,1.47167E+04,contents,Canada,East_Arctic,Quebec / Québec,2.35443E-04,4.00000E-04
50,4.75563E+01,nonstructural,Canada,East_Arctic,Quebec / Québec,7.71719E-08,2.00000E-02
100,8.63082E+02,nonstructural,Canada,East_Arctic,Quebec / Québec,1.40057E-06,1.00000E-02
250,4.48780E+03,nonstructural,Canada,East_Arctic,Quebec / Québec,7.28257E-06,4.00000E-03
500,1.33463E+04,nonstructural,Canada,East_Arctic,Quebec / Québec,2.16578E-05,2.00000E-03
1000,4.22538E+04,nonstructural,Canada,East_Arctic,Quebec / Québec,6.85673E-05,1.00000E-03
2500,1.77375E+05,nonstructural,Canada,East_Arctic,Quebec / Québec,2.87835E-04,4.00000E-04
2500,1.77878E-06,occupants,Canada,East_Arctic,Quebec / Québec,6.56538E-10,4.00000E-04
50,3.59209E+03,structural,Canada,East_Arctic,Quebec / Québec,2.29870E-05,2.00000E-02
100,3.20644E+04,structural,Canada,East_Arctic,Quebec / Québec,2.05191E-04,1.00000E-02
250,9.89473E+04,structural,Canada,East_Arctic,Quebec / Québec,6.33197E-04,4.00000E-03
500,1.68336E+05,structural,Canada,East_Arctic,Quebec / Québec,1.07724E-03,2.00000E-03
1000,2.54603E+05,structural,Canada,East_Arctic,Quebec / Québec,1.62929E-03,1.00000E-03
2500,4.43206E+05,structural,Canada,East_Arctic,Quebec / Québec,2.83622E-03,4.00000E-04
5,8.04792E+06,contents,*total*,*total*,*total*,6.74816E-06,2.00000E-01
10,3.44906E+07,contents,*total*,*total*,*total*,2.89203E-05,1.00000E-01
25,1.58686E+08,contents,*total*,*total*,*total*,1.33058E-04,4.00000E-02
50,4.37598E+08,contents,*total*,*total*,*total*,3.66925E-04,2.00000E-02
100,1.06344E+09,contents,*total*,*total*,*total*,8.91690E-04,1.00000E-02
250,2.62577E+09,contents,*total*,*total*,*total*,2.20170E-03,4.00000E-03
500,4.41895E+09,contents,*total*,*total*,*total*,3.70527E-03,2.00000E-03
1000,6.62309E+09,contents,*total*,*total*,*total*,5.55344E-03,1.00000E-03
2500,1.06875E+10,contents,*total*,*total*,*total*,8.96148E-03,4.00000E-04
5,2.23019E+07,nonstructural,*total*,*total*,*total*,4.28243E-06,2.00000E-01
10,1.10071E+08,nonstructural,*total*,*total*,*total*,2.11358E-05,1.00000E-01
25,6.42458E+08,nonstructural,*total*,*total*,*total*,1.23365E-04,4.00000E-02
50,1.88862E+09,nonstructural,*total*,*total*,*total*,3.62654E-04,2.00000E-02
100,4.70385E+09,nonstructural,*total*,*total*,*total*,9.03235E-04,1.00000E-02
250,1.16326E+10,nonstructural,*total*,*total*,*total*,2.23370E-03,4.00000E-03
500,1.94420E+10,nonstructural,*total*,*total*,*total*,3.73327E-03,2.00000E-03
1000,3.02599E+10,nonstructural,*total*,*total*,*total*,5.81053E-03,1.00000E-03
2500,4.77164E+10,nonstructural,*total*,*total*,*total*,9.16252E-03,4.00000E-04
5,1.17112E-01,occupants,*total*,*total*,*total*,3.33161E-09,2.00000E-01
10,1.40629E+00,occupants,*total*,*total*,*total*,4.00064E-08,1.00000E-01
25,1.13776E+01,occupants,*total*,*total*,*total*,3.23673E-07,4.00000E-02
50,4.52585E+01,occupants,*total*,*total*,*total*,1.28752E-06,2.00000E-02
100,1.37484E+02,occupants,*total*,*total*,*total*,3.91115E-06,1.00000E-02
250,4.43858E+02,occupants,*total*,*total*,*total*,1.26269E-05,4.00000E-03
500,8.01773E+02,occupants,*total*,*total*,*total*,2.28089E-05,2.00000E-03
1000,1.37940E+03,occupants,*total*,*total*,*total*,3.92413E-05,1.00000E-03
2500,2.36244E+03,occupants,*total*,*total*,*total*,6.72070E-05,4.00000E-04
5,1.26223E+08,structural,*total*,*total*,*total*,6.86071E-05,2.00000E-01
10,4.12712E+08,structural,*total*,*total*,*total*,2.24325E-04,1.00000E-01
25,1.23281E+09,structural,*total*,*total*,*total*,6.70078E-04,4.00000E-02
50,2.24381E+09,structural,*total*,*total*,*total*,1.21960E-03,2.00000E-02
100,4.13990E+09,structural,*total*,*total*,*total*,2.25019E-03,1.00000E-02
250,8.60765E+09,structural,*total*,*total*,*total*,4.67859E-03,4.00000E-03
500,1.35278E+10,structural,*total*,*total*,*total*,7.35285E-03,2.00000E-03
1000,1.89149E+10,structural,*total*,*total*,*total*,1.02810E-02,1.00000E-03
2500,3.03146E+10,structural,*total*,*total*,*total*,1.64771E-02,4.00000E-04
