#,,,,,,,"generated_by='OpenQuake engine 3.12.0-gitf8d01fc', start_date='2021-04-26T19:36:09', checksum=1546346122, risk_investigation_time=1.0, kind='agg_curves-mean'"
return_period,loss_value,loss_type,nation,SS_Region,prname,loss_ratio,annual_frequency_of_exceedence
5,1.16217E+04,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.73658E-07,2.00000E-01
10,4.00032E+05,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,9.41959E-06,1.00000E-01
25,4.21326E+06,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,9.92101E-05,4.00000E-02
50,1.34910E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,3.17673E-04,2.00000E-02
100,3.44030E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,8.10091E-04,1.00000E-02
250,9.16562E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.15824E-03,4.00000E-03
500,1.86142E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,4.38310E-03,2.00000E-03
1000,3.20568E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,7.54846E-03,1.00000E-03
2500,6.17471E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.45397E-02,4.00000E-04
250,6.88748E+01,contents,Canada,East,Nunavut,1.97506E-06,4.00000E-03
500,3.11189E+02,contents,Canada,East,Nunavut,8.92367E-06,2.00000E-03
1000,9.75643E+02,contents,Canada,East,Nunavut,2.79776E-05,1.00000E-03
2500,5.44008E+03,contents,Canada,East,Nunavut,1.56000E-04,4.00000E-04
250,8.05198E+01,nonstructural,Canada,East,Nunavut,5.90488E-07,4.00000E-03
500,6.26679E+02,nonstructural,Canada,East,Nunavut,4.59572E-06,2.00000E-03
1000,3.56577E+03,nonstructural,Canada,East,Nunavut,2.61494E-05,1.00000E-03
2500,2.23408E+04,nonstructural,Canada,East,Nunavut,1.63835E-04,4.00000E-04
1000,1.21121E-09,occupants,Canada,East,Nunavut,1.00095E-12,1.00000E-03
2500,7.41620E-05,occupants,Canada,East,Nunavut,6.12878E-08,4.00000E-04
250,6.45701E+03,structural,Canada,East,Nunavut,1.75826E-04,4.00000E-03
500,2.22904E+04,structural,Canada,East,Nunavut,6.06975E-04,2.00000E-03
1000,5.06055E+04,structural,Canada,East,Nunavut,1.37800E-03,1.00000E-03
2500,9.95422E+04,structural,Canada,East,Nunavut,2.71057E-03,4.00000E-04
5,4.70443E+04,contents,Canada,East,Ontario,1.09092E-07,2.00000E-01
10,9.40162E+05,contents,Canada,East,Ontario,2.18015E-06,1.00000E-01
25,1.10875E+07,contents,Canada,East,Ontario,2.57109E-05,4.00000E-02
50,4.58734E+07,contents,Canada,East,Ontario,1.06376E-04,2.00000E-02
100,1.50868E+08,contents,Canada,East,Ontario,3.49849E-04,1.00000E-02
250,5.69616E+08,contents,Canada,East,Ontario,1.32089E-03,4.00000E-03
500,1.28696E+09,contents,Canada,East,Ontario,2.98434E-03,2.00000E-03
1000,2.42948E+09,contents,Canada,East,Ontario,5.63374E-03,1.00000E-03
2500,4.86811E+09,contents,Canada,East,Ontario,1.12887E-02,4.00000E-04
5,8.44318E+04,nonstructural,Canada,East,Ontario,4.67704E-08,2.00000E-01
10,1.92194E+06,nonstructural,Canada,East,Ontario,1.06464E-06,1.00000E-01
25,2.95533E+07,nonstructural,Canada,East,Ontario,1.63708E-05,4.00000E-02
50,1.48108E+08,nonstructural,Canada,East,Ontario,8.20432E-05,2.00000E-02
100,5.63887E+08,nonstructural,Canada,East,Ontario,3.12361E-04,1.00000E-02
250,2.37359E+09,nonstructural,Canada,East,Ontario,1.31483E-03,4.00000E-03
500,5.50761E+09,nonstructural,Canada,East,Ontario,3.05090E-03,2.00000E-03
1000,1.06784E+10,nonstructural,Canada,East,Ontario,5.91522E-03,1.00000E-03
2500,2.15755E+10,nonstructural,Canada,East,Ontario,1.19516E-02,4.00000E-04
10,3.23688E-04,occupants,Canada,East,Ontario,2.37988E-11,1.00000E-01
25,1.11314E-01,occupants,Canada,East,Ontario,8.18423E-09,4.00000E-02
50,1.51570E+00,occupants,Canada,East,Ontario,1.11440E-07,2.00000E-02
100,9.83221E+00,occupants,Canada,East,Ontario,7.22900E-07,1.00000E-02
250,6.78132E+01,occupants,Canada,East,Ontario,4.98588E-06,4.00000E-03
500,2.01743E+02,occupants,Canada,East,Ontario,1.48329E-05,2.00000E-03
1000,4.44883E+02,occupants,Canada,East,Ontario,3.27095E-05,1.00000E-03
2500,1.09906E+03,occupants,Canada,East,Ontario,8.08067E-05,4.00000E-04
5,1.09318E+06,structural,Canada,East,Ontario,1.66326E-06,2.00000E-01
10,1.59850E+07,structural,Canada,East,Ontario,2.43210E-05,1.00000E-01
25,1.25089E+08,structural,Canada,East,Ontario,1.90322E-04,4.00000E-02
50,3.76619E+08,structural,Canada,East,Ontario,5.73022E-04,2.00000E-02
100,9.00453E+08,structural,Canada,East,Ontario,1.37003E-03,1.00000E-02
250,2.35508E+09,structural,Canada,East,Ontario,3.58324E-03,4.00000E-03
500,4.36082E+09,structural,Canada,East,Ontario,6.63494E-03,2.00000E-03
1000,7.36544E+09,structural,Canada,East,Ontario,1.12064E-02,1.00000E-03
2500,1.35001E+10,structural,Canada,East,Ontario,2.05402E-02,4.00000E-04
5,6.54293E+00,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.38315E-09,2.00000E-01
10,1.30655E+03,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.76199E-07,1.00000E-01
25,2.54233E+04,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,5.37439E-06,4.00000E-02
50,1.06847E+05,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.25870E-05,2.00000E-02
100,4.17257E+05,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,8.82064E-05,1.00000E-02
250,1.90214E+06,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.02104E-04,4.00000E-03
500,4.60645E+06,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,9.73783E-04,2.00000E-03
1000,1.18605E+07,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.50726E-03,1.00000E-03
2500,3.09679E+07,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,6.54648E-03,4.00000E-04
5,1.51583E+01,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,7.47460E-10,2.00000E-01
10,2.19692E+03,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.08330E-07,1.00000E-01
25,5.34585E+04,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.63605E-06,4.00000E-02
50,3.01978E+05,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.48906E-05,2.00000E-02
100,1.59413E+06,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,7.86070E-05,1.00000E-02
250,8.47635E+06,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.17971E-04,4.00000E-03
500,2.09420E+07,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.03265E-03,2.00000E-03
1000,5.17050E+07,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.54959E-03,1.00000E-03
2500,1.36238E+08,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,6.71794E-03,4.00000E-04
25,8.30888E-07,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,6.22308E-12,4.00000E-02
50,1.69229E-04,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.26747E-09,2.00000E-02
100,6.03868E-03,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.52277E-08,1.00000E-02
250,1.00677E-01,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,7.54037E-07,4.00000E-03
500,3.89936E-01,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.92049E-06,2.00000E-03
1000,1.43845E+00,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.07735E-05,1.00000E-03
2500,4.95007E+00,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,3.70744E-05,4.00000E-04
5,1.25821E+03,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.76438E-07,2.00000E-01
10,8.49522E+04,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.19128E-05,1.00000E-01
25,1.06209E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.48936E-04,4.00000E-02
50,3.30841E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.63936E-04,2.00000E-02
100,8.03633E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.12693E-03,1.00000E-02
250,1.88467E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.64287E-03,4.00000E-03
500,3.05922E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.28992E-03,2.00000E-03
1000,5.28967E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,7.41768E-03,1.00000E-03
2500,1.05762E+08,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.48309E-02,4.00000E-04
5,4.68351E+05,contents,Canada,East,Quebec / Québec,1.96175E-06,2.00000E-01
10,4.54896E+06,contents,Canada,East,Quebec / Québec,1.90539E-05,1.00000E-01
25,3.46418E+07,contents,Canada,East,Quebec / Québec,1.45101E-04,4.00000E-02
50,1.11749E+08,contents,Canada,East,Quebec / Québec,4.68077E-04,2.00000E-02
100,2.86273E+08,contents,Canada,East,Quebec / Québec,1.19909E-03,1.00000E-02
250,9.42465E+08,contents,Canada,East,Quebec / Québec,3.94763E-03,4.00000E-03
500,2.08953E+09,contents,Canada,East,Quebec / Québec,8.75225E-03,2.00000E-03
1000,4.00120E+09,contents,Canada,East,Quebec / Québec,1.67596E-02,1.00000E-03
2500,8.27880E+09,contents,Canada,East,Quebec / Québec,3.46768E-02,4.00000E-04
5,1.30947E+06,nonstructural,Canada,East,Quebec / Québec,1.10850E-06,2.00000E-01
10,1.48742E+07,nonstructural,Canada,East,Quebec / Québec,1.25914E-05,1.00000E-01
25,1.39771E+08,nonstructural,Canada,East,Quebec / Québec,1.18320E-04,4.00000E-02
50,5.04175E+08,nonstructural,Canada,East,Quebec / Québec,4.26796E-04,2.00000E-02
100,1.37102E+09,nonstructural,Canada,East,Quebec / Québec,1.16060E-03,1.00000E-02
250,4.77325E+09,nonstructural,Canada,East,Quebec / Québec,4.04068E-03,4.00000E-03
500,1.05915E+10,nonstructural,Canada,East,Quebec / Québec,8.96596E-03,2.00000E-03
1000,2.05282E+10,nonstructural,Canada,East,Quebec / Québec,1.73777E-02,1.00000E-03
2500,4.22562E+10,nonstructural,Canada,East,Quebec / Québec,3.57709E-02,4.00000E-04
5,3.77943E-03,occupants,Canada,East,Quebec / Québec,4.56549E-10,2.00000E-01
10,1.69800E-01,occupants,Canada,East,Quebec / Québec,2.05116E-08,1.00000E-01
25,2.87564E+00,occupants,Canada,East,Quebec / Québec,3.47373E-07,4.00000E-02
50,1.26873E+01,occupants,Canada,East,Quebec / Québec,1.53261E-06,2.00000E-02
100,4.00815E+01,occupants,Canada,East,Quebec / Québec,4.84178E-06,1.00000E-02
250,1.69689E+02,occupants,Canada,East,Quebec / Québec,2.04981E-05,4.00000E-03
500,4.28514E+02,occupants,Canada,East,Quebec / Québec,5.17639E-05,2.00000E-03
1000,9.17270E+02,occupants,Canada,East,Quebec / Québec,1.10805E-04,1.00000E-03
2500,2.11477E+03,occupants,Canada,East,Quebec / Québec,2.55461E-04,4.00000E-04
5,1.31733E+07,structural,Canada,East,Quebec / Québec,3.39836E-05,2.00000E-01
10,9.81499E+07,structural,Canada,East,Quebec / Québec,2.53200E-04,1.00000E-01
25,4.73368E+08,structural,Canada,East,Quebec / Québec,1.22116E-03,4.00000E-02
50,1.02907E+09,structural,Canada,East,Quebec / Québec,2.65472E-03,2.00000E-02
100,1.86585E+09,structural,Canada,East,Quebec / Québec,4.81340E-03,1.00000E-02
250,4.12766E+09,structural,Canada,East,Quebec / Québec,1.06483E-02,4.00000E-03
500,7.53913E+09,structural,Canada,East,Quebec / Québec,1.94489E-02,2.00000E-03
1000,1.29730E+10,structural,Canada,East,Quebec / Québec,3.34670E-02,1.00000E-03
2500,2.45101E+10,structural,Canada,East,Quebec / Québec,6.32294E-02,4.00000E-04
10,2.84358E+02,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.93406E-08,1.00000E-01
25,1.67482E+04,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.13913E-06,4.00000E-02
50,1.24809E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,8.48889E-06,2.00000E-02
100,5.24034E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.56422E-05,1.00000E-02
250,3.05319E+06,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.07663E-04,4.00000E-03
500,8.76374E+06,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.96066E-04,2.00000E-03
1000,2.07086E+07,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.40850E-03,1.00000E-03
2500,4.68216E+07,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.18458E-03,4.00000E-04
10,5.86337E+02,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,8.50986E-09,1.00000E-01
25,3.89985E+04,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.66009E-07,4.00000E-02
50,3.98691E+05,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.78644E-06,2.00000E-02
100,2.05059E+06,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.97615E-05,1.00000E-02
250,1.41411E+07,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.05239E-04,4.00000E-03
500,4.10442E+07,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.95700E-04,2.00000E-03
1000,9.60030E+07,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.39335E-03,1.00000E-03
2500,2.18694E+08,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.17404E-03,4.00000E-04
50,2.72142E-04,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.79805E-10,2.00000E-02
100,7.55816E-03,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.61029E-08,1.00000E-02
250,1.64615E-01,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.50717E-07,4.00000E-03
500,8.84238E-01,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.88389E-06,2.00000E-03
1000,2.72148E+00,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.79818E-06,1.00000E-03
2500,7.99442E+00,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.70323E-05,4.00000E-04
5,2.88152E+01,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.21509E-09,2.00000E-01
10,2.45072E+04,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.03343E-06,1.00000E-01
25,7.66768E+05,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.23334E-05,4.00000E-02
50,3.97694E+06,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.67701E-04,2.00000E-02
100,1.17022E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4.93463E-04,1.00000E-02
250,3.33519E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.40640E-03,4.00000E-03
500,6.25515E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.63770E-03,2.00000E-03
1000,1.05306E+08,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4.44056E-03,1.00000E-03
2500,1.88583E+08,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,7.95223E-03,4.00000E-04
50,3.23603E+01,contents,Canada,East_Arctic,Manitoba,2.11177E-07,2.00000E-02
100,4.56186E+02,contents,Canada,East_Arctic,Manitoba,2.97698E-06,1.00000E-02
250,4.34017E+03,contents,Canada,East_Arctic,Manitoba,2.83231E-05,4.00000E-03
500,1.53575E+04,contents,Canada,East_Arctic,Manitoba,1.00220E-04,2.00000E-03
1000,4.39040E+04,contents,Canada,East_Arctic,Manitoba,2.86509E-04,1.00000E-03
2500,1.53874E+05,contents,Canada,East_Arctic,Manitoba,1.00416E-03,4.00000E-04
50,1.03387E+02,nonstructural,Canada,East_Arctic,Manitoba,1.48171E-07,2.00000E-02
100,1.30143E+03,nonstructural,Canada,East_Arctic,Manitoba,1.86515E-06,1.00000E-02
250,1.33551E+04,nonstructural,Canada,East_Arctic,Manitoba,1.91400E-05,4.00000E-03
500,5.42582E+04,nonstructural,Canada,East_Arctic,Manitoba,7.77606E-05,2.00000E-03
1000,1.76195E+05,nonstructural,Canada,East_Arctic,Manitoba,2.52515E-04,1.00000E-03
2500,5.99294E+05,nonstructural,Canada,East_Arctic,Manitoba,8.58884E-04,4.00000E-04
250,7.57531E-08,occupants,Canada,East_Arctic,Manitoba,1.19756E-11,4.00000E-03
500,2.12211E-05,occupants,Canada,East_Arctic,Manitoba,3.35479E-09,2.00000E-03
1000,3.78800E-04,occupants,Canada,East_Arctic,Manitoba,5.98837E-08,1.00000E-03
2500,4.85008E-03,occupants,Canada,East_Arctic,Manitoba,7.66739E-07,4.00000E-04
25,1.59823E+00,structural,Canada,East_Arctic,Manitoba,6.84075E-09,4.00000E-02
50,2.08547E+03,structural,Canada,East_Arctic,Manitoba,8.92622E-06,2.00000E-02
100,1.72796E+04,structural,Canada,East_Arctic,Manitoba,7.39601E-05,1.00000E-02
250,9.48345E+04,structural,Canada,East_Arctic,Manitoba,4.05910E-04,4.00000E-03
500,2.06969E+05,structural,Canada,East_Arctic,Manitoba,8.85868E-04,2.00000E-03
1000,3.87821E+05,structural,Canada,East_Arctic,Manitoba,1.65995E-03,1.00000E-03
2500,7.53966E+05,structural,Canada,East_Arctic,Manitoba,3.22712E-03,4.00000E-04
10,1.40211E+02,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.44480E-06,1.00000E-01
25,1.12213E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.75692E-05,4.00000E-02
50,3.41886E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,8.39969E-05,2.00000E-02
100,9.53748E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.34323E-04,1.00000E-02
250,4.06476E+04,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,9.98656E-04,4.00000E-03
500,1.19348E+05,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.93221E-03,2.00000E-03
1000,2.87282E+05,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,7.05812E-03,1.00000E-03
2500,7.54365E+05,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.85337E-02,4.00000E-04
10,5.63426E+02,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.62277E-06,1.00000E-01
25,5.57014E+03,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.60431E-05,4.00000E-02
50,2.38023E+04,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.85552E-05,2.00000E-02
100,8.92533E+04,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.57066E-04,1.00000E-02
250,4.07758E+05,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.17442E-03,4.00000E-03
500,1.09996E+06,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.16808E-03,2.00000E-03
1000,2.45402E+06,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,7.06804E-03,1.00000E-03
2500,6.00873E+06,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.73063E-02,4.00000E-04
250,2.23451E-05,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.58475E-08,4.00000E-03
500,2.39027E-04,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.83462E-07,2.00000E-03
1000,1.50398E-03,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.41279E-06,1.00000E-03
2500,8.40663E-03,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.34865E-05,4.00000E-04
10,1.66796E+04,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.63918E-04,1.00000E-01
25,6.81526E+04,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.69767E-04,4.00000E-02
50,1.56066E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.53373E-03,2.00000E-02
100,3.36215E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.30414E-03,1.00000E-02
250,6.38401E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.27387E-03,4.00000E-03
500,9.81699E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,9.64761E-03,2.00000E-03
1000,1.67086E+06,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.64203E-02,1.00000E-03
2500,3.77280E+06,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.70771E-02,4.00000E-04
5,6.91620E+00,contents,Canada,East_Arctic,Nunavut,6.75612E-09,2.00000E-01
10,3.12371E+02,contents,Canada,East_Arctic,Nunavut,3.05141E-07,1.00000E-01
25,3.73310E+03,contents,Canada,East_Arctic,Nunavut,3.64670E-06,4.00000E-02
50,1.39181E+04,contents,Canada,East_Arctic,Nunavut,1.35960E-05,2.00000E-02
100,4.32519E+04,contents,Canada,East_Arctic,Nunavut,4.22508E-05,1.00000E-02
250,1.62259E+05,contents,Canada,East_Arctic,Nunavut,1.58504E-04,4.00000E-03
500,3.91217E+05,contents,Canada,East_Arctic,Nunavut,3.82162E-04,2.00000E-03
1000,8.90419E+05,contents,Canada,East_Arctic,Nunavut,8.69809E-04,1.00000E-03
2500,2.27729E+06,contents,Canada,East_Arctic,Nunavut,2.22458E-03,4.00000E-04
5,2.69293E+01,nonstructural,Canada,East_Arctic,Nunavut,6.08939E-09,2.00000E-01
10,8.60387E+02,nonstructural,Canada,East_Arctic,Nunavut,1.94555E-07,1.00000E-01
25,1.28660E+04,nonstructural,Canada,East_Arctic,Nunavut,2.90932E-06,4.00000E-02
50,6.04477E+04,nonstructural,Canada,East_Arctic,Nunavut,1.36688E-05,2.00000E-02
100,2.05230E+05,nonstructural,Canada,East_Arctic,Nunavut,4.64078E-05,1.00000E-02
250,7.39878E+05,nonstructural,Canada,East_Arctic,Nunavut,1.67305E-04,4.00000E-03
500,1.70856E+06,nonstructural,Canada,East_Arctic,Nunavut,3.86349E-04,2.00000E-03
1000,3.61837E+06,nonstructural,Canada,East_Arctic,Nunavut,8.18206E-04,1.00000E-03
2500,8.84218E+06,nonstructural,Canada,East_Arctic,Nunavut,1.99944E-03,4.00000E-04
25,1.76140E-07,occupants,Canada,East_Arctic,Nunavut,5.06056E-12,4.00000E-02
50,1.47221E-05,occupants,Canada,East_Arctic,Nunavut,4.22972E-10,2.00000E-02
100,2.11006E-04,occupants,Canada,East_Arctic,Nunavut,6.06227E-09,1.00000E-02
250,2.49362E-03,occupants,Canada,East_Arctic,Nunavut,7.16425E-08,4.00000E-03
500,1.33544E-02,occupants,Canada,East_Arctic,Nunavut,3.83677E-07,2.00000E-03
1000,5.52047E-02,occupants,Canada,East_Arctic,Nunavut,1.58605E-06,1.00000E-03
2500,2.33821E-01,occupants,Canada,East_Arctic,Nunavut,6.71777E-06,4.00000E-04
5,3.72168E+03,structural,Canada,East_Arctic,Nunavut,2.70254E-06,2.00000E-01
10,3.21559E+04,structural,Canada,East_Arctic,Nunavut,2.33503E-05,1.00000E-01
25,1.55284E+05,structural,Canada,East_Arctic,Nunavut,1.12761E-04,4.00000E-02
50,3.43145E+05,structural,Canada,East_Arctic,Nunavut,2.49179E-04,2.00000E-02
100,6.29886E+05,structural,Canada,East_Arctic,Nunavut,4.57398E-04,1.00000E-02
250,1.19674E+06,structural,Canada,East_Arctic,Nunavut,8.69024E-04,4.00000E-03
500,1.83998E+06,structural,Canada,East_Arctic,Nunavut,1.33612E-03,2.00000E-03
1000,2.84256E+06,structural,Canada,East_Arctic,Nunavut,2.06415E-03,1.00000E-03
2500,5.45376E+06,structural,Canada,East_Arctic,Nunavut,3.96030E-03,4.00000E-04
25,6.20230E+00,contents,Canada,East_Arctic,Quebec / Québec,9.92264E-08,4.00000E-02
50,7.03175E+01,contents,Canada,East_Arctic,Quebec / Québec,1.12496E-06,2.00000E-02
100,3.44859E+02,contents,Canada,East_Arctic,Quebec / Québec,5.51717E-06,1.00000E-02
250,1.63761E+03,contents,Canada,East_Arctic,Quebec / Québec,2.61990E-05,4.00000E-03
500,5.15983E+03,contents,Canada,East_Arctic,Quebec / Québec,8.25486E-05,2.00000E-03
1000,1.47588E+04,contents,Canada,East_Arctic,Quebec / Québec,2.36117E-04,1.00000E-03
2500,5.91787E+04,contents,Canada,East_Arctic,Quebec / Québec,9.46761E-04,4.00000E-04
25,2.56902E+01,nonstructural,Canada,East_Arctic,Quebec / Québec,4.16888E-08,4.00000E-02
50,3.23116E+02,nonstructural,Canada,East_Arctic,Quebec / Québec,5.24337E-07,2.00000E-02
100,2.06615E+03,nonstructural,Canada,East_Arctic,Quebec / Québec,3.35285E-06,1.00000E-02
250,1.52418E+04,nonstructural,Canada,East_Arctic,Quebec / Québec,2.47337E-05,4.00000E-03
500,5.41026E+04,nonstructural,Canada,East_Arctic,Quebec / Québec,8.77951E-05,2.00000E-03
1000,1.56308E+05,nonstructural,Canada,East_Arctic,Quebec / Québec,2.53649E-04,1.00000E-03
2500,5.61271E+05,nonstructural,Canada,East_Arctic,Quebec / Québec,9.10803E-04,4.00000E-04
500,7.74612E-06,occupants,Canada,East_Arctic,Quebec / Québec,2.85904E-09,2.00000E-03
1000,7.66168E-05,occupants,Canada,East_Arctic,Quebec / Québec,2.82788E-08,1.00000E-03
2500,7.86562E-04,occupants,Canada,East_Arctic,Quebec / Québec,2.90315E-07,4.00000E-04
25,1.26639E+03,structural,Canada,East_Arctic,Quebec / Québec,8.10404E-06,4.00000E-02
50,1.15093E+04,structural,Canada,East_Arctic,Quebec / Québec,7.36520E-05,2.00000E-02
100,4.43833E+04,structural,Canada,East_Arctic,Quebec / Québec,2.84024E-04,1.00000E-02
250,1.33046E+05,structural,Canada,East_Arctic,Quebec / Québec,8.51407E-04,4.00000E-03
500,2.32681E+05,structural,Canada,East_Arctic,Quebec / Québec,1.48901E-03,2.00000E-03
1000,3.73942E+05,structural,Canada,East_Arctic,Quebec / Québec,2.39298E-03,1.00000E-03
2500,6.75027E+05,structural,Canada,East_Arctic,Quebec / Québec,4.31972E-03,4.00000E-04
