rlz_id,branch_path,weight
0,0~3ALST,6.2499999e-04
1,0~0BLUT,6.2499999e-04
2,0~16LUS,6.2499999e-04
3,0~29MTV,6.2499999e-04
4,0~1ALVU,6.2499999e-04
5,0~24MTT,6.2499999e-04
6,0~1HMTT,6.2499999e-04
7,0~2AMVV,6.2499999e-04
8,0~0BLUV,6.2499999e-04
9,0~39MSU,6.2499999e-04
10,0~0DKTU,6.2499999e-04
11,0~2BMUT,6.2499999e-04
12,0~1EMSV,6.2499999e-04
13,0~1ANUT,6.2499999e-04
14,0~09MSV,6.2499999e-04
15,0~37NTT,6.2499999e-04
16,0~0HNUS,6.2499999e-04
17,0~25NSU,6.2499999e-04
18,0~0EKVU,6.2499999e-04
19,0~15NST,6.2499999e-04
20,0~35KVT,6.2499999e-04
21,0~09NVV,6.2499999e-04
22,0~1ELTU,6.2499999e-04
23,0~0AKTS,6.2499999e-04
24,0~16KUS,6.2499999e-04
25,0~0HNUT,6.2499999e-04
26,0~37NST,6.2499999e-04
27,0~29NVU,6.2499999e-04
28,0~1ENSS,6.2499999e-04
29,0~2AKTS,6.2499999e-04
30,0~09NVU,6.2499999e-04
31,0~38KTV,6.2499999e-04
32,0~3FMUV,6.2499999e-04
33,0~0CKSU,6.2499999e-04
34,0~08LSU,6.2499999e-04
35,0~19LTV,6.2499999e-04
36,0~1BKVV,6.2499999e-04
37,0~39NSU,6.2499999e-04
38,0~0AKTT,6.2499999e-04
39,0~0CLVU,6.2499999e-04
40,0~39LTT,6.2499999e-04
41,0~3ALUS,6.2499999e-04
42,0~3ANSS,6.2499999e-04
43,0~2ALTT,6.2499999e-04
44,0~1ANVV,6.2499999e-04
45,0~0AMTS,6.2499999e-04
46,0~2AMTS,6.2499999e-04
47,0~1AMTT,6.2499999e-04
48,0~0JMTT,6.2499999e-04
49,0~1AMUT,6.2499999e-04
50,0~0BKVT,6.2499999e-04
51,0~3CMSV,6.2499999e-04
52,0~2BLSS,6.2499999e-04
53,0~2JMUU,6.2499999e-04
54,0~3ALTS,6.2499999e-04
55,0~0EKSS,6.2499999e-04
56,0~3AKTS,6.2499999e-04
57,0~2ALST,6.2499999e-04
58,0~3ANUV,6.2499999e-04
59,0~1CNST,6.2499999e-04
60,0~24LTU,6.2499999e-04
61,0~0ELTT,6.2499999e-04
62,0~2IMUU,6.2499999e-04
63,0~3ANUV,6.2499999e-04
64,0~39KSV,6.2499999e-04
65,0~2DMSS,6.2499999e-04
66,0~3GMVS,6.2499999e-04
67,0~29MUS,6.2499999e-04
68,0~1AMTV,6.2499999e-04
69,0~35NTV,6.2499999e-04
70,0~2ALTU,6.2499999e-04
71,0~2FMVU,6.2499999e-04
72,0~3AMVT,6.2499999e-04
73,0~0AMSU,6.2499999e-04
74,0~07MVT,6.2499999e-04
75,0~39LVS,6.2499999e-04
76,0~1ANUU,6.2499999e-04
77,0~1BMVS,6.2499999e-04
78,0~08KTU,6.2499999e-04
79,0~3ENSS,6.2499999e-04
80,0~0AKVS,6.2499999e-04
81,0~2HNVU,6.2499999e-04
82,0~0AKUV,6.2499999e-04
83,0~2ALUV,6.2499999e-04
84,0~09NTU,6.2499999e-04
85,0~04KTV,6.2499999e-04
86,0~2ANVU,6.2499999e-04
87,0~3FNVT,6.2499999e-04
88,0~1ENTU,6.2499999e-04
89,0~09NTU,6.2499999e-04
90,0~39KVT,6.2499999e-04
91,0~1AMTV,6.2499999e-04
92,0~1FMTS,6.2499999e-04
93,0~38KUV,6.2499999e-04
94,0~2ALVT,6.2499999e-04
95,0~0JLSV,6.2499999e-04
96,0~0ANVS,6.2499999e-04
97,0~0JNVT,6.2499999e-04
98,0~3BKSV,6.2499999e-04
99,0~04KSV,6.2499999e-04
100,0~09NTS,6.2499999e-04
101,0~3EKUV,6.2499999e-04
102,0~19LUT,6.2499999e-04
103,0~1AMVU,6.2499999e-04
