rlz_id,branch_path,weight
0,0~3ALST,2.0000000e-02
1,0~0BLUT,2.0000000e-02
2,0~16LUS,2.0000000e-02
3,0~29MTV,2.0000000e-02
4,0~1ALVU,2.0000000e-02
5,0~24MTT,2.0000000e-02
6,1~1HMTT,2.0000000e-02
7,1~2AMVV,2.0000000e-02
8,1~0BLUV,2.0000000e-02
9,1~39MSU,2.0000000e-02
10,1~0DKTU,2.0000000e-02
11,1~2BMUT,2.0000000e-02
12,1~1EMSV,2.0000000e-02
13,2~1ANUT,2.0000000e-02
14,2~09MSV,2.0000000e-02
15,2~37NTT,2.0000000e-02
16,2~0HNUS,2.0000000e-02
17,2~25NSU,2.0000000e-02
18,2~0EKVU,2.0000000e-02
19,2~15NST,2.0000000e-02
20,2~35KVT,2.0000000e-02
21,2~09NVV,2.0000000e-02
22,2~1ELTU,2.0000000e-02
23,2~0AKTS,2.0000000e-02
24,2~16KUS,2.0000000e-02
25,2~0HNUT,2.0000000e-02
26,2~37NST,2.0000000e-02
27,3~29NVU,2.0000000e-02
28,3~1ENSS,2.0000000e-02
29,3~2AKTS,2.0000000e-02
30,3~09NVU,2.0000000e-02
31,3~38KTV,2.0000000e-02
32,3~3FMUV,2.0000000e-02
33,3~0CKSU,2.0000000e-02
34,3~08LSU,2.0000000e-02
35,4~19LTV,2.0000000e-02
36,4~1BKVV,2.0000000e-02
37,4~39NSU,2.0000000e-02
38,4~0AKTT,2.0000000e-02
39,4~0CLVU,2.0000000e-02
40,4~39LTT,2.0000000e-02
41,4~3ALUS,2.0000000e-02
42,4~3ANSS,2.0000000e-02
43,5~2ALTT,2.0000000e-02
44,5~1ANVV,2.0000000e-02
45,5~0AMTS,2.0000000e-02
46,5~2AMTS,2.0000000e-02
47,5~1AMTT,2.0000000e-02
48,5~0JMTT,2.0000000e-02
49,5~1AMUT,2.0000000e-02
