#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-05-27T23:41:20', checksum=719090293, investigation_time=1.0, risk_investigation_time=1.0"
asset_id,BldEpoch,BldgType,EqDesLev,GenOcc,GenType,LandUse,OccClass,SAC,SSC_Zone,SauidID,adauid,cdname,cduid,csdname,csduid,dauid,ername,eruid,fsauid,prname,pruid,sauid,taxonomy,lon,lat,structural~no_damage,structural~slight,structural~moderate,structural~extensive,structural~complete
71529-RES3E-URMM-LC,1973-1989,URMM,LC,Residential-HD,URMasonry,RES-HD,RES3E,1,SSC-4,59007562,59150312,Greater Vancouver,5915,Vancouver,5915022,59150779,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007562,RES3E-URMM-LC,-123.12297,49.27609,1.526847E+00,2.289867E-03,8.266667E-04,4.157333E-04,7.680000E-04
71532-COM1-C3M-LC,1973-1989,C3M,LC,Commercial,Concrete,RES-HD,COM1,1,SSC-4,59007562,59150312,Greater Vancouver,5915,Vancouver,5915022,59150779,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007562,COM1-C3M-LC,-123.12297,49.27609,1.525836E+00,2.749067E-03,1.032533E-03,5.192000E-04,1.010400E-03
71535-COM4-S5L-LC,1973-1989,S5L,LC,Commercial,Steel,RES-HD,COM4,1,SSC-4,59007562,59150312,Greater Vancouver,5915,Vancouver,5915022,59150779,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007562,COM4-S5L-LC,-123.12297,49.27609,1.519835E+00,7.014934E-03,1.694933E-03,7.882667E-04,1.814133E-03
71541-COM1-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM1,1,SSC-4,59007562,59150312,Greater Vancouver,5915,Vancouver,5915022,59150779,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007562,COM1-URML-LC,-123.12297,49.27609,3.056107E+00,4.735467E-03,8.664000E-04,2.840000E-04,3.008000E-04
71543-COM4-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM4,1,SSC-4,59007562,59150312,Greater Vancouver,5915,Vancouver,5915022,59150779,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007562,COM4-URML-LC,-123.12297,49.27609,1.528124E+00,2.308000E-03,4.232000E-04,1.416000E-04,1.504000E-04
71544-IND2-URML-LC,1973-1989,URML,LC,Industrial,URMasonry,RES-HD,IND2,1,SSC-4,59007562,59150312,Greater Vancouver,5915,Vancouver,5915022,59150779,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007562,IND2-URML-LC,-123.12297,49.27609,1.528061E+00,2.335200E-03,4.610667E-04,1.490667E-04,1.402667E-04
71551-IND4-W3-PC,Pre-1973,W3,PC,Industrial,Wood,RES-HD,IND4,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,IND4-W3-PC,-123.12286,49.27810,1.523849E+00,5.134133E-03,1.075733E-03,4.461333E-04,6.416000E-04
71552-COM1-S5L-LC,1973-1989,S5L,LC,Commercial,Steel,RES-HD,COM1,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM1-S5L-LC,-123.12286,49.27810,1.519887E+00,6.973600E-03,1.732800E-03,7.736000E-04,1.780267E-03
71554-COM1-W3-PC,Pre-1973,W3,PC,Commercial,Wood,RES-HD,COM1,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM1-W3-PC,-123.12286,49.27810,1.523722E+00,5.254133E-03,1.085067E-03,4.322667E-04,6.538667E-04
71556-COM3-W3-PC,Pre-1973,W3,PC,Commercial,Wood,RES-HD,COM3,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM3-W3-PC,-123.12286,49.27810,1.523814E+00,5.182667E-03,1.074400E-03,4.402667E-04,6.357334E-04
71561-COM3-C3M-PC,Pre-1973,C3M,PC,Commercial,Concrete,RES-HD,COM3,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM3-C3M-PC,-123.12286,49.27810,1.524003E+00,3.808267E-03,1.332267E-03,6.576000E-04,1.345600E-03
71573-COM4-URMM-LC,1973-1989,URMM,LC,Commercial,URMasonry,RES-HD,COM4,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM4-URMM-LC,-123.12286,49.27810,4.580987E+00,6.658667E-03,2.417867E-03,1.172533E-03,2.204533E-03
71574-REL1-URMM-LC,1973-1989,URMM,LC,Civic,URMasonry,RES-HD,REL1,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,REL1-URMM-LC,-123.12286,49.27810,1.526921E+00,2.297867E-03,7.941333E-04,3.906667E-04,7.434667E-04
71576-COM1-URMM-LC,1973-1989,URMM,LC,Commercial,URMasonry,RES-HD,COM1,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM1-URMM-LC,-123.12286,49.27810,1.526992E+00,2.211733E-03,8.130667E-04,3.888000E-04,7.413334E-04
71578-IND2-URML-LC,1973-1989,URML,LC,Industrial,URMasonry,RES-HD,IND2,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,IND2-URML-LC,-123.12286,49.27810,3.056202E+00,4.653333E-03,8.714666E-04,2.818667E-04,2.848000E-04
71579-IND1-URML-LC,1973-1989,URML,LC,Industrial,URMasonry,RES-HD,IND1,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,IND1-URML-LC,-123.12286,49.27810,1.528085E+00,2.336800E-03,4.386667E-04,1.434667E-04,1.434667E-04
71583-COM4-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM4,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM4-URML-LC,-123.12286,49.27810,1.069691E+01,1.618667E-02,2.987467E-03,9.813333E-04,9.634666E-04
71586-COM1-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM1,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM1-URML-LC,-123.12286,49.27810,4.584358E+00,6.918933E-03,1.309867E-03,4.410667E-04,4.128000E-04
71588-COM2-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM2,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM2-URML-LC,-123.12286,49.27810,1.528080E+00,2.341600E-03,4.482667E-04,1.490667E-04,1.285333E-04
71590-COM3-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM3,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM3-URML-LC,-123.12286,49.27810,9.168760E+00,1.387867E-02,2.537333E-03,8.597333E-04,8.453333E-04
71596-RES3B-URML-LC,1973-1989,URML,LC,Residential-MD,URMasonry,RES-HD,RES3B,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,RES3B-URML-LC,-123.12286,49.27810,1.528151E+00,2.302400E-03,4.165333E-04,1.381333E-04,1.386667E-04
71599-COM4-C3L-LC,1973-1989,C3L,LC,Commercial,Concrete,RES-HD,COM4,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM4-C3L-LC,-123.12286,49.27810,1.523572E+00,4.687200E-03,1.203733E-03,5.770667E-04,1.107200E-03
71600-COM3-C3L-LC,1973-1989,C3L,LC,Commercial,Concrete,RES-HD,COM3,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM3-C3L-LC,-123.12286,49.27810,6.094180E+00,1.892667E-02,4.856800E-03,2.233600E-03,4.390667E-03
71601-COM3-RM1L-PC,Pre-1973,RM1L,PC,Commercial,RMasonry,RES-HD,COM3,1,SSC-4,59007563,59150312,Greater Vancouver,5915,Vancouver,5915022,59150780,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59007563,COM3-RM1L-PC,-123.12286,49.27810,1.523967E+00,4.871467E-03,1.192000E-03,4.610667E-04,6.557333E-04
71608-RES3B-URML-LC,1973-1989,URML,LC,Residential-MD,URMasonry,RES-HD,RES3B,1,SSC-4,59007564,59150312,Greater Vancouver,5915,Vancouver,5915022,59150782,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6Z,British Columbia / Colombie-Britannique,59,59007564,RES3B-URML-LC,-123.12531,49.27969,1.528140E+00,2.312533E-03,4.234667E-04,1.437333E-04,1.269333E-04
71609-RES3C-URML-LC,1973-1989,URML,LC,Residential-MD,URMasonry,RES-HD,RES3C,1,SSC-4,59007564,59150312,Greater Vancouver,5915,Vancouver,5915022,59150782,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6Z,British Columbia / Colombie-Britannique,59,59007564,RES3C-URML-LC,-123.12531,49.27969,1.528121E+00,2.330133E-03,4.165333E-04,1.378667E-04,1.416000E-04
71615-COM4-URMM-LC,1973-1989,URMM,LC,Commercial,URMasonry,RES-HD,COM4,1,SSC-4,59007564,59150312,Greater Vancouver,5915,Vancouver,5915022,59150782,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6Z,British Columbia / Colombie-Britannique,59,59007564,COM4-URMM-LC,-123.12531,49.27969,1.526936E+00,2.241067E-03,8.210667E-04,4.000000E-04,7.485333E-04
71622-COM3-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM3,1,SSC-4,59007564,59150312,Greater Vancouver,5915,Vancouver,5915022,59150782,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6Z,British Columbia / Colombie-Britannique,59,59007564,COM3-URML-LC,-123.12531,49.27969,1.528102E+00,2.335733E-03,4.357333E-04,1.362667E-04,1.373333E-04
71623-COM1-URML-LC,1973-1989,URML,LC,Commercial,URMasonry,RES-HD,COM1,1,SSC-4,59007564,59150312,Greater Vancouver,5915,Vancouver,5915022,59150782,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6Z,British Columbia / Colombie-Britannique,59,59007564,COM1-URML-LC,-123.12531,49.27969,1.528153E+00,2.297867E-03,4.264000E-04,1.346667E-04,1.352000E-04
71625-COM3-C3L-PC,Pre-1973,C3L,PC,Commercial,Concrete,RES-HD,COM3,1,SSC-4,59007564,59150312,Greater Vancouver,5915,Vancouver,5915022,59150782,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6Z,British Columbia / Colombie-Britannique,59,59007564,COM3-C3L-PC,-123.12531,49.27969,1.521247E+00,6.258667E-03,1.523467E-03,7.053333E-04,1.412800E-03
71626-COM4-C3L-LC,1973-1989,C3L,LC,Commercial,Concrete,RES-HD,COM4,1,SSC-4,59007564,59150312,Greater Vancouver,5915,Vancouver,5915022,59150782,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6Z,British Columbia / Colombie-Britannique,59,59007564,COM4-C3L-LC,-123.12531,49.27969,1.523678E+00,4.634667E-03,1.179467E-03,5.578666E-04,1.097067E-03
145641-RES3E-C2H-PC,Pre-1973,C2H,PC,Residential-HD,Concrete,RES-HD,RES3E,1,SSC-4,59010777,59150312,Greater Vancouver,5915,Vancouver,5915022,59153847,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59010777,RES3E-C2H-PC,-123.12493,49.27737,1.526687E+00,2.420533E-03,9.373333E-04,4.373333E-04,6.650666E-04
145643-COM3-C3L-LC,1973-1989,C3L,LC,Commercial,Concrete,RES-HD,COM3,1,SSC-4,59010777,59150312,Greater Vancouver,5915,Vancouver,5915022,59153847,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5920,V6B,British Columbia / Colombie-Britannique,59,59010777,COM3-C3L-LC,-123.12493,49.27737,1.523339E+00,4.928000E-03,1.223733E-03,5.461333E-04,1.110400E-03
