#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-06-23T19:20:46', checksum=2938527266, investigation_time=1.0, risk_investigation_time=1.0"
event_id,contents,nonstructural,occupants,structural,rlz_id,rup_id,year
0,1.84806E+05,3.37318E+05,2.98092E-05,5.94536E+04,0,0,1
1,2.83057E+04,2.70991E+04,0.00000E+00,5.55691E+03,0,1,1
2,5.16843E+04,5.67384E+04,0.00000E+00,3.04371E+03,0,2,1
3,3.64055E+04,3.02234E+04,0.00000E+00,1.43358E+04,1,3,1
10,3.41178E+04,4.22451E+04,0.00000E+00,2.68415E+03,0,10,1
32,0.00000E+00,0.00000E+00,0.00000E+00,3.13162E+02,1,27,1
35,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1,30,1
50,0.00000E+00,0.00000E+00,0.00000E+00,4.19103E+03,1,43,1
64,2.59427E+04,2.94821E+04,0.00000E+00,1.17875E+03,1,54,1
74,7.56093E+05,1.47440E+06,1.00562E-03,3.58433E+05,1,63,1
76,1.33330E+05,1.51326E+05,0.00000E+00,3.05790E+04,0,65,1
81,1.35971E+06,2.89628E+06,1.40381E-02,1.15529E+06,0,70,1
89,2.99926E+05,3.18720E+05,0.00000E+00,6.80513E+04,0,78,1
93,2.12844E+05,1.89319E+05,0.00000E+00,4.05202E+04,0,82,1
94,9.86743E+05,1.72513E+06,9.17228E-04,4.94456E+05,0,83,1
95,1.90278E+06,3.72995E+06,2.39736E-01,1.02374E+06,0,84,1
98,1.81039E+05,2.69373E+05,0.00000E+00,3.69601E+04,0,87,1
100,2.77790E+06,9.57341E+06,4.70764E-02,3.97688E+06,0,89,1
103,5.58674E+04,5.04439E+04,0.00000E+00,1.16126E+04,0,92,1
104,1.42552E+05,1.50874E+05,0.00000E+00,2.85361E+04,0,93,1
106,3.65352E+04,4.63817E+04,0.00000E+00,3.26999E+03,0,95,1
111,4.84410E+05,9.18401E+05,6.36980E-04,2.16375E+05,0,100,1
112,3.55849E+03,3.31065E+03,0.00000E+00,0.00000E+00,0,101,1
113,2.48230E+04,2.18111E+04,0.00000E+00,7.80016E+02,0,102,1
114,3.44991E+04,4.93436E+04,0.00000E+00,1.80337E+03,0,103,1
116,7.45070E+05,1.71505E+06,1.15095E-03,4.96395E+05,0,105,1
118,1.55544E+04,1.51406E+04,0.00000E+00,5.30762E+03,0,107,1
119,5.96220E+05,1.24795E+06,5.65701E-03,3.46304E+05,0,108,1
124,7.37180E+06,3.33852E+07,3.72998E+00,2.06353E+07,0,113,1
126,6.86317E+05,1.46848E+06,5.58048E-03,4.63543E+05,0,115,1
137,3.85806E+04,2.93857E+04,0.00000E+00,1.52277E+04,0,126,1
138,1.83345E+06,4.76872E+06,1.46984E-02,1.69718E+06,0,127,1
145,1.55179E+06,4.83395E+06,2.34920E-01,1.73874E+06,0,134,1
156,1.94204E+06,4.74717E+06,3.29600E-02,1.86100E+06,0,145,1
163,3.57871E+06,1.34705E+07,1.59738E-01,7.21716E+06,0,152,1
168,2.00930E+04,2.15325E+04,0.00000E+00,5.31390E+02,0,157,1
173,5.96774E+04,9.75921E+04,3.43625E-05,3.34833E+04,0,162,1
174,1.42039E+06,3.68701E+06,9.35148E-03,1.14802E+06,0,163,1
176,2.74488E+05,2.77717E+05,0.00000E+00,5.86271E+04,0,165,1
185,1.03319E+03,1.45517E+03,0.00000E+00,0.00000E+00,0,174,1
186,5.61831E+05,1.08634E+06,5.05690E-04,2.50816E+05,0,175,1
192,2.24959E+05,2.41636E+05,0.00000E+00,4.35032E+04,0,181,1
196,1.33775E+04,1.32372E+04,0.00000E+00,1.19458E+03,0,185,1
199,1.95241E+03,2.06867E+03,0.00000E+00,0.00000E+00,0,188,1
208,2.53554E+05,2.80707E+05,0.00000E+00,5.02310E+04,0,197,1
213,7.69937E+03,7.62348E+03,0.00000E+00,2.49657E+01,0,202,1
220,1.41466E+04,1.07668E+04,0.00000E+00,9.60307E+03,0,209,1
256,2.12385E+04,2.19011E+04,0.00000E+00,1.14321E+04,0,245,1
284,2.73294E+05,2.84739E+05,0.00000E+00,5.43240E+04,1,273,1
285,1.65593E+06,6.05383E+06,4.17418E-02,2.07877E+06,1,274,1
290,1.73468E+04,1.77502E+04,0.00000E+00,5.97028E+03,1,279,1
292,4.93514E+05,7.74032E+05,6.89430E-05,1.50642E+05,1,281,1
295,1.48450E+06,3.18442E+06,2.81565E-02,1.12731E+06,1,283,1
297,9.45573E+03,1.35671E+04,0.00000E+00,2.16228E+01,1,285,1
298,2.01972E+04,2.16654E+04,0.00000E+00,5.40466E+02,1,286,1
305,1.01741E+05,1.13607E+05,0.00000E+00,1.06038E+04,1,293,1
311,3.97643E+04,3.43666E+04,0.00000E+00,1.54692E+03,1,299,1
314,1.03321E+06,3.29703E+06,7.69780E-02,1.54773E+06,1,302,1
315,9.08837E+05,1.50725E+06,2.11424E-04,4.04386E+05,1,303,1
318,1.33689E+05,1.45354E+05,0.00000E+00,2.81099E+04,1,306,1
319,2.04216E+05,2.73909E+05,0.00000E+00,3.80963E+04,1,307,1
321,1.13854E+05,1.32456E+05,9.52000E-06,3.57739E+04,1,309,1
326,5.23202E+04,4.96582E+04,0.00000E+00,3.61236E+03,1,314,1
327,1.34063E+05,1.62036E+05,0.00000E+00,3.48161E+04,1,315,1
329,1.77315E+06,4.95764E+06,2.15585E-02,1.72756E+06,1,317,1
335,1.32172E+05,1.73204E+05,0.00000E+00,2.11878E+04,1,323,1
336,3.31013E+05,3.98810E+05,4.26554E-05,8.22026E+04,1,324,1
340,4.45222E+04,7.42672E+04,0.00000E+00,7.35297E+03,1,328,1
342,3.41969E+05,3.77536E+05,1.51525E-04,7.09521E+04,1,330,1
346,7.95565E+04,1.16734E+05,1.76353E-05,4.06034E+04,1,334,1
348,1.88331E+06,5.38788E+06,2.49735E-02,2.66749E+06,1,336,1
350,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1,338,1
351,8.60617E+05,3.12359E+06,1.78442E-02,9.28493E+05,1,339,1
356,1.77774E+05,1.65647E+05,0.00000E+00,3.64577E+04,1,344,1
360,2.76247E+03,1.98466E+03,0.00000E+00,1.65041E+03,1,348,1
362,6.49107E+04,5.19164E+04,0.00000E+00,1.59814E+04,1,350,1
365,3.03386E+04,5.20119E+04,0.00000E+00,4.78766E+03,1,353,1
379,0.00000E+00,0.00000E+00,0.00000E+00,3.38976E+03,1,367,1
388,5.02103E+04,8.06439E+04,0.00000E+00,8.56063E+03,1,376,1
409,3.76635E+04,5.18040E+04,0.00000E+00,1.31855E+03,1,397,1
473,0.00000E+00,0.00000E+00,0.00000E+00,2.57235E+03,1,461,1
474,2.72862E+03,3.85661E+03,0.00000E+00,0.00000E+00,1,462,1
489,1.14800E+06,3.33793E+06,7.17730E-02,9.94518E+05,0,477,1
490,1.82363E+06,5.60372E+06,7.46826E-02,2.44646E+06,0,478,1
491,1.60329E+06,4.14221E+06,5.13635E-02,2.12305E+06,0,479,1
492,1.06910E+05,1.30963E+05,1.02168E-01,4.92348E+04,0,480,1
