rlz_id,branch_path,weight
0,0~04KSS,7.2703122e-05
1,0~04KST,7.2703122e-05
2,0~04KSU,7.2703122e-05
3,0~04KSV,7.2703122e-05
4,0~04KTS,7.2703122e-05
5,0~04KTT,7.2703122e-05
6,0~04KTU,7.2703122e-05
7,0~04KTV,7.2703122e-05
8,0~04KUS,7.2703122e-05
9,0~04KUT,7.2703122e-05
10,0~04KUU,7.2703122e-05
11,0~04KUV,7.2703122e-05
12,0~04KVS,7.2703122e-05
13,0~04KVT,7.2703122e-05
14,0~04KVU,7.2703122e-05
15,0~04KVV,7.2703122e-05
16,0~04LSS,7.2703122e-05
17,0~04LST,7.2703122e-05
18,0~04LSU,7.2703122e-05
19,0~04LSV,7.2703122e-05
20,0~04LTS,7.2703122e-05
21,0~04LTT,7.2703122e-05
22,0~04LTU,7.2703122e-05
23,0~04LTV,7.2703122e-05
24,0~04LUS,7.2703122e-05
25,0~04LUT,7.2703122e-05
26,0~04LUU,7.2703122e-05
27,0~04LUV,7.2703122e-05
28,0~04LVS,7.2703122e-05
29,0~04LVT,7.2703122e-05
30,0~04LVU,7.2703122e-05
31,0~04LVV,7.2703122e-05
32,0~04MSS,7.2703122e-05
33,0~04MST,7.2703122e-05
34,0~04MSU,7.2703122e-05
35,0~04MSV,7.2703122e-05
36,0~04MTS,7.2703122e-05
37,0~04MTT,7.2703122e-05
38,0~04MTU,7.2703122e-05
39,0~04MTV,7.2703122e-05
40,0~04MUS,7.2703122e-05
41,0~04MUT,7.2703122e-05
42,0~04MUU,7.2703122e-05
43,0~04MUV,7.2703122e-05
44,0~04MVS,7.2703122e-05
45,0~04MVT,7.2703122e-05
46,0~04MVU,7.2703122e-05
47,0~04MVV,7.2703122e-05
48,0~04NSS,7.2703122e-05
49,0~04NST,7.2703122e-05
50,0~04NSU,7.2703122e-05
51,0~04NSV,7.2703122e-05
52,0~04NTS,7.2703122e-05
53,0~04NTT,7.2703122e-05
54,0~04NTU,7.2703122e-05
55,0~04NTV,7.2703122e-05
56,0~04NUS,7.2703122e-05
57,0~04NUT,7.2703122e-05
58,0~04NUU,7.2703122e-05
59,0~04NUV,7.2703122e-05
60,0~04NVS,7.2703122e-05
61,0~04NVT,7.2703122e-05
62,0~04NVU,7.2703122e-05
63,0~04NVV,7.2703122e-05
64,0~05KSS,2.2031250e-05
65,0~05KST,2.2031250e-05
66,0~05KSU,2.2031250e-05
67,0~05KSV,2.2031250e-05
68,0~05KTS,2.2031250e-05
69,0~05KTT,2.2031250e-05
70,0~05KTU,2.2031250e-05
71,0~05KTV,2.2031250e-05
72,0~05KUS,2.2031250e-05
73,0~05KUT,2.2031250e-05
74,0~05KUU,2.2031250e-05
75,0~05KUV,2.2031250e-05
76,0~05KVS,2.2031250e-05
77,0~05KVT,2.2031250e-05
78,0~05KVU,2.2031250e-05
79,0~05KVV,2.2031250e-05
80,0~05LSS,2.2031250e-05
81,0~05LST,2.2031250e-05
82,0~05LSU,2.2031250e-05
83,0~05LSV,2.2031250e-05
84,0~05LTS,2.2031250e-05
85,0~05LTT,2.2031250e-05
86,0~05LTU,2.2031250e-05
87,0~05LTV,2.2031250e-05
88,0~05LUS,2.2031250e-05
89,0~05LUT,2.2031250e-05
90,0~05LUU,2.2031250e-05
91,0~05LUV,2.2031250e-05
92,0~05LVS,2.2031250e-05
93,0~05LVT,2.2031250e-05
94,0~05LVU,2.2031250e-05
95,0~05LVV,2.2031250e-05
96,0~05MSS,2.2031250e-05
97,0~05MST,2.2031250e-05
98,0~05MSU,2.2031250e-05
99,0~05MSV,2.2031250e-05
100,0~05MTS,2.2031250e-05
101,0~05MTT,2.2031250e-05
102,0~05MTU,2.2031250e-05
103,0~05MTV,2.2031250e-05
104,0~05MUS,2.2031250e-05
105,0~05MUT,2.2031250e-05
106,0~05MUU,2.2031250e-05
107,0~05MUV,2.2031250e-05
108,0~05MVS,2.2031250e-05
109,0~05MVT,2.2031250e-05
110,0~05MVU,2.2031250e-05
111,0~05MVV,2.2031250e-05
112,0~05NSS,2.2031250e-05
113,0~05NST,2.2031250e-05
114,0~05NSU,2.2031250e-05
115,0~05NSV,2.2031250e-05
116,0~05NTS,2.2031250e-05
117,0~05NTT,2.2031250e-05
118,0~05NTU,2.2031250e-05
119,0~05NTV,2.2031250e-05
120,0~05NUS,2.2031250e-05
121,0~05NUT,2.2031250e-05
122,0~05NUU,2.2031250e-05
123,0~05NUV,2.2031250e-05
124,0~05NVS,2.2031250e-05
