#,,,,,,,"generated_by='OpenQuake engine 3.11.3-git0cccb86798', start_date='2021-06-23T21:14:28', checksum=2945211940, investigation_time=1.0, risk_investigation_time=1.0"
event_id,contents,nonstructural,occupants,structural,rlz_id,rup_id,year
0,1.75154E+05,3.12855E+05,2.58100E-05,5.18102E+04,0,0,1
1,2.69545E+04,2.55513E+04,0.00000E+00,5.38674E+03,0,1,1
2,5.89543E+04,6.68044E+04,0.00000E+00,3.97549E+03,0,2,1
3,1.36127E+05,1.21737E+05,0.00000E+00,2.93088E+04,1,3,1
12,5.03759E+02,3.63022E+02,0.00000E+00,7.47540E+02,0,12,1
20,0.00000E+00,0.00000E+00,0.00000E+00,2.50693E+03,0,17,1
21,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0,18,1
22,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0,19,1
49,2.07969E+03,2.10977E+03,0.00000E+00,0.00000E+00,0,42,1
74,5.24113E+05,8.53734E+05,1.59946E-04,1.74558E+05,1,63,1
76,2.97126E+05,3.82077E+05,0.00000E+00,6.94084E+04,0,65,1
77,6.67321E+05,1.06038E+06,1.63537E-04,2.99402E+05,0,66,1
78,1.31860E+03,9.44661E+02,0.00000E+00,1.14362E+03,0,67,1
79,6.26612E+04,6.40870E+04,0.00000E+00,6.16908E+03,0,68,1
81,2.49698E+06,7.01731E+06,7.87239E-02,3.26873E+06,0,70,1
84,4.29995E+05,5.11939E+05,1.57000E-05,9.43326E+04,0,73,1
85,8.86738E+04,8.60746E+04,0.00000E+00,1.43072E+04,0,74,1
86,1.44400E+04,1.20271E+04,0.00000E+00,3.18769E+01,0,75,1
87,1.86146E+05,3.04739E+05,1.96924E-04,7.94848E+04,0,76,1
89,9.43477E+05,1.73831E+06,6.25903E-04,5.47067E+05,0,78,1
90,3.24960E+04,5.47418E+04,0.00000E+00,1.54190E+03,0,79,1
93,7.93413E+05,1.19436E+06,2.88421E-04,2.83126E+05,0,82,1
94,1.20866E+06,2.35038E+06,2.78010E-03,7.43867E+05,0,83,1
95,1.50218E+06,2.69237E+06,8.61699E-02,6.48527E+05,0,84,1
97,2.83723E+04,4.03026E+04,0.00000E+00,1.67774E+03,0,86,1
98,7.18708E+05,1.50499E+06,5.67485E-04,3.18099E+05,0,87,1
99,1.03597E+05,1.68438E+05,1.71236E-06,2.08519E+04,0,88,1
100,4.00349E+06,1.62768E+07,1.83416E-01,7.65043E+06,0,89,1
102,2.96984E+04,2.35816E+04,0.00000E+00,1.49090E+04,0,91,1
103,3.24913E+05,4.03537E+05,6.25300E-05,7.60687E+04,0,92,1
104,4.34331E+05,6.03889E+05,0.00000E+00,1.00915E+05,0,93,1
105,3.57517E+04,6.20603E+04,0.00000E+00,2.08538E+03,0,94,1
106,5.41406E+05,7.40576E+05,5.59573E-05,1.42781E+05,0,95,1
107,1.29771E+04,1.17151E+04,0.00000E+00,4.52424E+03,0,96,1
108,9.36128E+04,1.97616E+05,2.58100E-05,2.95873E+04,0,97,1
109,2.49685E+03,1.80083E+03,0.00000E+00,0.00000E+00,0,98,1
110,1.63360E+05,2.73462E+05,1.92551E-04,7.70053E+04,0,99,1
111,1.49493E+06,4.22927E+06,2.75511E-02,1.39195E+06,0,100,1
112,4.55032E+04,4.71062E+04,0.00000E+00,3.92027E+02,0,101,1
113,3.58744E+05,4.22285E+05,0.00000E+00,7.75478E+04,0,102,1
114,6.51484E+05,9.47026E+05,5.27263E-05,1.80524E+05,0,103,1
116,9.34803E+05,2.21815E+06,2.14625E-03,6.68943E+05,0,105,1
118,6.70583E+05,9.65166E+05,5.46300E-05,1.98102E+05,0,107,1
119,1.27814E+06,3.41034E+06,2.54997E-02,1.18629E+06,0,108,1
120,1.57338E+03,1.61195E+03,0.00000E+00,0.00000E+00,0,109,1
122,6.45910E+04,6.69510E+04,0.00000E+00,6.72747E+03,0,111,1
123,1.38262E+03,9.90026E+02,0.00000E+00,1.16943E+03,0,112,1
124,8.86419E+06,4.17046E+07,4.05244E+00,2.55430E+07,0,113,1
125,1.72089E+05,2.98424E+05,0.00000E+00,2.92003E+04,0,114,1
126,9.22255E+05,2.06438E+06,9.54700E-03,6.77681E+05,0,115,1
128,2.05294E+05,3.55830E+05,0.00000E+00,4.24597E+04,0,117,1
130,8.14003E+04,1.79006E+05,1.79311E-05,2.62080E+04,0,119,1
131,2.00771E+04,1.52073E+04,0.00000E+00,1.66131E+02,0,120,1
132,3.31926E+04,5.00564E+04,0.00000E+00,2.72729E+03,0,121,1
133,3.68910E+03,3.67708E+03,0.00000E+00,6.83413E-01,0,122,1
135,2.49192E+03,2.50919E+03,0.00000E+00,0.00000E+00,0,124,1
136,8.94834E+04,1.07606E+05,0.00000E+00,1.55610E+04,0,125,1
137,2.55853E+05,2.58504E+05,0.00000E+00,4.68394E+04,0,126,1
138,3.40788E+06,1.17727E+07,1.21395E-01,5.31330E+06,0,127,1
141,2.75161E+04,2.23439E+04,0.00000E+00,1.86125E+03,0,130,1
145,2.16653E+06,7.15360E+06,2.74145E-01,2.74479E+06,0,134,1
146,1.99871E+05,1.91348E+05,0.00000E+00,4.08494E+04,0,135,1
148,2.35180E+03,2.51178E+03,0.00000E+00,0.00000E+00,0,137,1
151,4.43043E+04,3.95731E+04,0.00000E+00,2.16343E+03,0,140,1
154,1.19480E+05,1.63675E+05,0.00000E+00,1.47290E+04,0,143,1
156,2.05468E+06,5.03311E+06,2.86157E-02,1.97380E+06,0,145,1
160,4.43519E+03,4.40026E+03,0.00000E+00,1.39493E+00,0,149,1
161,1.21695E+05,1.62194E+05,0.00000E+00,1.75584E+04,0,150,1
163,3.10563E+06,1.04688E+07,9.47052E-02,5.62051E+06,0,152,1
166,3.06412E+05,3.08753E+05,0.00000E+00,5.14522E+04,0,155,1
168,2.83622E+05,4.99125E+05,4.47747E-05,7.70960E+04,0,157,1
172,1.78937E+05,1.58894E+05,0.00000E+00,4.11270E+04,0,161,1
173,6.34085E+05,9.94476E+05,2.43588E-03,3.26333E+05,0,162,1
174,3.54898E+06,1.38115E+07,1.91106E-01,6.11317E+06,0,163,1
176,7.46936E+05,1.14228E+06,2.59093E-04,2.82428E+05,0,165,1
180,1.08842E+04,1.56983E+04,0.00000E+00,3.88187E+01,0,169,1
185,7.06056E+04,6.50853E+04,0.00000E+00,1.56865E+04,0,174,1
186,1.58288E+06,4.41691E+06,1.80300E-02,1.49696E+06,0,175,1
192,4.44495E+05,5.81405E+05,3.38744E-04,9.07936E+04,0,181,1
193,4.81410E+04,4.42742E+04,0.00000E+00,2.80191E+03,0,182,1
196,1.06145E+05,1.00598E+05,0.00000E+00,2.30945E+04,0,185,1
199,2.77935E+04,2.54918E+04,4.42596E-05,5.60799E+02,0,188,1
200,3.41949E+05,3.90529E+05,0.00000E+00,8.26205E+04,0,189,1
202,1.44285E+03,1.03300E+03,0.00000E+00,1.19347E+03,0,191,1
205,4.17315E+04,3.65974E+04,0.00000E+00,1.80256E+03,0,194,1
208,6.20573E+05,9.38632E+05,5.32000E-06,1.83619E+05,0,197,1
212,1.69737E+04,1.44606E+04,0.00000E+00,8.41181E+03,0,201,1
213,8.56420E+04,1.28190E+05,0.00000E+00,7.13449E+03,0,202,1
220,1.26614E+05,1.15948E+05,0.00000E+00,2.61452E+04,0,209,1
224,5.16391E+03,3.94600E+03,0.00000E+00,6.36953E+03,0,213,1
237,1.45167E+03,1.49373E+03,0.00000E+00,0.00000E+00,0,226,1
244,1.18574E+05,1.06693E+05,0.00000E+00,2.74688E+04,0,233,1
256,9.97089E+04,9.63565E+04,0.00000E+00,2.13837E+04,0,245,1
284,2.73294E+05,2.84739E+05,0.00000E+00,5.43240E+04,1,273,1
285,1.65593E+06,6.05383E+06,4.17418E-02,2.07877E+06,1,274,1
290,1.73468E+04,1.77502E+04,0.00000E+00,5.97028E+03,1,279,1
292,4.93514E+05,7.74032E+05,6.89430E-05,1.50642E+05,1,281,1
295,1.48450E+06,3.18442E+06,2.81565E-02,1.12731E+06,1,283,1
297,9.45573E+03,1.35671E+04,0.00000E+00,2.16228E+01,1,285,1
298,2.01972E+04,2.16654E+04,0.00000E+00,5.40466E+02,1,286,1
305,1.01741E+05,1.13607E+05,0.00000E+00,1.06038E+04,1,293,1
311,3.97643E+04,3.43666E+04,0.00000E+00,1.54692E+03,1,299,1
314,1.03321E+06,3.29703E+06,7.69780E-02,1.54773E+06,1,302,1
315,9.08837E+05,1.50725E+06,2.11424E-04,4.04386E+05,1,303,1
318,1.33689E+05,1.45354E+05,0.00000E+00,2.81099E+04,1,306,1
319,2.04216E+05,2.73909E+05,0.00000E+00,3.80963E+04,1,307,1
321,1.13854E+05,1.32456E+05,9.52000E-06,3.57739E+04,1,309,1
326,5.23202E+04,4.96582E+04,0.00000E+00,3.61236E+03,1,314,1
327,1.34063E+05,1.62036E+05,0.00000E+00,3.48161E+04,1,315,1
329,1.77315E+06,4.95764E+06,2.15585E-02,1.72756E+06,1,317,1
335,1.32172E+05,1.73204E+05,0.00000E+00,2.11878E+04,1,323,1
336,3.31013E+05,3.98810E+05,4.26554E-05,8.22026E+04,1,324,1
340,4.45222E+04,7.42672E+04,0.00000E+00,7.35297E+03,1,328,1
342,3.41969E+05,3.77536E+05,1.51525E-04,7.09521E+04,1,330,1
346,7.95565E+04,1.16734E+05,1.76353E-05,4.06034E+04,1,334,1
348,1.88331E+06,5.38788E+06,2.49735E-02,2.66749E+06,1,336,1
350,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1,338,1
351,8.60617E+05,3.12359E+06,1.78442E-02,9.28493E+05,1,339,1
356,1.77774E+05,1.65647E+05,0.00000E+00,3.64577E+04,1,344,1
360,2.76247E+03,1.98466E+03,0.00000E+00,1.65041E+03,1,348,1
362,6.49107E+04,5.19164E+04,0.00000E+00,1.59814E+04,1,350,1
365,3.03386E+04,5.20119E+04,0.00000E+00,4.78766E+03,1,353,1
379,0.00000E+00,0.00000E+00,0.00000E+00,3.38976E+03,1,367,1
388,5.02103E+04,8.06439E+04,0.00000E+00,8.56063E+03,1,376,1
409,3.76635E+04,5.18040E+04,0.00000E+00,1.31855E+03,1,397,1
473,0.00000E+00,0.00000E+00,0.00000E+00,2.57235E+03,1,461,1
474,2.72862E+03,3.85661E+03,0.00000E+00,0.00000E+00,1,462,1
